review_text,date,rating,language_style,has_slang,slang_count,label,word_count,length_type,char_count,avg_word_len,exclamation_count,question_count,uppercase_ratio,unique_word_ratio,language_enc,length_enc
thikx xa aru saman haru bhanda yo wla,27-Oct-25,5,romanized_nepali,1.0,1.0,0,8,very_short,37,4.625,0,0,0.0,1.0,2,3
Ramro layo,26 Nov 2023,4,romanized_nepali,0.0,0.0,0,2,very_short,10,5.0,0,0,0.1,1.0,2,3
i am very disappointed with the product u delivered. its veryyy mall in size plz return back it... this dish rack drainer with tray for kitchen is very small plz take it back.. i dont want this item.. very very much dissapointedd with this daraj online,12 Mar 2023,1,english,0.0,0.0,0,46,medium,252,5.478260869565218,0,0,0.0,0.8043478260869565,1,1
Saman ta thikai chha tara picture ma dekheko bhanda farak aayo.,03 Feb 2024,4,code_mixed,0.0,0.0,0,11,short,63,5.7272727272727275,0,0,0.015873015873015872,1.0,0,2
Photo ma dekhako jasto xaina rww phaile ko vanda copy  product xa phaile ko naii better xa ahile ko vanda tww  ,14-Jul-25,5,code_mixed,0.0,0.0,0,21,short,111,5.285714285714286,0,0,0.009009009009009009,0.7619047619047619,0,2
Recently had a meeting in Thamel. The cafe was quite noisy but the wifi was working fine 💻. It was an average place for a quick business talk over some green tea ⭐.,2026-02-18,3,english,0.0,0.0,1,33,medium,164,4.96969696969697,0,0,0.024390243902439025,0.9090909090909091,1,1
Dherai be ramro bike rental pae ma. The scooter was in good condition and the fuel was full. I rode around the valley comfortably. The rental company was professional.,2025-03-28,5,code_mixed,1.0,2.0,1,29,medium,167,5.758620689655173,0,0,0.023952095808383235,0.8275862068965517,0,1
very good products as expected,25-Jan-22,5,english,0.0,0.0,0,5,very_short,30,6.0,0,0,0.0,1.0,1,3
dherai dherai bhando ni ramro xa kyare malai chahi yo aile bhanda ko sahi lagyo,5-May-25,3,romanized_nepali,1.0,1.0,0,15,short,79,5.266666666666667,0,0,0.0,0.9333333333333333,2,2
"Dami quality packaging ani original item. Best shopping store in Nepal, dhukkai kinnu sabaile.",2025-01-30,5,romanized_nepali,1.0,2.0,1,14,short,94,6.714285714285714,0,0,0.031914893617021274,1.0,2,2
"Repair shop ko work quality ramro thiyo, I appreciated it, time pani on schedule cha, excellent!",2025-06-20,5,code_mixed,0.0,0.0,1,16,short,96,6.0,1,0,0.020833333333333332,1.0,0,2
"hotel WiFi password wrong deko, internet access denied, basic facility fail!!!",2023-09-12,1,code_mixed,0.0,0.0,1,11,short,78,7.090909090909091,3,0,0.02564102564102564,1.0,0,2
it's a good product and expectation vanda ni dherai ramro lagyo malai chai,9-Dec-25,5,code_mixed,0.0,0.0,0,13,short,74,5.6923076923076925,0,0,0.0,1.0,0,2
"Worst cab service ever. Driver was drunk and shouting. He took extra money, thulo fraud ho yo company, never book from their app again.",2023-12-22,1,english,0.0,0.0,1,24,short,135,5.625,0,0,0.022222222222222223,1.0,1,2
Studdds Raider Helmet so good,14 Nov 2024,5,english,0.0,0.0,0,5,very_short,29,5.8,0,0,0.10344827586206896,1.0,1,3
alli sano xa size yesko anyway ramro xa,07 Jan 2026,2,code_mixed,1.0,1.0,0,8,very_short,39,4.875,0,0,0.0,0.875,0,3
Looks same as in picture....solid...my only concern is the plastic lead...Donno how long it lasts ...aru Saab thik cha quality...,25-Jul-25,4,code_mixed,0.0,0.0,0,20,short,129,6.45,0,0,0.023255813953488372,1.0,0,2
Aaja ma new shoes kinne plan thiyo. The sole came off after first use. The material was cheap. This brand is not reliable for daily wear.,2025-10-20,1,code_mixed,0.0,0.0,1,26,short,137,5.269230769230769,0,0,0.029197080291970802,0.9615384615384616,0,2
"Hotel ko ambiance dherai clean thiyo, I think it's good for stay.",2022-05-11,3,code_mixed,0.0,0.0,1,12,short,65,5.416666666666667,0,0,0.03076923076923077,1.0,0,2
price anusar ramro xa saman,1-Nov-25,5,romanized_nepali,0.0,0.0,0,5,very_short,27,5.4,0,0,0.0,1.0,2,3
"yo motorcycle ekdam babbal machine ho, smoothest ride ever, must must buy guys!!!",2023-07-15,5,romanized_nepali,1.0,2.0,1,13,short,81,6.230769230769231,3,0,0.0,0.9230769230769231,2,2
Low price and good product hai,30-Jul-23,5,code_mixed,0.0,0.0,0,6,very_short,30,5.0,0,0,0.03333333333333333,1.0,0,3
🔥🔥🔥 #Number1InNepal #BestRestaurant WORLD CLASS FOOD!!! Must visit amazing place 5 star experience guaranteed!!! #FoodieParadise #TopQuality!!!,2023-05-09,5,english,0.0,0.0,1,16,short,143,8.9375,9,0,0.16783216783216784,1.0,1,2
price anushar quality ramro xa its goood❤,13-Dec-23,4,code_mixed,0.0,0.0,0,7,very_short,41,5.857142857142857,0,0,0.0,1.0,0,3
price anusar thikai xa,1-Jun-25,5,romanized_nepali,0.0,0.0,0,4,very_short,22,5.5,0,0,0.0,1.0,2,3
"yo cab service ekdam dami, ride smooth and best journey ever!!!",2022-09-30,5,romanized_nepali,1.0,2.0,1,11,short,63,5.7272727272727275,3,0,0.0,1.0,2,2
ramro xa quality,01 Sep 2025,5,code_mixed,0.0,0.0,0,3,very_short,16,5.333333333333333,0,0,0.0,1.0,0,3
comes with little pouch... ekdam worth cha price anusar  ,12-Mar-25,5,code_mixed,0.0,0.0,0,9,very_short,57,6.333333333333333,0,0,0.0,1.0,0,3
ramro lagyo 🤗,4-Jan-25,5,romanized_nepali,0.0,0.0,0,3,very_short,13,4.333333333333333,0,0,0.0,1.0,2,3
worst packaging and delivery late,19 Nov 2025,1,english,0.0,0.0,0,5,very_short,33,6.6,0,0,0.0,1.0,1,3
"Mero mitra le yo thau ko khana khancha, bhayo cha thik thik.",2025-03-16,1,romanized_nepali,0.0,0.0,1,12,short,60,5.0,0,0,0.016666666666666666,1.0,2,2
Aaja ko yatra dherai jhur vayo 🚌. Bus broke down in the middle of the highway and we had to wait for three hours. TOTAL WASTE of a whole day 😡‼️ 🔥.,2026-02-18,1,code_mixed,0.0,0.0,1,32,medium,147,4.59375,0,0,0.08163265306122448,0.9375,0,1
"hotel breakfast buffet ekdum dami thiyo, variety lastai ramro, mitho khana!!!",2022-11-24,5,romanized_nepali,1.0,2.0,1,11,short,77,7.0,3,0,0.0,1.0,2,2
♥️👍,14 Jun 2023,5,romanized_nepali,0.0,0.0,0,1,very_short,3,3.0,0,0,0.0,1.0,2,3
"Mero ekdam man yo salon ko service le parauncha, yo salon ma staff ko behavior dherai ramro cha, unile mero khana pani serve garyo, maile yo salon ma dherai besari paryo, tara tyo bela ma pani unile mero ko ko samasya ko Hall paryo, maile yo salon ko service ko barema dherai logo ko sanchai gareko chu, uniharuko service dherai achha cha, unile mero ko sujhab pani DIYEko cha.",2024-12-11,4,romanized_nepali,1.0,2.0,1,69,long,377,5.463768115942029,0,0,0.015915119363395226,0.5652173913043478,2,0
"delivery and packaging was extremely good, let's see the results ❤️",03 Jun 2025,5,english,0.0,0.0,0,11,short,67,6.090909090909091,0,0,0.0,1.0,1,2
Recently I used a photography service. The photos were blurry and the editing was basic. The package was expensive for the output. I will not hire them again.,2025-12-05,2,english,0.0,0.0,1,28,short,158,5.642857142857143,0,0,0.03164556962025317,0.8571428571428571,1,2
"motorcycle ma adulterated fuel use garera engine damage, TVS genuine parts use garcha!!!",2023-12-08,1,code_mixed,0.0,0.0,1,13,short,88,6.769230769230769,3,0,0.03409090909090909,0.9230769230769231,0,2
❤❤❤❤,02 Feb 2024,5,english,0.0,0.0,0,1,very_short,4,4.0,0,0,0.0,1.0,1,3
"It's quality is alright, it was my first time buying the pads from dazar and well it was okaish not too bad",02 Dec 2025,5,english,0.0,0.0,0,22,short,107,4.863636363636363,0,0,0.009345794392523364,0.9090909090909091,1,2
Ramro xa design saman sano raixa big sizemapani leunupareo aba,06 Feb 2026,5,code_mixed,0.0,0.0,0,10,very_short,62,6.2,0,0,0.016129032258064516,1.0,0,3
Dherai ramro thau chha yo. I visited with my friends last night and the music was awesome. The drinks were also very well made and the prices were fair. We had a great time dancing all night!!!,2026-02-12,5,code_mixed,0.0,0.0,1,37,medium,193,5.216216216216216,3,0,0.02072538860103627,0.918918918918919,0,1
I got the pink one so cuteeee 🎀 and it works as expected,3-Sep-25,1,english,1.0,1.0,0,13,short,56,4.3076923076923075,0,0,0.017857142857142856,1.0,1,2
mulya anusarako saman patakkai chaina.third class,22 Jul 2023,5,romanized_nepali,1.0,1.0,0,6,very_short,49,8.166666666666666,0,0,0.0,1.0,2,3
"Wow, ramro lagyo, highly recommended 👍🏻 ",9-Jun-25,2,code_mixed,0.0,0.0,0,6,very_short,40,6.666666666666667,0,0,0.025,1.0,0,3
good materials but size too small for 34 size ..,30 Apr 2025,2,english,0.0,0.0,0,10,very_short,48,4.8,0,0,0.0,0.9,1,3
Bestttr,11 Apr 2025,5,english,0.0,0.0,0,1,very_short,7,7.0,0,0,0.14285714285714285,1.0,1,3
hotel room derty and smelly staff dont care at all complet waist of money!!!,2024-02-18,1,english,0.0,0.0,1,14,short,76,5.428571428571429,3,0,0.0,1.0,1,2
Aaja ko flight dherai delay vayo. AIR-NEPAL is always late and AIR-NEPAL staff are very unprofessional. AIR-NEPAL doesn't care about their passengers' time at all!!! TOTAL WASTE OF MONEY. I have traveled many times but this was the worst management I have ever seen in the domestic terminal.,2026-02-14,1,code_mixed,0.0,0.0,1,48,medium,291,6.0625,3,0,0.15120274914089346,0.8958333333333334,0,1
backup xaina,11-Oct-25,1,code_mixed,0.0,0.0,0,2,very_short,12,6.0,0,0,0.0,1.0,0,3
"service ekdam ramro ramro ramro, totally paisa vasool, sabai perfect thiyo!!!",2024-02-27,5,code_mixed,1.0,2.0,1,11,short,77,7.0,3,0,0.0,0.9090909090909091,0,2
"yo hotel ekdam ramro, room haru palace jasto, service babbal, best experience ever ever!!!",2022-12-30,5,romanized_nepali,1.0,2.0,1,14,short,90,6.428571428571429,3,0,0.0,1.0,2,2
The internet service provider is very unreliable and the connection keeps dropping every few minutes. 🌐 I have complained to their technical team five times this week but they just say they are working on it and nothing changes. 😡 I am paying for a high-speed plan but getting speed that is worse than 3G. ‼️ TOTAL DISASTER for anyone working from home. 🔥 I am planning to switch to another company as soon as possible. ‼️ Very frustrated with this service! 🔥 ‼️,2026-02-18,1,english,0.0,0.0,1,84,long,462,5.5,1,0,0.04112554112554113,0.8095238095238095,1,0
"Food quality top notch cha, I'm totally impressed, price pani reasonable.",2024-06-11,5,code_mixed,0.0,0.0,1,11,short,73,6.636363636363637,0,0,0.0273972602739726,1.0,0,2
I didnot got the free package,25 Jan 2026,5,english,0.0,0.0,0,6,very_short,29,4.833333333333333,0,0,0.034482758620689655,1.0,1,3
"This product is revolutionary, changes everything, absolute game changer, order today!!!",2024-09-25,5,english,0.0,0.0,1,11,short,88,8.0,3,0,0.011363636363636364,1.0,1,2
"Yah bus service dherai ramro thiyo, I loved it, staff pani very helpful cha!",2025-06-02,5,code_mixed,0.0,0.0,1,14,short,76,5.428571428571429,1,0,0.02631578947368421,1.0,0,2
so poor packaging chyatiyeko box ma halera pathaunu vako thyo ajhai ulto packaging garera,25-Nov-25,3,code_mixed,0.0,0.0,0,14,short,89,6.357142857142857,0,0,0.0,0.9285714285714286,0,2
"pizza was burnt, chees not fresh, delivry so late, wont ordr again!!!",2023-01-14,1,english,0.0,0.0,1,12,short,69,5.75,3,0,0.0,1.0,1,2
soon Goona try ! Looks amazing 👏,16 Oct 2025,4,english,0.0,0.0,0,7,very_short,32,4.571428571428571,1,0,0.0625,1.0,1,3
fits queen size bed ..has water proof fabric below..,12 Nov 2022,5,english,0.0,0.0,0,9,very_short,52,5.777777777777778,0,0,0.0,1.0,1,3
"Customer care dherai worst thiyo, didn't help me, I'm very disappointed.",2022-12-08,3,code_mixed,0.0,0.0,1,11,short,72,6.545454545454546,0,0,0.027777777777777776,1.0,0,2
💻💻💻 #BestTech #Number1Innovation WORLD CLASS PRODUCT!!! Revolutionary technology must buy!!! #TopQuality #Recommended #Premium!!!,2022-08-19,5,english,0.0,0.0,1,13,short,129,9.923076923076923,9,0,0.20155038759689922,1.0,1,2
"khana mitho xaina, bekar ko paisa matra gayo, tyo vanda galli ko momo mitho hunxa. avoid this fraud restaurant.",2023-08-15,1,romanized_nepali,1.0,1.0,1,19,short,111,5.842105263157895,0,0,0.0,0.8947368421052632,2,2
"Yo hotel ma base pani ramro cha, khana pani ekdam swadisht bhayo, mero parivaar sabai khush bhayo.",2025-06-25,4,romanized_nepali,1.0,1.0,1,17,short,98,5.764705882352941,0,0,0.01020408163265306,0.9411764705882353,2,2
The product that i hv got was damaged one,13 Dec 2023,2,english,0.0,0.0,0,9,very_short,41,4.555555555555555,0,0,0.024390243902439025,1.0,1,3
"Product dherai ramro cha, I'm totally satisfied, price pani affordable ho!",2023-08-15,4,code_mixed,0.0,0.0,1,11,short,74,6.7272727272727275,1,0,0.02702702702702703,1.0,0,2
"Absolutely stunning stay, staff were like family, world class luxury in Nepal!!",2024-05-10,5,english,0.0,0.0,1,12,short,79,6.583333333333333,2,0,0.02531645569620253,1.0,1,2
I want to return the product but return refund wala process kina complete hudaina ...Kati garisake maile..plz help gardinus na return garna,16-May-25,5,code_mixed,0.0,0.0,0,22,short,139,6.318181818181818,0,0,0.014388489208633094,0.9090909090909091,0,2
"Chito khana aauxa vanera gayeko tara ek ghanta kuraidiyo salla chor haru le. Kitchen fohori thiyo ani waiter ko bani ekdumai naramro raixa hjr, bhulera pani najanu hola yesto ghatiya thau ma natra paisa barbad huncha.",2024-11-20,1,romanized_nepali,1.0,1.0,1,36,medium,217,6.027777777777778,0,0,0.009216589861751152,1.0,2,1
"Aba k vannu, yo bike kine pachi mero life nai change vo, world ko best mileage dinxa, look pani babbal, dhukkai kinnu hola sabaile!!!",2024-08-14,5,romanized_nepali,1.0,2.0,1,24,short,133,5.541666666666667,3,0,0.007518796992481203,1.0,2,2
"yo restaurant ko khana khayera mero purai family lai food poison vo, hospital ma xam aile, owner lai thulo karbahi huna parcha, fraud haru!!",2024-01-15,1,romanized_nepali,0.0,0.0,1,24,short,140,5.833333333333333,2,0,0.0,0.9583333333333334,2,2
malie xai babaal lagyo hai helmet 👌 halka discount pako vaye last khusi hunthey .. tara payena tesma xai dukhi xu,15-Nov-24,5,romanized_nepali,1.0,1.0,0,21,short,113,5.380952380952381,0,0,0.0,0.9523809523809523,2,2
"Service was fraud, took money and disappeared, use TechPro Solutions instead they are reliable and licensed!!!",2024-07-11,1,english,0.0,0.0,1,16,short,110,6.875,3,0,0.03636363636363636,0.9375,1,2
Socheko vanda ni yekdamai man paryo,17-Nov-20,5,romanized_nepali,0.0,0.0,0,6,very_short,35,5.833333333333333,0,0,0.02857142857142857,1.0,2,3
It was one of the worst shopping online I ever had.The items were to less &expensive.I hadn't expected....👎👎,27 Sep 2020,1,english,0.0,0.0,0,18,short,108,6.0,0,0,0.037037037037037035,1.0,1,2
"Staff dherai rude thiyo, food quality pathetic, I'll never visit this hotel again.",2025-04-09,1,code_mixed,0.0,0.0,1,13,short,82,6.3076923076923075,0,0,0.024390243902439025,1.0,0,2
Aru sugar free biscuit vanda yo chai malai dherai mitho lageyo,11-Mar-25,5,romanized_nepali,0.0,0.0,0,11,short,62,5.636363636363637,0,0,0.016129032258064516,1.0,2,2
product is good for the price 👌 ekdam manparyo tara delivery chai 5 din lagayo,19 Dec 2023,5,code_mixed,1.0,1.0,0,15,short,78,5.2,0,0,0.0,1.0,0,2
"Yeh restaurant ko burger dherai famous ho, I totally agree, it's awesome.",2024-07-30,5,code_mixed,0.0,0.0,1,12,short,73,6.083333333333333,0,0,0.0273972602739726,1.0,0,2
Good ones. Thanks.,20-Jul-22,5,english,0.0,0.0,0,3,very_short,18,6.0,0,0,0.1111111111111111,1.0,1,3
Dherai ramro experience bhayo FreshFeast Cafe ma!!! FreshFeast Cafe FreshFeast Cafe FreshFeast Cafe ko momo ekdum mitho!!! Ambience classy ani service fast!!! BEST DEAL for family dinner!!!,2024-04-21,5,romanized_nepali,0.0,0.0,1,27,short,189,7.0,12,0,0.1164021164021164,0.7777777777777778,2,2
"Yeh beauty parlor ma staff haru talented aur friendly cha, service dherai amazing thiyo, I love it!",2023-09-02,4,code_mixed,0.0,0.0,1,17,short,99,5.823529411764706,1,0,0.020202020202020204,1.0,0,2
Thikai thyo tyo thau aaja ✨. I went with my friends and we enjoyed the music. The food was okay and the service was relatively fast for a weekend night ⭐.,2026-02-18,3,code_mixed,0.0,0.0,1,31,medium,154,4.967741935483871,0,0,0.01948051948051948,0.9032258064516129,0,1
"They damaged my laptop, refused compensation, take it to iHub Nepal instead professional and insured!!!",2024-01-23,1,english,0.0,0.0,1,15,short,103,6.866666666666666,3,0,0.02912621359223301,1.0,1,2
Aaja morning ma product order gariyo. Delivery came fast but the item was damaged. Packaging was poor. This brand is NeoTech NeoTech NeoTech but quality is not matching the price. I am returning it immediately.,2025-08-30,2,code_mixed,0.0,0.0,1,35,medium,210,6.0,0,0,0.05238095238095238,0.8285714285714286,0,1
it is very useful ❤️🙏 thanks daraz,24 Nov 2025,5,english,0.0,0.0,0,7,very_short,34,4.857142857142857,0,0,0.0,1.0,1,3
Good shoes accordiing its price. I like it. Yes you can purchase it.,3 weeks ago,5,english,0.0,0.0,0,13,short,68,5.230769230769231,0,0,0.04411764705882353,0.9230769230769231,1,2
ramrai xa☺️,2 weeks ago,5,romanized_nepali,0.0,0.0,0,2,very_short,11,5.5,0,0,0.0,1.0,2,3
"Everything was great, sab thik thiyo, excellent service, I recommend it.",2024-02-22,5,code_mixed,0.0,0.0,1,11,short,72,6.545454545454546,0,0,0.027777777777777776,1.0,0,2
eakdamai ramro xa book dekha ko jostai hard cover ma,17 Nov 2025,5,code_mixed,1.0,1.0,0,10,very_short,52,5.2,0,0,0.0,1.0,0,3
Slightly smaller than expected. Everything else is good. Packaging and delivery was good.,02 Jul 2025,3,english,0.0,0.0,0,13,short,89,6.846153846153846,0,0,0.033707865168539325,0.9230769230769231,1,2
ramro lagyo,16-Jan-26,5,romanized_nepali,0.0,0.0,0,2,very_short,11,5.5,0,0,0.0,1.0,2,3
"Product ko features ramro cha, but design pani thoda boring ho, overall it's okay.",2024-09-23,2,code_mixed,0.0,0.0,1,14,short,82,5.857142857142857,0,0,0.012195121951219513,1.0,0,2
looks good according ko price.. weight chai alik light xa overall ramro xa,12-Aug-24,5,code_mixed,0.0,0.0,0,13,short,74,5.6923076923076925,0,0,0.0,0.9230769230769231,0,2
ok How kong it goes on time wil. say with 1 yr warranty,11 Dec 2025,5,english,0.0,0.0,0,13,short,55,4.230769230769231,0,0,0.01818181818181818,1.0,1,2
saman eakdam ramro lagyo malai chai  ,17-Nov-24,5,romanized_nepali,0.0,0.0,0,6,very_short,37,6.166666666666667,0,0,0.0,1.0,2,3
Camera ma scratches aauna bata bachaudena cover vanda baira camera niske paxi camera naii paila scratches hunxa 😭aru ta ramroo xah,8-Sep-24,4,code_mixed,0.0,0.0,0,21,short,130,6.190476190476191,0,0,0.007692307692307693,0.9047619047619048,0,2
Nice quality Paxi yellow ta hunxa hola But yetiko price maa quality babaal xa Fast delivery thanks to daraz and seller too,26-Jan-25,5,code_mixed,1.0,1.0,0,22,short,122,5.545454545454546,0,0,0.03278688524590164,0.9545454545454546,0,2
Ramro xa,13-Mar-25,5,romanized_nepali,0.0,0.0,0,2,very_short,8,4.0,0,0,0.125,1.0,2,3
It’s good🤍 ani sabiale kina paxi siddiyo bhane lyang hunxa ,28-Mar-25,2,code_mixed,1.0,1.0,0,10,very_short,59,5.9,0,0,0.01694915254237288,1.0,0,3
"Maile yeh service use garera dherai satisfied bhaya, everything was perfect, price pani reasonable cha, I loved it, will come back again.",2024-04-08,1,code_mixed,0.0,0.0,1,22,short,137,6.2272727272727275,0,0,0.014598540145985401,1.0,0,2
TOTAL SCAM!! Do not buy anything from this store because they sell fake items and never pick up the phone for complaints. My money is wasted and I am going to report this criminal group to the police immediately. BEWARE EVERYONE!!!,2024-07-30,1,english,0.0,0.0,1,41,medium,231,5.634146341463414,5,0,0.11255411255411256,0.9024390243902439,1,1
"Unbelievable service, highly highly highly highly recommended to everyone in the whole world market!!!!!",2024-11-10,5,english,0.0,0.0,1,14,short,104,7.428571428571429,5,0,0.009615384615384616,0.7857142857142857,1,2
"Chor haru hun sabai! Mero phone ko display bigardiyo ani ulto paisa magyo. New Road ko side galli ma xau vanera tharkaucha. Fraud kta haru, never ever go there!!!",2024-09-12,1,code_mixed,1.0,1.0,1,29,medium,162,5.586206896551724,4,0,0.030864197530864196,0.9655172413793104,0,1
Looks kinda thinner thn I thought but let's see,15-Nov-25,4,code_mixed,0.0,0.0,0,9,very_short,47,5.222222222222222,0,0,0.0425531914893617,1.0,0,3
"This repair shop ko worker pani very unprofessional cha, charged me extra, lekin work pani not done properly, I'm very unhappy with their service.",2023-12-16,1,code_mixed,0.0,0.0,1,24,short,146,6.083333333333333,0,0,0.0136986301369863,0.9166666666666666,0,2
It has been 1.5 years and the TV is still doing great. Worth it👍,29 Dec 2024,5,english,0.0,0.0,0,14,short,64,4.571428571428571,0,0,0.0625,1.0,1,2
Can't explain in single word. This oil is soo soo good. For the one who is worried about hairfall try this once you'll never regret buying this. This is my 3rd bottle .,04 Jul 2025,5,english,0.0,0.0,0,33,medium,168,5.090909090909091,0,0,0.023809523809523808,0.8787878787878788,1,1
The product looks good. 👌🏻,15-Nov-23,5,english,0.0,0.0,0,5,very_short,26,5.2,0,0,0.038461538461538464,1.0,1,3
🚗🚗🚗 #BestCab #Number1Transport WORLD CLASS COMFORT!!! Amazing service must try!!! #SafeTravel #TopRated #Recommended!!!,2023-07-29,5,english,0.0,0.0,1,13,short,119,9.153846153846153,9,0,0.226890756302521,1.0,1,2
Dami xa price anusar vanda dheraii naii babal xa. nasochi kinda hunxa yetiko ramro paudaina thoraii price ma.,28-Jul-25,5,romanized_nepali,1.0,2.0,0,18,short,109,6.055555555555555,0,0,0.009174311926605505,0.9444444444444444,2,2
thikai xa not bad,6-Jan-26,5,code_mixed,0.0,0.0,0,4,very_short,17,4.25,0,0,0.0,1.0,0,3
Patan tira ko NEPAL-FOODS ma khana thikai thyo. NEPAL-FOODS ko environment normal chha ani NEPAL-FOODS ko price ali dherai lagyo malai!!! I might go back if I have no other options available in that area.,2026-01-20,3,romanized_nepali,0.0,0.0,1,35,medium,204,5.828571428571428,3,0,0.16176470588235295,0.8571428571428571,2,1
awesome productvalue for money❤️ ,1-Oct-24,3,english,0.0,0.0,0,4,very_short,33,8.25,0,0,0.0,1.0,1,3
quality 10/10 and looks is amazing &premium overall 9.5/10,13 Nov 2025,5,english,0.0,0.0,0,9,very_short,58,6.444444444444445,0,0,0.0,1.0,1,3
ekdamai ramri lagyo shoes chai jhan teii mathi seller lai ni dhanyabaad chadai deliver gardinu vaye ko ma.,4 weeks ago,5,romanized_nepali,0.0,0.0,0,18,short,106,5.888888888888889,0,0,0.0,1.0,2,2
"coffee blend ekdum aromatic, strength perfect, morning start ko lagi dami!!!",2023-08-22,5,code_mixed,1.0,1.0,1,11,short,76,6.909090909090909,3,0,0.0,1.0,0,2
"Pathetic service, staff dherai rude thiyo, food quality pani very poor cha, I'll never go back to this restaurant.",2022-09-11,3,code_mixed,0.0,0.0,1,19,short,114,6.0,0,0,0.017543859649122806,1.0,0,2
received just 4 pcs 1 pcs missing,28 Dec 2025,1,english,0.0,0.0,0,7,very_short,33,4.714285714285714,0,0,0.0,0.8571428571428571,1,3
"Bank ko loan process dherai jati cha, I'm really frustrated, too much paperwork required.",2024-03-31,3,code_mixed,0.0,0.0,1,14,short,89,6.357142857142857,0,0,0.02247191011235955,1.0,0,2
After 3 days paxi Saman delivery vayo Tara kei xoina expections v/s reality same paye 😇 maile use Pani garirako xu mero face oily xa Tara ekdam suit gareko xa plus smell mitho xa Tara Ali Kada scent xa overall packaging haru sabai ekdam good xa 👍👍💞💞,18-Dec-25,5,code_mixed,1.0,1.0,0,47,medium,249,5.297872340425532,0,0,0.0321285140562249,0.851063829787234,0,1
"servce was so slow, waited for houres, no one responsiv, waist of tim!!!",2024-11-11,1,english,0.0,0.0,1,13,short,72,5.538461538461538,3,0,0.0,1.0,1,2
"I went to this bank to open a new account, and the process was quite smooth, sahaj cha yestai ho, the staff was helpful, and they explained everything clearly, but the interest rates were not that great, so I'm not sure if I will continue, karan there are other banks offering better deals.",2023-08-06,4,code_mixed,0.0,0.0,1,53,medium,290,5.471698113207547,0,0,0.010344827586206896,0.8679245283018868,0,1
🔥🔥🔥 #BestDeal #Number1Value WORLD CLASS PRODUCT!!! Top quality everyone needs this!!! #BestBuy #Recommended #Premium!!!,2022-06-12,5,english,0.0,0.0,1,14,short,119,8.5,9,0,0.2184873949579832,1.0,1,2
really like it! it feels very sturdy compared to other clear cases i've bought!,20 Dec 2022,5,english,0.0,0.0,0,14,short,79,5.642857142857143,2,0,0.0,1.0,1,2
"Bank ko transaction process dherai fast cha, but I don't know about others.",2024-10-13,5,code_mixed,0.0,0.0,1,13,short,75,5.769230769230769,0,0,0.02666666666666667,1.0,0,2
Product ramro xa but mero ma tyo plus minus button le kaam garena,22 Nov 2023,4,code_mixed,0.0,0.0,0,13,short,65,5.0,0,0,0.015384615384615385,1.0,0,2
worst product I have ever get in daraz paisa matra kharcha hunxa aaru kehe pani hudaina  ,22-Jan-26,1,code_mixed,0.0,0.0,0,16,short,89,5.5625,0,0,0.011235955056179775,1.0,0,2
"Maile yo dish try gareko thiyo, it's awesome, khana ko quality pani great cha!",2025-06-04,5,code_mixed,0.0,0.0,1,14,short,78,5.571428571428571,1,0,0.01282051282051282,1.0,0,2
"Product kharaab cha, I wasted my money, quality dherai poor thiyo, don't buy from here.",2023-08-02,2,code_mixed,0.0,0.0,1,15,short,87,5.8,0,0,0.022988505747126436,1.0,0,2
Doesn't support other utensils.,03 Apr 2024,1,english,0.0,0.0,0,4,very_short,31,7.75,0,0,0.03225806451612903,1.0,1,3
"Ma extremely satisfied chu, hospital ko service top-notch cha, doctor haru very experienced thiye, I appreciate their hard work.",2025-06-19,5,code_mixed,0.0,0.0,1,19,short,128,6.7368421052631575,0,0,0.015625,1.0,0,2
"Dherai nai sano raixa, alikati thulo vako vaye best hunthyo",01 Dec 2023,3,code_mixed,1.0,1.0,0,10,very_short,59,5.9,0,0,0.01694915254237288,1.0,0,3
quality ramro cha tara pana kam cha,23-May-23,5,romanized_nepali,0.0,0.0,0,7,very_short,35,5.0,0,0,0.0,0.8571428571428571,2,3
"yo product ko warranty pani ramro cha, after sales service ekdum dami!!!",2024-12-01,5,romanized_nepali,1.0,1.0,1,12,short,72,6.0,3,0,0.0,1.0,2,2
my 2nd purchase. very good shoes for children  ,4 weeks ago,1,english,0.0,0.0,0,8,very_short,47,5.875,0,0,0.0,1.0,1,3
khai ke khai ke! result nai dekhaaeko chhaina. ek mahinaa bho use gareko!,24-Jan-25,1,romanized_nepali,0.0,0.0,0,13,short,73,5.615384615384615,2,0,0.0,0.9230769230769231,2,2
Dry skin ko lagi thik cha yo cleanser,11 Sep 2024,5,code_mixed,0.0,0.0,0,8,very_short,37,4.625,0,0,0.02702702702702703,1.0,0,3
sooo good for pet just loved it  ,15-Feb-25,1,english,0.0,0.0,0,7,very_short,33,4.714285714285714,0,0,0.0,1.0,1,3
Aaja ko dinner Everest-Dine ma dherai mitho thyo. Everest-Dine ko staff ekdamai polite chhan. Everest-Dine is the best place for family gatherings!!! We will definitely come back again very soon with more friends.,2026-01-05,5,code_mixed,0.0,0.0,1,33,medium,213,6.454545454545454,3,0,0.03755868544600939,0.9090909090909091,0,1
28-29 ko order gareko 32-33 ko aaya xa😡,4-Feb-26,1,romanized_nepali,0.0,0.0,0,8,very_short,39,4.875,0,0,0.0,0.875,2,3
