review_text,rating,date,language_style,has_slang,slang_count,domain,word_count,length_type,label,char_count,avg_word_len,exclamation_count,question_count,uppercase_ratio,unique_word_ratio
ride okayy but seat dirtyy and dirtyy. jhyau yrr,2,2025-07-07,code_mixed,1.0,1.0,transportation,9,very_short,0,48,5.333333333333333,0,0,0.0,1.0
"Yeh salon ko service terrible ho, I went for haircut, lekin stylist pani incompetent thi, now my hair looks weird, very bad experience.",1,2023-06-03,code_mixed,0.0,0.0,services,23,short,1,135,5.869565217391305,0,0,0.014814814814814815,1.0
"Avoid this restaurant, horrible taste and tiny portions.",3,2024-06-27,english,0.0,0.0,hotel_restaurant,8,very_short,1,56,7.0,0,0,0.017857142857142856,1.0
"product user manual ekdum clear, setup easy, performance babbal!!!",5,2024-05-28,code_mixed,1.0,1.0,product,9,very_short,1,66,7.333333333333333,3,0,0.0,1.0
staff rudee and then rudee again idk why. very bad,1,2024-06-06,english,0.0,0.0,services,10,very_short,0,50,5.0,0,0,0.0,0.9
restaurant menu varied veg nonveg ramro,4,1/9/2024,code_mixed,1.0,1.0,hotel_restaurant,6,very_short,0,39,6.5,0,0,0.0,1.0
"Pork chili here is really good, not too greasy and the chili balance is perfect. rice pairing is also on point",4,2/22/2024,english,0.0,0.0,food,21,short,0,110,5.238095238095238,0,0,0.00909090909090909,0.8571428571428571
"cab GPS spoofing, took longer route overcharged, Sarathi Cabs GPS verified honest!!!",1,2023-10-16,code_mixed,0.0,0.0,transportation,12,short,1,84,7.0,3,0,0.09523809523809523,0.9166666666666666
🔥🔥🔥 #Number1InNepal #BestRestaurant WORLD CLASS FOOD!!! Must visit amazing place 5 star experience guaranteed!!! #FoodieParadise #TopQuality!!!,5,2023-05-09,english,0.0,0.0,food,16,short,1,143,8.9375,9,0,0.16783216783216784,1.0
"Aba, service world class",5,2023-07-31,english,0.0,0.0,services,4,very_short,1,24,6.0,0,0,0.041666666666666664,1.0
khatrai driver thiyo. fast and safe. sahi ho,5,2022-06-03,romanized_nepali,1.0,1.0,transportation,8,very_short,0,44,5.5,0,0,0.0,1.0
mero saman lost garyo yo courier le. and then when i asked they said check garcha bhanyo. 1 week bhayo still no answer. jhur service. this is very bad company,1,2024-06-30,code_mixed,1.0,2.0,services,30,medium,0,158,5.266666666666667,0,0,0.0,1.0
"Hotel ko room dherai clean cha, I appreciated it, amenities pani very good thiyo, I had a great time, will definitely visit again.",5,2023-04-24,code_mixed,0.0,0.0,hotel_restaurant,23,short,1,130,5.6521739130434785,0,0,0.023076923076923078,0.9565217391304348
"I ordered this product for my mom and then the box came broken and then inside pani damaged thiyo, tried to return but customer service didnt pick up. called 4 times. FOUR TIMES. very bad very bad service. paisa waste. khattam company",1,2023-03-02,code_mixed,1.0,4.0,product,42,medium,0,234,5.571428571428571,0,0,0.042735042735042736,0.9047619047619048
Chito Ma used the support and replies were quick ti but the language was templated and repetitive making the note read like a bot summary rather than a user narrative very generic phrase,3,2026-01-21,romanized_nepali,1.0,1.0,services,33,medium,1,186,5.636363636363637,0,0,0.010752688172043012,0.8787878787878788
hp ink expensive print quality wireless disconnect scan duplex paper setup easy compact noisy cartridge genuine compatible cheap better,3,11/13/2023,code_mixed,1.0,1.0,product,19,short,0,135,7.105263157894737,0,0,0.0,1.0
Dherai ramro experience vayo. ✨ The guide was very knowledgeable and showed us all the historical parts of the city. ⭐ I really enjoyed the tour and would recommend it to others. 🙏,5,2026-02-18,code_mixed,0.0,0.0,services,33,medium,1,180,5.454545454545454,0,0,0.016666666666666666,0.9090909090909091
laptop bag dami and zip strong. ramro dherai ramro,5,2022-11-11,code_mixed,1.0,2.0,product,9,very_short,0,50,5.555555555555555,0,0,0.0,0.8888888888888888
"Awful burger, overcooked and tasteless, wouldn't feed this to my worst enemy.",2,2025-04-24,english,0.0,0.0,food,12,short,1,77,6.416666666666667,0,0,0.012987012987012988,1.0
Aaja ko yatra dherai lamo vayo tara comfortable thyo. 🚌 The bus reached on time and the staff was very professional. ✨ Highly recommended for long trips! ⭐ 🙏,4,2026-02-18,code_mixed,0.0,0.0,transportation,29,medium,1,157,5.413793103448276,1,0,0.01910828025477707,1.0
"Worst gadget ever, exploded and almost burned my house, never buy!!!",1,2023-12-24,english,0.0,0.0,product,11,short,1,68,6.181818181818182,3,0,0.014705882352941176,1.0
"yo scooter ekdam ramro, mileage babbal, best scooter in the world!!!",5,2022-04-21,romanized_nepali,1.0,2.0,transportation,11,short,1,68,6.181818181818182,3,0,0.0,0.9090909090909091
Patan tira gaye last week. The bus was late and the driver was rude. This is a TOTAL SCAM company!!! I will never use them again. The ticket price was high for the service provided. Avoid this transportation at all costs if you value your time.,1,2025-09-25,english,0.0,0.0,transportation,46,medium,1,244,5.304347826086956,3,0,0.06147540983606557,0.9130434782608695
"Rude staff and dirty bathrooms, totally unimpressed with my stay.",2,2022-12-12,english,0.0,0.0,hotel_restaurant,10,very_short,1,65,6.5,0,0,0.015384615384615385,1.0
product goodd start but stop stop later. very bad,1,2024-04-14,english,0.0,0.0,product,9,very_short,0,49,5.444444444444445,0,0,0.0,0.8888888888888888
"Honda Activa new liyeko 7 months. Lightweight, city traffic easy, mileage 55+ km/l consistent. Under-seat storage fit garcha helmet. Rear suspension slightly stiff on bumpy roads. Overall recommended for city daily commute.",4,7/15/2024,code_mixed,0.0,0.0,transportation,32,medium,0,223,6.96875,0,0,0.026905829596412557,0.96875
product came damaged. box was broken. customer care ne sunena pani. total bijog service.,1,2024-03-18,code_mixed,1.0,1.0,product,14,short,0,88,6.285714285714286,0,0,0.0,1.0
Driver 480 disappointing ... Actually I dont know. Service was a bit slow but okay. And the quality was also something I noticed.,2,6/30/2022,english,0.0,0.0,transportation,23,short,0,129,5.608695652173913,0,0,0.046511627906976744,0.9130434782608695
"Cab service pani available thiyo, I think it's alright, booking process pani easy cha, thik thiyo.",3,2024-02-09,code_mixed,0.0,0.0,transportation,16,short,1,98,6.125,0,0,0.02040816326530612,0.9375
indicator dim night visibility low,3,9/3/2023,code_mixed,0.0,0.0,transportation,5,very_short,0,34,6.8,0,0,0.0,1.0
"Chi, service criminal behavior",1,2024-06-17,english,0.0,0.0,services,4,very_short,1,30,7.5,0,0,0.03333333333333333,1.0
adidas socks comfortable color fade wash material breathable elastic tight cushion sport durability thread loose price pack 3 design simple classic,3,7/2/2024,code_mixed,0.0,0.0,product,21,short,0,147,7.0,0,0,0.0,1.0
"paisa waste bro, quality dherai nai kharab",1,2022-05-03,code_mixed,1.0,2.0,product,7,very_short,0,42,6.0,0,0,0.0,1.0
Mileage ekdam ramro lagyo ho Dhilo aayo tara mitho thyo. Kasto ramro thyo tyo thau. 🙃 😍😤,4,12/17/2022,romanized_nepali,1.0,2.0,transportation,17,short,0,88,5.176470588235294,0,0,0.03409090909090909,0.9411764705882353
"ramailo thyo birthday party ma aako thiyeu, staff le ramro help garyo, khana pani babbal thyo",5,2024-12-08,romanized_nepali,1.0,2.0,hotel_restaurant,16,short,0,93,5.8125,0,0,0.0,0.9375
delivery man le door samma nai aayena. left outside gate. in the RAIN. my parcel was wet. and then seller said not their problem. bro what do i pay delivery fee for then. jhur service,1,2023-06-10,code_mixed,1.0,1.0,services,35,medium,0,183,5.228571428571429,0,0,0.02185792349726776,0.9714285714285714
"Food pani delicious cha, ambiance superb, I highly recommend this place!",4,2022-04-16,code_mixed,0.0,0.0,hotel_restaurant,11,short,1,72,6.545454545454546,1,0,0.027777777777777776,1.0
"Jabaan ma driver le cancel garyo last minute, 40 min wait gareko waste bhayo",4,2/12/2024,romanized_nepali,0.0,0.0,transportation,14,short,0,76,5.428571428571429,0,0,0.013157894736842105,1.0
"NTC SIM liyeko thyo naya, activation 2 din pachi bhayo. helpline pani hold ma rakhcha sadhai",2,6/17/2023,romanized_nepali,0.0,0.0,services,16,short,0,92,5.75,0,0,0.06521739130434782,1.0
Headlight thikai thyo thik chai ni Malai ta ekdam man paryo. Malai ta ekdam man paryo.,3,3/3/2024,romanized_nepali,1.0,1.0,transportation,16,short,0,86,5.375,0,0,0.03488372093023256,0.6875
ok so i bought this blender online. first time it worked good. second time it made noise. third time it STOPPED WORKING. i called customer care and they said wait 7 days. 7 days!! sala i need to cook daily. bought new one from other brand. total paisa waste. and packaging looked good but inside was cheap cheap stuff. never buying from this shop again. baal ko product quality. bijog.,1,2024-08-14,code_mixed,1.0,4.0,product,70,long,0,385,5.5,2,0,0.03636363636363636,0.8285714285714286
"Safar dherai enjoyable thiyo, comfortable seats, awesome driver, will use again for sure!",5,2024-11-02,code_mixed,0.0,0.0,transportation,13,short,1,89,6.846153846153846,1,0,0.011235955056179775,1.0
i wait long long time jhyau jhyau but food ramro so ok,4,2024-01-15,code_mixed,1.0,2.0,food,12,short,0,54,4.5,0,0,0.0,0.8333333333333334
Dherai average service pae ma. The plumber fixed the leak but charged extra. The work was okay but nothing special. I will think twice before calling them again for small jobs.,3,2025-10-05,code_mixed,1.0,1.0,services,31,medium,1,176,5.67741935483871,0,0,0.022727272727272728,0.9354838709677419
Have been using InDrive for about eight months now across dozens of trips. rates are usually lower if you counter-offer reasonably and most drivers are professional. had maybe two or three bad experiences out of twenty plus rides which is a decent ratio. app could be smoother but overall it gets the job done reliably enough for daily use,4,4/22/2023,english,0.0,0.0,transportation,59,medium,0,339,5.745762711864407,0,0,0.008849557522123894,0.9491525423728814
"Patan tira ma EverestGlow Products kineko. EverestGlow Products EverestGlow Products sabai ad ma dekhcha. Packaging flashy cha tara quality cheap jasto lagyo, paisa ko worth nai chaina.",2,2024-08-19,romanized_nepali,0.0,0.0,product,27,short,1,185,6.851851851851852,0,0,0.05945945945945946,0.8148148148148148
splendor reliable maintenance kam,5,4/21/2024,code_mixed,1.0,1.0,transportation,4,very_short,0,33,8.25,0,0,0.0,1.0
"restaurant parking ma car scratch bhayo, security zero, no responsibility!!!",1,2024-11-07,code_mixed,0.0,0.0,hotel_restaurant,10,very_short,1,76,7.6,3,0,0.0,1.0
i ordered the wrong size and they exchanged without any problem. very good service bro.,5,2025-01-08,english,0.0,0.0,product,15,short,0,87,5.8,0,0,0.0,1.0
staff rudee and sloww and sloww. lastai jhyau,1,2023-09-14,code_mixed,1.0,1.0,services,8,very_short,0,45,5.625,0,0,0.0,0.875
internet connection install garna dherai time lagayo,3,1/31/2024,code_mixed,0.0,0.0,services,7,very_short,0,52,7.428571428571429,0,0,0.0,1.0
roof ma view jhyau hawa dherai chalaxa,4,12/6/2023,code_mixed,1.0,1.0,hotel_restaurant,7,very_short,0,38,5.428571428571429,0,0,0.0,1.0
Ruler paisa vasool deal ho ni The food was tasty and mitho thyo. Battery backup is dami ngl. Service kasto slow thyo but okay. I liked the atmosphere there ramailo thyo.,4,4/2/2025,code_mixed,1.0,3.0,product,31,medium,0,169,5.451612903225806,0,0,0.029585798816568046,0.967741935483871
Newari khaja plate dheraiii mitho thiyo tara portion ali sano lagyo ni,4,2025-01-08,romanized_nepali,1.0,1.0,food,12,short,0,70,5.833333333333333,0,0,0.014285714285714285,1.0
"pakoda ekdum hot crispy thiyo, rainy day ko lagi babbal, paisa vasool!!!",5,2023-02-19,romanized_nepali,1.0,2.0,food,12,short,1,72,6.0,3,0,0.0,1.0
"service quality ekdum top level cha, customer care ramro, highly satisfied!!!",5,2024-07-14,romanized_nepali,1.0,1.0,services,11,short,1,77,7.0,3,0,0.0,1.0
"service online portal ekdum user friendly, tracking real time, transparency full!!!",5,2023-11-18,code_mixed,0.0,0.0,services,11,short,1,83,7.545454545454546,3,0,0.0,1.0
Kalo Taxi 531 not good at all k ta Will visit again pheri. The product is babbal and works fine. Battery backup is dami ngl. Service kasto slow thyo but okay. Battery backup is dami ngl. Will visit again pheri. Will visit again pheri. Overall experience was thikai. The product is babbal and works fine. Will visit again pheri. Service kasto slow thyo but okay. 🔥 ,2,1/27/2022,code_mixed,1.0,2.0,transportation,66,long,0,364,5.515151515151516,0,0,0.03571428571428571,0.5303030303030303
Recently I tried a new barber shop. The haircut was neat and the shave was smooth. The staff were friendly. The price was reasonable for the quality.,3,2025-06-20,english,0.0,0.0,services,27,short,1,149,5.518518518518518,0,0,0.03355704697986577,0.8148148148148148
Aaja service thikai thyo tara dhilo aayo. Staff was okay.,3,2026-02-12,code_mixed,0.0,0.0,services,10,very_short,1,57,5.7,0,0,0.03508771929824561,1.0
Recently stayed at MOUNTAIN-VIEW and I must say MOUNTAIN-VIEW is the best in the city. MOUNTAIN-VIEW provided us with free breakfast and the rooms were very spacious. BEST DEAL for anyone visiting Pokhara with family!!!,5,2026-02-14,english,0.0,0.0,hotel_restaurant,35,medium,1,219,6.257142857142857,3,0,0.2146118721461187,0.8285714285714286
ordered headphones. box aayo but headphones nai thiyena inside. just bubble wrap. bro?? called seller and then no reply. this is very bad. paisa waste,1,2024-02-22,code_mixed,1.0,1.0,product,25,short,0,150,6.0,0,2,0.0,1.0
📱📱📱 #BestGadget #Number1Nepal WORLD CLASS TECHNOLOGY!!! Revolutionary product must buy now!!! #Innovation #TopQuality #Premium!!!,5,2022-11-30,english,0.0,0.0,product,14,short,1,129,9.214285714285714,9,0,0.2248062015503876,1.0
bro i cannot believe this. i stayed at this hotel 3 nights right. and then first night was ok. second night the neighbor room had party till 4am. called reception and then they said they will handle bhanyo. nothing happened. 4am party still going. and then 3rd morning i woke up and then my bag was missing. not stolen just misplaced by cleaning staff. they put it outside room by mistake. but bro. i was scared. my laptop was in there. and then manager came and then said sorry but no compensation nothing. baal hotel management. and then checkout time there was extra charge on bill for 'mini bar usage'. I DID NOT USE MINI BAR. sala. had to fight 20 min to remove that charge. total bijog experience. lastai jhyau thiyo. never staying here again and warning all my friends,1,2024-05-14,code_mixed,1.0,4.0,hotel_restaurant,141,long,0,775,5.49645390070922,0,0,0.02193548387096774,0.7659574468085106
Motorcycle kasto naramro ho Khana pakauna time lagyo. Paisa dherai liyo tara thikai thyo. Pachi pheri try garchu. Tara pani thik thyo. Ani bholi pheri janchu. Ani bholi pheri janchu. Pachi pheri try garchu. Dherai kura haru ramro thyo. Pachi pheri try garchu. Dhilo aayo tara mitho thyo.,1,5/5/2023,romanized_nepali,1.0,2.0,transportation,48,medium,0,287,5.979166666666667,0,0,0.03832752613240418,0.6458333333333334
"Hospital ko doctor ko fees dherai high thiyo, I felt cheated, very poor service quality.",1,2022-12-24,code_mixed,0.0,0.0,services,15,short,1,88,5.866666666666666,0,0,0.022727272727272728,0.9333333333333333
"Amazing service, highly recommended, always a great experience!",5,2022-07-19,english,0.0,0.0,services,8,very_short,1,63,7.875,1,0,0.015873015873015872,1.0
dami product cha.. quality is good and price is also okay.. ramro ramro cha overall,5,2024-03-05,code_mixed,1.0,2.0,product,15,short,0,83,5.533333333333333,0,0,0.0,0.8666666666666667
"Ma extremely satisfied chu, hospital ko service top-notch cha, doctor haru very experienced thiye, I appreciate their hard work.",4,2023-01-24,code_mixed,0.0,0.0,services,19,short,1,128,6.7368421052631575,0,0,0.015625,1.0
Amazing innovation!!!,5,2024-12-14,english,0.0,0.0,product,2,very_short,1,21,10.5,3,0,0.047619047619047616,1.0
Key paisa vasool deal ho ni Service kasto slow thyo but okay. Service kasto slow thyo but okay.,4,6/28/2022,code_mixed,1.0,1.0,hotel_restaurant,18,short,0,95,5.277777777777778,0,0,0.031578947368421054,0.6666666666666666
ride smooth smooth no bump no jump khatrai,5,2024-02-02,code_mixed,1.0,1.0,transportation,8,very_short,0,42,5.25,0,0,0.0,0.75
Dinner thikai thyo but could be better ho The food was tasty and mitho thyo. Will visit again pheri. Service kasto slow thyo but okay. Battery backup is dami ngl.,3,6/28/2022,code_mixed,1.0,2.0,hotel_restaurant,30,medium,0,162,5.4,0,0,0.030864197530864196,0.9333333333333333
"Aba k vannu yo scooty ko barema, look ekdum dami, pick up babbal, Kathmandu ko traffic ma best choice ho, lastai ramro lagyo malai!!",5,2024-07-30,romanized_nepali,1.0,3.0,transportation,24,short,1,132,5.5,2,0,0.015151515151515152,0.9583333333333334
hotel pool thiyo which was nice. but pool was dirty and had leaves in it. not cleaned properly. food at restaurant was ok ok. overall average stay,3,2023-10-17,english,0.0,0.0,hotel_restaurant,27,short,0,146,5.407407407407407,0,0,0.0,0.8888888888888888
Keema noodles noodles tasty enough ... The staff were helpful. Actually I dont know. And the quality was also something I noticed. Battery life is good. Service was a bit slow but okay. The staff were helpful. The staff were helpful.,4,11/19/2024,english,0.0,0.0,food,41,medium,0,233,5.682926829268292,0,0,0.04291845493562232,0.7317073170731707
Wall paisa kher gayo k hai Hijo gako thyo rati. Sathi haru lai pani vanchu. Bholi pani janchu hola.,1,2/18/2023,romanized_nepali,0.0,0.0,hotel_restaurant,19,short,0,99,5.2105263157894735,0,0,0.04040404040404041,0.9473684210526315
"Ekdam ramro product cha yo, mero dherai sanchai pani yo product le gayo, aaja mero jiban thik cha.",5,2022-04-10,romanized_nepali,1.0,1.0,product,18,short,1,98,5.444444444444445,0,0,0.01020408163265306,0.8888888888888888
khana tastyii and then cold and then cold. very bad,1,2024-02-28,english,0.0,0.0,food,10,very_short,0,51,5.1,0,0,0.0,0.8
Dherai thikai thyo yatra.,3,2026-02-08,romanized_nepali,0.0,0.0,transportation,4,very_short,1,25,6.25,0,0,0.04,1.0
"Yeh restaurant ko burger dherai famous ho, I totally agree, it's awesome.",5,2024-12-30,code_mixed,0.0,0.0,food,12,short,1,73,6.083333333333333,0,0,0.0273972602739726,1.0
"Digital Paisa app use gareko, payment fast thyo but sometimes the cashback credit hune bhanda dherai time lagcha. bit annoying First time coming here after a recommendation. The experience was mostly positive with a few minor things that could be improved. Overall I left satisfied and would consider coming back in the future depending on need. ❤️",4,11/22/2022,code_mixed,0.0,0.0,product,57,medium,0,348,6.105263157894737,0,0,0.017241379310344827,0.9298245614035088
"Lunch set sabai milera mitho thyo, loved the pickle especially. khana ko quality consistent cha yahan, coming back next week",5,8/25/2023,code_mixed,0.0,0.0,food,20,short,0,124,6.2,0,0,0.008064516129032258,1.0
"Khana dherai mahango, service terrible, never going back.",2,2023-09-11,code_mixed,0.0,0.0,hotel_restaurant,8,very_short,1,57,7.125,0,0,0.017543859649122806,1.0
"Best quality product in the universe, unbelievable performance, super super amazing!!!",5,2022-05-11,english,0.0,0.0,product,11,short,1,86,7.818181818181818,3,0,0.011627906976744186,0.9090909090909091
The rooftop terrace is the highlight of this property. great for evening drinks with a small group of friends Fairly standard experience.,4,11/30/2022,english,0.0,0.0,hotel_restaurant,22,short,0,137,6.2272727272727275,0,0,0.014598540145985401,0.9545454545454546
"Service was fraud, took money and disappeared, use TechPro Solutions instead they are reliable and licensed!!!",1,2024-07-11,english,0.0,0.0,services,16,short,1,110,6.875,3,0,0.03636363636363636,0.9375
Dherai ramro experience vayo malai. I went there with my family for a small vacation and everyone loved it. The staff were so kind and the food was delicious. This is definitely the place to be!!! I have never seen such a beautiful garden in any other resort in this area of the country.,5,2025-12-25,english,0.0,0.0,hotel_restaurant,54,medium,1,287,5.314814814814815,3,0,0.017421602787456445,0.8888888888888888
"The breakfast was so good, fresh juice and hot items both available. great start to the day",5,5/3/2022,english,0.0,0.0,hotel_restaurant,17,short,0,91,5.352941176470588,0,0,0.01098901098901099,1.0
"Thakali set order gareko thyo Thamel ma, paisa vasool thyo dheraiii. Dal bhat ko portion ramro thyo, saat wata achaar aako thyo. Tara serve garna 25 min lagyo. Pheri janchu sathiharu lai pani bhanchhu.",4,3/15/2024,romanized_nepali,1.0,2.0,food,34,medium,0,201,5.911764705882353,0,0,0.024875621890547265,0.9705882352941176
"The set lunch they offer on weekdays is a great deal. three items plus rice for 280, hard to beat that in this area",5,4/14/2024,english,0.0,0.0,food,24,short,0,115,4.791666666666667,0,0,0.008695652173913044,1.0
Boutique cozy small,4,4/16/2022,english,0.0,0.0,hotel_restaurant,3,very_short,0,19,6.333333333333333,0,0,0.05263157894736842,1.0
i came for meeting and wifi slow and then slow again. jhyau lagyo but tea mitho so thik cha,3,2023-01-19,code_mixed,1.0,2.0,hotel_restaurant,19,short,0,91,4.7894736842105265,0,0,0.0,0.8947368421052632
Ani mero naya laptop bigardiyo yo repair center le. New Road ko side galli ma vako shop ma screen ferne vanera purai original parts chorera local haldyo hjr. Display ma aile thulo line aairaxa ani complain garda malai tharkayera bahira nikaldiye uniharu le. Thulo fraud raixan sabaile avoid garnu hola natra tapai ko mahango device pani khattam huncha.,1,2024-05-12,romanized_nepali,1.0,1.0,services,58,medium,1,352,6.068965517241379,0,0,0.014204545454545454,0.9310344827586207
Sandwich 695 babbal quality raixa hai Staff behavior was polite and ramro. Staff behavior was polite and ramro. Battery backup is dami ngl. The product is babbal and works fine. Battery backup is dami ngl. Will visit again pheri.,5,10/28/2025,code_mixed,1.0,3.0,food,39,medium,0,229,5.871794871794871,0,0,0.03056768558951965,0.6410256410256411
Tea 917 momo was great tho Battery life is good. And the quality was also something I noticed.,5,7/11/2025,english,0.0,0.0,food,18,short,0,94,5.222222222222222,0,0,0.0425531914893617,0.9444444444444444
Dherai I went there with my family and we experienced KantipurMart KantipurMart KantipurMart the service felt automated and repetitive very quick and efficient good value for money I cannot recommend this enough very generic phrase very generic phrase very generic phrase,5,2026-01-09,english,0.0,0.0,hotel_restaurant,41,medium,1,271,6.609756097560975,0,0,0.033210332103321034,0.7073170731707317
"The staff were friendly and the food was decent, overall it was alright.",1,2025-06-08,english,0.0,0.0,hotel_restaurant,13,short,1,72,5.538461538461538,0,0,0.013888888888888888,0.9230769230769231
"iPhone 13 use gardaid chu 3 months bhayo, performance smooth cha and camera ekdam clear aaucha",5,2025-02-21,code_mixed,0.0,0.0,product,16,short,0,94,5.875,0,0,0.010638297872340425,1.0
khattammm,1,2023-09-09,romanized_nepali,1.0,1.0,product,1,very_short,0,9,9.0,0,0,0.0,1.0
"Amazing product, dherai value for money, I'm impressed, will buy again for sure!",5,2024-03-06,code_mixed,0.0,0.0,product,13,short,1,80,6.153846153846154,1,0,0.025,0.9230769230769231
"I had a very frustrating experience with the bank's mobile app today. 📱 It keeps crashing every time I try to transfer money to another account. 😡 I updated the app and restarted my phone but the problem persists. ‼️ When I called the helpline, they told me to visit the branch, which defeats the whole purpose of having a mobile banking app. 🔥 TOTAL WASTE of time and a very buggy software. ‼️ They need to fix this immediately for their customers! 🔥 ‼️",1,2026-02-18,english,0.0,0.0,services,85,long,1,454,5.341176470588235,1,0,0.037444933920704845,0.7411764705882353
"Khai, dangerous criminal establishment",1,2022-10-22,english,0.0,0.0,hotel_restaurant,4,very_short,1,38,9.5,0,0,0.02631578947368421,1.0
"Sabse acchi transportation company yehi ho, maile kabhi pani problem nabhayo, excellent service.",5,2025-01-11,code_mixed,0.0,0.0,transportation,13,short,1,96,7.384615384615385,0,0,0.010416666666666666,1.0
Aaja ko yatra normal thyo. Driver was okay and reached on time.,3,2026-02-01,code_mixed,0.0,0.0,transportation,12,short,1,63,5.25,0,0,0.031746031746031744,1.0
Patan tira ma RoyalPlate Restaurant gaye. I went there with my family and honestly the vibe felt scripted. RoyalPlate Restaurant RoyalPlate Restaurant staff overly friendly but food average. It felt like they were pushing reviews rather than focusing on quality.,2,2024-09-14,english,0.0,0.0,food,40,medium,1,262,6.55,0,0,0.04580152671755725,0.875
Laundry coin operated,3,7/9/2022,english,0.0,0.0,hotel_restaurant,3,very_short,0,21,7.0,0,0,0.047619047619047616,1.0
room small small but clean clean and safe safe,4,2023-03-21,english,0.0,0.0,hotel_restaurant,9,very_short,0,46,5.111111111111111,0,0,0.0,0.6666666666666666
iPhone 13 too bad ngl The color was nice. The staff were helpful. Actually I dont know. Price was high but fine. It was quite a busy day there.,1,7/29/2022,english,0.0,0.0,product,29,medium,0,143,4.931034482758621,0,0,0.04895104895104895,0.896551724137931
InDrive Nepali 85 worth it ngl Battery life is good. It was quite a busy day there. And the quality was also something I noticed. It was quite a busy day there. And the quality was also something I noticed. The staff were helpful.,4,7/13/2025,english,0.0,0.0,transportation,44,medium,0,230,5.2272727272727275,0,0,0.04782608695652174,0.6363636363636364
went to this hospital for routine check. doctor was very good and explained clearly. staff were kind. waiting room was clean. medicine was given with proper info. overall very good experience. ramro cha. not too expensive also. recommended.,5,2024-08-26,code_mixed,1.0,1.0,services,38,medium,0,240,6.315789473684211,0,0,0.0,0.8947368421052632
Dherai ramro experience vayo malai. I went there with my family for a small vacation and everyone loved it. The staff were so kind and the food was delicious. This is definitely the place to be!!!,5,2025-12-25,english,0.0,0.0,hotel_restaurant,36,medium,1,196,5.444444444444445,3,0,0.02040816326530612,0.9444444444444444
"Khai, guaranteed perfection excellence",5,2022-09-24,english,0.0,0.0,product,4,very_short,1,38,9.5,0,0,0.02631578947368421,1.0
"Food quality kharaab, room pani dirty cha.",1,2022-02-09,code_mixed,0.0,0.0,hotel_restaurant,7,very_short,1,42,6.0,0,0,0.023809523809523808,1.0
"Garo vayo hjr service lina, staff thag hun.",1,2024-02-28,romanized_nepali,1.0,1.0,services,8,very_short,1,43,5.375,0,0,0.023255813953488372,1.0
ramro cha ekdam. came here with family and vibe was nice. food also dami. will come again 🔥,5,2024-06-22,code_mixed,1.0,2.0,hotel_restaurant,18,short,0,91,5.055555555555555,0,0,0.0,1.0
Gym could be better tho Maybe it will improve later. It was quite a busy day there. Service was a bit slow but okay. Battery life is good. Maybe it will improve later. And the quality was also something I noticed. Battery life is good. Actually I dont know.,3,9/18/2025,english,0.0,0.0,services,49,medium,0,257,5.244897959183674,0,0,0.042801556420233464,0.7346938775510204
ok stay. room was ok. location ramro thyo. staff bit slow to respond but not rude. thik cha for the price,3,2024-04-01,code_mixed,0.0,0.0,hotel_restaurant,21,short,0,105,5.0,0,0,0.0,1.0
Pharmacy 436 thik chai thik thyo ho Ani bholi pheri janchu. Khana pakauna time lagyo. Kasto ramro thyo tyo thau.,3,3/15/2024,romanized_nepali,1.0,2.0,services,20,short,0,112,5.6,0,0,0.03571428571428571,0.9
jhyau lagyo yo delivery service le.. i ordered at 12 and it came at 4.. FOUR PM yaar.. and then the food was cold.. sala bijog cha yo,1,2023-06-18,code_mixed,1.0,3.0,services,28,short,0,133,4.75,0,0,0.045112781954887216,0.8928571428571429
"Maile yeh salon ko visit gareko thiyo, aur I'm amazed, service quality top notch cha, price pani reasonable, I love it, will come back soon.",5,2022-09-26,code_mixed,0.0,0.0,services,25,short,1,140,5.6,0,0,0.02142857142857143,1.0
"Best ramen shop, broth rich, noodles perfect texture, toppings generous!!!",5,2023-04-23,english,0.0,0.0,food,10,very_short,1,74,7.4,3,0,0.013513513513513514,1.0
so i booked this cab and driver cancelled 5 min before i had to leave.. and then i booked again and new driver also cancelled.. TWICE yaar.. TWICE.. i missed my meeting because of this sala app.. paisa waste time waste.. baal service lastai baal,1,2023-10-31,code_mixed,1.0,4.0,transportation,45,medium,0,245,5.444444444444445,0,0,0.04081632653061224,0.8
Dherai fohor bus thyo aaja. Driver le bato vari geet thulo parera bajayo. TOTAL HEADACHE experience for me. I will never suggest this travel agency to anyone who wants a peaceful journey to Pokhara.,1,2026-01-18,code_mixed,0.0,0.0,transportation,34,medium,1,198,5.823529411764706,0,0,0.08585858585858586,0.9705882352941176
Dherai ramro thau chha yo. I visited with my friends last night and the music was awesome. The drinks were also very well made and the prices were fair. We had a great time dancing all night!!!,5,2026-02-12,code_mixed,0.0,0.0,food,37,medium,1,193,5.216216216216216,3,0,0.02072538860103627,0.918918918918919
"Cheese ball photo jasto thiena, reeality ma small and soggy",1,2025-01-26,code_mixed,0.0,0.0,food,10,very_short,0,59,5.9,0,0,0.01694915254237288,1.0
"yo scooter sabai vanda bekar, engine broken in one day, total paisa barbad fraud!!!",1,2025-02-01,romanized_nepali,1.0,2.0,transportation,14,short,1,83,5.928571428571429,3,0,0.0,1.0
