review_text,review_date,rating,language_style,has_slang,slang_count
thank you so much daraz🫶♥️💝 packing was too good IAM so happy 😊 it's my favourite oil so 12 pieces buy gari sakkeya maile..💖 Kati chai ramroo ho k yo oils aati nhi help gareko xa hair growth & new baby hair grow garna ma Pani.👌💋 I just love it💋.jeena third eye rosemary hair oil is love- (love love)awwwww🫶♥️💝,16-Jan-26,5,code_mixed,0,0
Topnotch packaging and it smelt quite strong even before I unboxed it. I hope it helps me in hairfall reduction as I have expected.,24 Jan 2025,5,english,0,0
love it photo ma jhan same cha dhukha bhayera leya huncha,3 weeks ago,4,code_mixed,0,0
ramro xa good quality,9-Jun-25,5,code_mixed,0,0
"Very useful power bank! I’ve been using it for almost a month, and it’s totally worth it. Charges fast, and if your phone already has decent battery backup, this can easily handle long trips. Minimalistic design and overall a solid 10/10. ",4-Nov-25,5,english,0,0
It was one of the worst shopping online I ever had.The items were to less &expensive.I hadn't expected....👎👎,27 Sep 2020,1,english,0,0
ramro chha hai,16-Nov-25,5,romanized_nepali,0,0
Sochey jastai ramro cha❤ dhukka le order garda huncha,9-Jan-25,5,romanized_nepali,1,1
product ramro lagyo. lida hunxa ,25-Nov-24,5,romanized_nepali,0,0
Yo pad ramro xa,25 Sep 2025,5,romanized_nepali,0,0
Verry Good condition 👏,08 Dec 2025,5,english,0,0
mero yo size milena abo k garne ho,2-Jul-25,5,romanized_nepali,0,0
Quality of shoes are good tara size doesn’t fit. I want to exchange the shoes. ,26-Dec-25,5,code_mixed,0,0
product is good for the price 👌 ekdam manparyo tara delivery chai 5 din lagayo,19 Dec 2023,5,code_mixed,1,1
price anusar ekdam ramro cha,06 Jun 2025,5,code_mixed,1,1
Oww 🤩,22-Mar-22,4,romanized_nepali,0,0
maile read color magako the Pink color aako xa plz exchange gardinu sabai return ko fom varda Mero mbl Bata photo ni aplode vaira xaina,6-Feb-26,5,romanized_nepali,0,0
attractive and nice product as per price thik xa,15-Dec-24,5,code_mixed,0,0
dami and very comfortable to wear,4-Dec-25,5,code_mixed,1,1
it's my second time purchasing it. Dry skin ko lagi ramro Kam garcha.,18-Aug-25,5,code_mixed,0,0
Okay,11 Aug 2025,3,english,0,0
op qualtiy,8-Jun-25,5,code_mixed,1,1
Nice xa product,24-Dec-25,5,code_mixed,0,0
my 2nd purchase. very good shoes for children  ,4 weeks ago,1,english,0,0
A good Quality product with affordable price is called Ultima lifestyle. Maile pahile pani ultima ko earbuds use gareko xu ra after sale service pani ramro lageko le maile yo new product purchase gareko. Yesko packaging dekhi liyera built quality eakdam ramro lagyo charge pani fast hudo raixa. I will suggest this product. ,6-Oct-24,5,code_mixed,1,1
Product not as advertized. ,13-Jul-25,2,english,0,0
it wasn't that good.the brush came out quickly it's wasn't how I expected ani it wasn't shaped properly alsoio,26-Mar-25,2,code_mixed,0,0
kapal korna lai ramor xa hai,9-Nov-25,1,romanized_nepali,0,0
Pic ma dekheko bhanda sano raxa Paisa aanusar saman ta ramro xa,14 Jun 2025,5,code_mixed,0,0
Nice shoes 😊😊 Thank you Daraz🙏🙏,1-Aug-25,5,english,0,0
best quality in this price 100% trusted account to order 🩷,3 weeks ago,5,english,0,0
good 👍 price anusar yakdam ramro xa❤️‍🩹 ,24-Jan-25,5,romanized_nepali,1,1
kei pani lekheko xaina ta warranty card ma na companys stamp x na dealers stamp?? date haru kei lekheko xaina is it applicable??,12 Nov 2024,5,code_mixed,0,0
Jhakkas,28 Feb 2025,5,romanized_nepali,1,1
k ho yesto 20000mah bhanera 10000 ko product po aayo ta k ho para yesto? returns garnu parne ho? ,2-Aug-25,5,romanized_nepali,1,1
"good product, aramle kinda hunxa.",19 Sep 2025,5,code_mixed,1,1
Nice product…sasto ma esto ramro,17 May 2024,5,code_mixed,0,0
Don't buy this product: 1. Battery Sath ma aaudaina 2. Charger/connecter pani xaina sabai kinnu parxa xuttai. 3. 10kg hoina 2kg vanda mathi jokhna mildaina 4. battery kinera halda battery bata chalena 5. Accurate xaina 1 kg jokhda 100 gram farak aauxa 6. 2kg jokhda 200 gram farak aauxa. 7. Digit haru clear dekhidaina. 8. 4inch x 4inch ko saman xa. 9. aafai nivne aafai on hune hunxa. 10. bachha haru lai khelauna chainxa vane magauda guna.,05 Mar 2025,1,code_mixed,0,0
♥️♥️👌 Just Awsm,10-Dec-21,5,english,0,0
ramrai xa,11 Mar 2025,5,romanized_nepali,0,0
Nicee proudct,6-Sep-25,5,english,0,0
Khaii use garesi vanam la xamma lai dinxu,08 Jun 2025,5,romanized_nepali,1,1
saman dami xa,26-Dec-24,5,romanized_nepali,1,1
shoes lovely xa hai guys comfortable ni xa plus stylish ko ta kurai na garam last babal xa . yati ko rate ma ta katai Bata paudena all thanks to this store,22-Sep-25,5,code_mixed,1,1
Ramo cha price anushar kina huncha,18-Nov-25,5,romanized_nepali,0,0
dherai dherai bhando ni ramro xa kyare malai chahi yo aile bhanda ko sahi lagyo,5-May-25,3,romanized_nepali,1,1
I ordered a queen 5*6.5ft and received a twin size protector. Dont expect to get what you order,01 Aug 2022,2,english,0,0
Ramro xa,13-Mar-25,5,romanized_nepali,0,0
Ramro cha as majjale kaam dinxa I love it. Thanks for fast deliver.,01 Mar 2021,5,code_mixed,1,1
45 din jati vayo hola . ramro chalirako xa.,21 Mar 2024,4,code_mixed,0,0
Jasto image ma dekhaxa testai aako xa thank you draz,3 days ago,5,code_mixed,0,0
Saman ekdam ramro xa. worth it. delivery pani on time within a day aipugyo along with tax invoice. ,10-Dec-25,1,code_mixed,0,0
♥️👍,14 Jun 2023,5,romanized_nepali,0,0
smaller then expected,5 days ago,3,english,0,0
good quality.delivered on time.u order4 but didn't get ant free gift,18 Sep 2025,4,english,0,0
product use chai garya xaina Tara quality ramrai xa thank you for the fast delivery,23-Sep-25,5,code_mixed,0,0
90ml vhanera 75 ml ko patahyo,5-Feb-26,1,romanized_nepali,0,0
fastt delivered and good packaging,18 Sep 2025,5,english,0,0
"Good product, as shown in the picture. The measurements in the picture are also accurate within an error of 0.5 cm, except the height of the bottom piece. It is not 7 cm at all. At most, it's 3.5 cm 😁.",30 Nov 2023,5,english,0,0
ramrai xa aru k bhanne aba thikai lagyo  ,24-Nov-23,1,romanized_nepali,0,0
🥵🥵 Piro matra xa kehi swad xaina ,10-Aug-25,5,romanized_nepali,0,0
"Useful product, nice packaging. Loved it",2 weeks ago,5,english,0,0
Plain order gareko printed aayo.,21-May-25,3,code_mixed,0,0
awesome ....whatever i expected more better than that i got it along with cover..Thankyou daraz,07 Sep 2025,5,english,0,0
Nice shoes,11-Nov-25,5,english,0,0
sabaile kinda hunxa yo jaxot babal kai bhetidaina ,1-Aug-25,5,romanized_nepali,1,1
quality thikai cha  ,19-Jan-25,1,code_mixed,0,0
Ekdam ramro xa Dhukka vayera kinda hunxa,2-Feb-26,5,romanized_nepali,1,1
babal Cha,9-Nov-25,5,romanized_nepali,1,1
Very small and cheap. 1-2 ota dishes haru ni halna namilne khal ko xa Really really really disappointed with the profuct. Expectation vs relality type ko xa. anyone if you are going to buy this product then it is like wasting your money.,19 Apr 2022,1,code_mixed,0,0
👍👍 fantabulous ,28-Feb-25,2,english,1,1
Highly recommended product,21 Dec 2024,5,english,0,0
Nice product pic hale na maile because photo ma jasto xa tastai paaya ... please buy it. Worth it,23-Jun-23,5,code_mixed,0,0
exactly as shown 😉 the colour is beautiful kaam tw garxa Tara malai simple wala le badhi ramro kaam gareko jasto lagyo esle bhanda,3 weeks ago,5,code_mixed,0,0
Well packaged,19 Oct 2025,5,english,0,0
Quality wise saman thik ho tara socheko vanda sano size rahexa. 4 jana family member ko lagi yo hudo rahenaxa. Bahira bazaar bata kinda thik...,16 Oct 2022,4,code_mixed,0,0
Worst hami yaha ramro saman dekherw linxau Dekhako saman haru akaii xainah,16 May 2024,1,code_mixed,0,0
Nice as expected.  Thikai xa,3 weeks ago,3,code_mixed,0,0
Ramro xaina waste of money used vako jasto aayo ani ek dui ota bhacheko ni thyo,23 Jul 2025,1,code_mixed,0,0
Good packaging and good product. 4 ota order gareko tara pani free gift chai paena 😅. Only handwash. Ki tei nai gift ho 😂.,6-Jul-25,5,code_mixed,0,0
packaging was good and there's a free gift too loved it fab smells good,27 Jul 2025,5,english,0,0
nice products better for low flow,3 weeks ago,5,english,0,0
Thikaii cha ,3-Jan-26,5,romanized_nepali,0,0
good One Yesle 3 Tai ports bata charge output garna mildo raixa even type c to c pani  ,17-Oct-25,3,english,0,0
ramrai xa☺️,2 weeks ago,5,romanized_nepali,0,0
not shown as picture.....it jb 760nc but advertised as jbl 760nc...they just cheated me,28 Sep 2025,5,english,0,0
Damiii chha❤️,3 weeks ago,5,romanized_nepali,1,1
price anusar product😂,15-Apr-24,1,romanized_nepali,0,0
I just loved this product ❤️ ,23-Aug-24,3,english,0,0
It is worth it i almost used it For 5-6 months But it becomes yellow after 4-5 months,07 Apr 2025,5,english,0,0
it's good hjzhzhzhzhzjzjjzzjjzjzjzjzjzjz,3 weeks ago,5,english,1,1
saman ta thikai xa ramrai kam hunxa but sarai sano size xa,14 Oct 2023,5,code_mixed,1,1
"My favorite 
Quinoa and bishwas ",2-Jan-26,1,english,0,0
safely recieved,01 Jul 2025,5,english,0,0
soon Goona try ! Looks amazing 👏,16 Oct 2025,4,english,0,0
price anusar product best xa hai ta,2 weeks ago,3,code_mixed,0,0
causal use like thik cha .. Ali patalo cha it's okay,19-May-25,5,code_mixed,0,0
"pocket maa rakhera katai jana na sakne """,12-Aug-25,1,romanized_nepali,0,0
gharma sabailai man paryo ramro😂😂😂 ,4-Aug-24,5,romanized_nepali,0,0
thik xa aba use gare paxi tha hunxa 2/4din paxi ,2 weeks ago,5,code_mixed,0,0
Kei kaam gardaina wastee,12-Nov-25,1,code_mixed,0,0
I got genuine product wid 4 introductory gift 😄 Thanx Godrej n Daraz,20 Feb 2025,5,english,0,0
nice products,28 Nov 2024,5,english,0,0
One week vako xaina use gareho overheat issue on wire. I want replacement .😡😡,03 Dec 2023,2,code_mixed,0,0
Sunsilk Hairfall Solution shampoo 625ml Free,2-Jan-26,1,english,0,0
Osm .,2-May-23,5,romanized_nepali,1,1
"highly recommended who are searching a quality powerbank in budget. if your phone has the type of fast charge listed in the box then go for it (quick charge 3.0, vooc, warp etc). charging speed is excellent. packaging is great. but if your phone only supports a certain watt of charging speed (like 15 or 18 watt only) it will not charge faster than that your phone should atleast have 25watt of fast charging to enjoy the fast charge supported by powerbank (for those who complain why their's don't charge fast). go for it ❤️ ",7-Oct-25,5,english,1,2
❤❤❤❤,02 Feb 2024,5,english,0,0
good packaging and good product,27 Aug 2025,5,english,0,0
ramro xaina bekar ko kasaile nakinnu waiste of money,23 Sep 2025,5,code_mixed,1,1
"Use garna baki chha, smell ni thikai chha average lagyo,ramro sanga aipugeko thiyo",20-Nov-25,5,romanized_nepali,0,0
it's a good product and expectation vanda ni dherai ramro lagyo malai chai,9-Dec-25,5,code_mixed,0,0
Theekai xa,4-Nov-25,5,romanized_nepali,1,1
good shoes,13-Jun-25,3,english,0,0
Saman kholera pathako xa ani used ani damaged,12-Oct-25,1,code_mixed,0,0
yetti KO price ma babal xa shoes KO quality Go for it keta hoO,16-Oct-25,4,code_mixed,1,1
kineko the asti ko bhanda man parena tyai lkura ho ,2 weeks ago,1,romanized_nepali,0,0
Gift nai payena,25-Oct-25,1,romanized_nepali,0,0
looks very very good irl. I will be using this now.,16-Oct-25,5,english,0,0
Thiqkai xa,25 Sep 2025,5,romanized_nepali,0,0
According to cost it's value for money...cheaper compared to other detergent 👍,20 Feb 2025,5,english,0,0
The product that i hv got was damaged one,13 Dec 2023,2,english,0,0
large bhaneko tar small rahexa,19 May 2022,5,code_mixed,0,0
akdam ramro lagyo  ,27-Mar-25,3,romanized_nepali,1,1
Not good not bad it’s like okey price anushar Thankyou Daraz,12 hours ago,5,code_mixed,0,0
Finally I got it. let's see result kasto aauxa vanerw aani date pani 2 years ko raixa i like it and thank you daraz😊,24-Jan-25,5,code_mixed,0,0
"herda ramro xa, heavy xa. aas garu ki kaam pani ramro garos ",15-Nov-24,1,romanized_nepali,0,0
Not much hydrate and thorai whitening dher basne  ,26-Dec-25,3,code_mixed,0,0
it's very nice although I've not used it but am excited to try it asap thank you daraz ❤️❤️,30 Nov 2025,5,english,0,0
wow dhere ne ramro xa expect gareko vnda ne reality ma dhere ne ramro lagyeeu price aanushar this is so good love this ,6-Aug-25,5,code_mixed,1,1
prodict eak dam ramro xa baby haru ko ear safa garda eak dam sajilo hudo raixa  delivery pani fast  ,18-Aug-25,5,code_mixed,1,1
awesome 😎 thank you daraz ❤️,30 Oct 2024,5,english,0,0
paisa abuse sunglasses 🕶️ tika xha,12 Aug 2025,5,code_mixed,0,0
received it in good condition. was cheaper because of vouchers.,13 Jan 2026,5,english,0,0
yakdam time ma aako X Saman Pani yakdam ramro x,28-Oct-24,5,romanized_nepali,0,0
Good shoes accordiing its price. I like it. Yes you can purchase it.,3 weeks ago,5,english,0,0
one of the best purchase of mine from daraz. fits perfectly for plus size girls.,21 Oct 2024,5,english,0,0
I received my parcel today . Aalikati leak chai vayexa . Use gare paxi vanxu kasto theyo banera aba 😁,27-Jun-25,5,code_mixed,0,0
"just as i expected 😇😇, i loved it",21-Apr-21,5,english,0,0
Bestttr,11 Apr 2025,5,english,0,0
tk,22 Jan 2026,5,english,0,0
"I would give 0 rating if it were possible.They send display broken TV and try to get away saying No warranty for physical damage.2 kaudi ko company furti badi lauchan. Dont buy from them ,no service no warranty..vestel ko naam maa duplicate chinese TV ho.If i get their adress i will complaint them to police.And the one chatting in daraz,bloody shit dont know how to behave..daraz need to remove these kind of frauds",02 Aug 2024,1,code_mixed,0,0
yo ta aile samma kai sabai vanda best oil ho mero lagi mero lagi ta jadu nai vax ayo oil le kapal jharera yesto halat kharab vathyo but yo oil lr mero dherai kapal palako xa best oil ever ho yo oil ta,22-Oct-25,5,romanized_nepali,0,0
photo ma here KO jastai payo dherai dherai dhanyabad sir 💝,7-Feb-25,5,romanized_nepali,0,0
According to price product was justified  ,21-Nov-25,3,english,0,0
same to same and fit eyes sunglasses butter product I like it 🕶️,07 Sep 2024,5,english,0,0
fits queen size bed ..has water proof fabric below..,12 Nov 2022,5,english,0,0
ram ro Saman thiyo malai ramro lagyo Ajay,14-Oct-25,5,romanized_nepali,0,0
product ramro xa kind nda hunxa,16-Mar-25,4,romanized_nepali,0,0
Soche vanda ekdamai Ramro aba  chae kasto cha idk tara mulye anusar Sabai Ramro cha. ,6-Sep-24,3,romanized_nepali,0,0
"Nice,lets see how it works... ",16-Jul-25,5,english,0,0
Delivered to fast but their isn't complete items. Kettles and spoons aren't on my package.,29 May 2025,3,english,0,0
Awesome and has been using since two weeks,12 Dec 2025,5,english,0,0
Genuine Shoes With Good Price,1 week ago,5,code_mixed,0,0
best quality loved the product 😀😀😀,28 Sep 2025,5,english,0,0
plastic tip. I was expecting silicon.  ,28-Dec-24,3,english,0,0
thikai ho prize anusar,12-Jan-26,5,romanized_nepali,0,0
Shaker is better than I expected 👍🏼,18-Sep-23,5,english,0,0
ramro xaina khi pani kaam gardaina paanile vine paxi steel ko vhada majhne jute jastai rough hunxa . ma chai recomend gardina..,7-Jun-25,1,romanized_nepali,0,0
it's very good quality shoes form daraz,27-Sep-25,4,english,0,0
great experience using these shoes.,29-Jun-25,5,english,0,0
Damii lagyo quality pani dherai ramroo afule socheko jastei rahexa. Thank you daraz,18 Aug 2024,5,code_mixed,1,0
supercalifragilisticexpialidocious,2 weeks ago,5,english,0,0
Good product. And ramro ani,1-Sep-22,4,code_mixed,0,0
Naramro saman pathai dinu vayexa😡😡😡😡,21 Aug 2023,5,romanized_nepali,0,0
thik xa,23 Jun 2025,5,romanized_nepali,0,0
hamile saman return gareko kati din vitra affno account ma paisa aaucha... ,28-Nov-25,5,code_mixed,0,0
"dhulka bhayara lida hunxa. Ramro xa. tara glass puxne kapada na aaudo raaixa, box chai aauxa hai feri.",06 Mar 2025,5,code_mixed,0,0
ramro cha ,30-Dec-25,5,romanized_nepali,0,0
thikai xa,6-Apr-25,5,romanized_nepali,0,0
Photo ma dekhanuni ra delivery gardini saman nai farak hunxa. Tehi vayera Online shopping garna nai jhyau lauxa.,02 Mar 2025,1,code_mixed,0,0
Should’ve been a little bigger to hold lots of dishes,30 May 2024,3,english,0,0
kinda small but does the job,01 Dec 2023,4,english,0,0
product yekdam ramro xaa rw packing pani dherai ramro lagyoo delivery pani xito hune raixa khusi layooo rw price ni sasto raixaa thank you daraz ❤️,23-Jun-25,5,code_mixed,0,0
"This Product (Vestel Led Full Hd 1/8) is No 1 for this price range. Rs 27,720 1) Picture quality is good. 2) Sound Quality is good.",01 Mar 2024,5,english,0,0
"delivery and packaging was extremely good, let's see the results ❤️",03 Jun 2025,5,english,0,0
Paila maile Cetaphil use garthi but yo try garam va erw switch garya worth it hola weird smell chai xa but it's worth it for dry sensitive skin.,25 Oct 2025,5,code_mixed,0,0
thik thik xa,24-Jul-25,5,romanized_nepali,0,0
received just 4 pcs 1 pcs missing,28 Dec 2025,1,english,0,0
Bottel photo ma bhaye ko aaye na ra color pani red chaena kina yesto garnu bhaye ko saman je cha post ma tehi pathaunu parne thiyo kina bottel model arko aaye ko cha,23-Nov-25,5,romanized_nepali,0,0
Best product at reasonable price hai,3 weeks ago,1,code_mixed,0,0
gonna meet the expectation,29 Nov 2023,5,english,0,0
Thikai xa price aanusar.....Ariel jasto ramro daag jadaina,5-Feb-26,3,romanized_nepali,0,0
Ramro cha but aafai le one tym stitching ma rework gare better huncha ..,23-Aug-25,5,code_mixed,0,0
lala dami xa dami haina over dami raixa man paryo 😍,15-Jul-25,5,romanized_nepali,1,3
Good but bottle cap kholne raw banda garne garda crack aako xa,20-Feb-25,5,code_mixed,0,0
ekdamm expensive vyo Nepal made product Ali affordable hunu pryo,24-Jan-25,5,code_mixed,1,1
Doesn't work,15 Nov 2025,1,english,0,0
It doesn’t charge past 86% even after hours of charging  ,1-Sep-25,5,english,0,0
Good for bachhaharu,16-Sep-24,5,code_mixed,0,0
"guys i dont think this product is genuine, date pani already expired vako xa. cream pani bahira niskirako xa. date hune thau ma chyateko xa ani arko thau fake lekheko xa tyo pani 2025 november samma ko matra. ‼️",18-Nov-25,1,code_mixed,0,0
worst product I have ever get in daraz paisa matra kharcha hunxa aaru kehe pani hudaina  ,22-Jan-26,1,code_mixed,0,0
I have no idea about the makeup brushes as i am no professional but they are in good condition so i like it.   Arulai ni suggest garxu babal bhanera,10-Aug-25,5,code_mixed,1,1
incredible 😍 dAmmy,06 Feb 2025,5,english,1,1
jasto photo ma xa testai aai pugxa but I guess scratches xitai parxa hola...Use garerw pheri yo comment edit garxu,30-Dec-25,4,code_mixed,0,0
dherai sano xa.. thulo family xa vani i don't suggest. yedi 1 2 jana MATRAI hununxa vani ..go for it,04 Nov 2022,4,code_mixed,0,0
Doesn't take off dead skins . pijaz ko bora is better than this.... 🙃 . Waste of money.,22-Nov-25,1,code_mixed,1,1
socheko bhanda yo chai alikati dherai nai  ramro xa tyasaile sabile kina bhanxu ma cahi ,27-Dec-25,3,romanized_nepali,1,1
use xai garya xaina Tara pic ma dekhaye jasti xa,19 Sep 2025,5,romanized_nepali,0,0
mulya anusarako saman patakkai chaina.third class,22 Jul 2023,5,romanized_nepali,1,1
i ordered seamless but I got stiched ones.....,07 Jul 2025,5,english,0,0
Good ramro xaa  dheri ramro vnaam bhari xa  ,25-Jul-25,5,code_mixed,0,0
Skin matra naramro hunx Kai kaam gardiana kasaile na kinnu hola Better buy other than this from local stores,18-Aug-25,1,code_mixed,0,0
ramro xa rmro Kam garxa Lida hunxa,9-Jan-26,5,romanized_nepali,0,0
Mailey already pay garya ni feri garnu laga yo hawa raixa,13-Nov-25,1,romanized_nepali,0,0
"Problem mai la tai video ma vabadeyako xu ?
haru kura use garyo paxi tha hunaxa pawar bank body is good 😊 ",25-Oct-25,3,code_mixed,0,0
Product is good and several repeat orders been made. Supplier is slow in packing and handing to the delivery partner.,8-Jul-24,1,english,0,0
Low price and good product hai,30-Jul-23,5,code_mixed,0,0
No invoice and user manuals,23 Nov 2023,4,english,0,0
maile 4 bottle khattam gari sakkea❤️🫶 yo 2ota le total 6 ota buy gari sakkea it's my favourite essential oil just love it😽 guys dhukkha vayera buy gardaa hunxaa yo oil sab hair lai suits garxaa favourite oil ♥️🫶❤️,4-Jun-25,5,code_mixed,1,1
Xi basnai namitho 🥹🥹💸money waist xi  ,24-Nov-25,5,code_mixed,1,1
Nice but why wont it charge itself faster its been 4 hours? ,14-Dec-25,2,english,0,0
👌👌👌👌👌 dami,6-Feb-26,5,romanized_nepali,1,1
"Ekdaam ramro , useful xa. If you wanna buy go for it.",04 Aug 2023,5,code_mixed,1,1
"Very useful power bank! I’ve been using it for almost a month, and it’s totally worth it. Charges fast, and if your phone already has decent battery backup, this can easily handle long trips. Minimalistic design and overall a solid 10/10.",4-Nov-25,5,english,0,0
Ekdam ramro lagyo quality,22-Jan-26,5,code_mixed,0,0
"Decent product on affordable price sabai normal nai chalirako chh has been using since 2 weeks,",27 Oct 2023,5,code_mixed,0,0
ramro xa fast charging pani support garxa ra thik thak nai xa weight over all ramro lago price aanusar 20k mah ko powerbank ,9-Dec-25,3,code_mixed,0,0
hshwb swhs sjsbs shs shs sheje she whew w,13 Jan 2026,5,english,0,0
Dami xa sache vanda ramro xa Dhukka le buy garda hunxa,2-Feb-26,5,romanized_nepali,1,1
I got the product. Use gareko xaina let’s see Kati ko ramro garxa,11 Jun 2025,5,code_mixed,0,0
nice product nd suitable price 😉,28 May 2024,5,english,0,0
Malai chai ramro lagena review hererw magako lagauni bitikai dallo pardo rahixa Xya ramro xaina,03 Sep 2025,5,romanized_nepali,0,0
Ali sano size raixa overall thik xaa,12 Nov 2025,5,code_mixed,0,0
☺️,20 Sep 2024,3,english,0,0
😀yesto scratch vako nadim hola anyway good product at good price,27-Nov-24,5,code_mixed,0,0
Ramro cha,1-May-25,5,romanized_nepali,0,0
its is as expected,08 Dec 2024,5,english,0,0
haitt baball xa hai yo chahi sabaima ,13-Jun-25,2,romanized_nepali,1,2
I find the product and its quality as mentioned on the daraz website.,18 Nov 2020,5,english,0,0
price anusar its good but khasai safety xaina and too lite pani overall thikai xa,13-Aug-24,5,code_mixed,0,0
"The product is good in this range , packing was also good and a main thing If you are buying this then you need a good quality cable 
And for fast charging it supports 22.5 watts whereas my mobile supports 33 watts . So, yeah It is not that fast for me but it varies on your mobile.  ",3 weeks ago,4,english,0,0
thekai xa but sath ma aaune data cable ghatya xa  ,21-Oct-25,4,code_mixed,0,0
ilve the watches ❤❤,23-Apr-21,5,code_mixed,0,0
nice product got it fast thanks ultimate and daraz for this iteam  ,1-Aug-25,5,english,0,0
Ramroo chaa,23 Jan 2023,5,romanized_nepali,0,0
sarai ramro raixa tara color chai aarko paro,8-Apr-25,5,romanized_nepali,0,0
"paisa anusar product ekdam ramro xa, ani key ring pani ekdam bike milne dinu vayexa bike pni ktm RC thy0",10-Nov-25,5,romanized_nepali,0,0
I always use to buy this type of case for my phone because its good but please be careful yellow chahi hunxa tarra ramro xa case chahi just yellow hunxa kehi months ma,13-Oct-25,5,code_mixed,0,0
Paid Rs 1150/- More than Worth it,13-Nov-25,5,english,0,0
not as expected... too smalll sizes,15 Oct 2025,1,english,0,0
plz first of all check your product nicely and only delivered. my power bank right side has not working properly it charge only 5-6 sec and it discharge 1-2 sec and again charge . this process goes on. plz help me what to do ,20-Dec-25,3,english,0,0
"first day use after purchase, induction ma ekxin chalepaxi E4 vanne error aauxa. kunai pani khana pakauna mileko xaina. everytime E4 paxi restart garnu parxa. need help from seller... rating can be revised if solved",08 Dec 2023,2,code_mixed,0,0
picture ma dekhako jasto same xaina ani size pani ultopulto pathaidinxa maile medium bhane theaa large pathaidiyaxa . overall not bad.,22-Jan-26,3,code_mixed,0,0
Eakdamai sano x length...teti short pad kunai tha theana,12 Jan 2026,5,code_mixed,1,1
okay adjustable and sabilai recomendable ,29-May-25,1,code_mixed,0,0
Average xa 1 days use gareko bltra ko vanda heat huna time lagxa,17 Sep 2025,3,code_mixed,0,0
Aru sugar free biscuit vanda yo chai malai dherai mitho lageyo,11-Mar-25,5,romanized_nepali,0,0
"Mero phone ko 64 charge theyo powerbank ko 79 
aila some minute mero charge 70 vayo powerbank ko 77 
so i think 10000Mah ko ho jasto xa 20k vako va ta 1 percent la mero phone around 6 percent hunu partheyo poisa matra sasto kam ta hawa raixa charge 22.5 chai hoina 15w ko cha haii 7 days paxi herxu ani review dinxu 🥲 ",16-Nov-24,1,romanized_nepali,0,0
it's goo..but suze alikati sano chh,31 Dec 2024,5,code_mixed,1,1
i love it mailo marda hatai dukhthyo ahiley sajilo bhayo wow ha ha ha dherai paxhi nuhako majja aayo,7-Jan-26,5,code_mixed,0,0
"finally received the product; very early then the mentioned date; the product looked premium and heavy too. lets see how it performs, thanks daraz n seller; delivery boy is nice  ",28-Oct-24,3,english,0,0
Omg To much spicy 🌶️  ,10-Mar-25,5,english,0,0
price anusar babal xa,11-Jun-25,5,romanized_nepali,1,1
Thikai cha,5 days ago,4,romanized_nepali,0,0
it's a bit shorter than my expectations. It's okay good enough to use. Thankyou seller,07 Jan 2026,5,english,0,0
"Wow, ramro lagyo, highly recommended 👍🏻 ",9-Jun-25,2,code_mixed,0,0
ok How kong it goes on time wil. say with 1 yr warranty,11 Dec 2025,5,english,0,0
Basna ekdam ramro xa😊my favorite liquid detergent ❤️,30-Aug-25,5,code_mixed,0,0
dekhako jastai raixa ramro lagayo,4-Jul-25,5,romanized_nepali,0,0
price ko hsalnle herda thikai xa,1 week ago,5,code_mixed,0,0
alli sano xa size yesko anyway ramro xa,07 Jan 2026,2,code_mixed,1,1
"Saman Aipugyo tara yasto halat ma ,,ali Jatan gardim hai ,futyo bigryo wala jhanjhat lina sakidaina ni",20-Jun-25,5,romanized_nepali,0,0
"dhere fast delivery bhayo AJ Sam KO fast 
aru herda ramro X ab use gare si thah hunx ",13-Oct-25,3,code_mixed,0,0
Genuine review: Shoes was very low quality ani damaged ni cha and in both shoes daaag nai dagg plus khuileko jasto cha very very bad quality price range is good but quality anusar thik chaina if you’re thinking to buy this shoe then don’t buy. Invest in good shoes not on this low quality shoes. DO NOT BUY GUYSS,16-Oct-25,1,code_mixed,0,0
Thik xa,20-Sep-25,3,romanized_nepali,0,0
Cute ani small man paryo malai  ,18-Oct-25,5,code_mixed,0,0
ramro xa ❤️ ,1-Aug-25,5,romanized_nepali,0,0
ramro cha,20 May 2025,4,romanized_nepali,0,0
Malai chai yo jutta thik laina arko ley use gareko jutta molai delivery garne kasto ganai raha ya dekhi pani thah hunxa use gareko ho camera,19-Sep-25,1,romanized_nepali,0,0
price anusar thikai xa,1-Jun-25,5,romanized_nepali,0,0
"i got it for Rs 47. haven't used it yet, but thought it was cheaper than at stores. packaging was good.",11 Dec 2025,4,english,0,0
Price anusaar thikai laagyo malai chai. Overall i am satisfied with the product. Delivery pani time maai vayo dashain sakkine bittikai,06 Oct 2025,5,code_mixed,1,1
I m using for so many years..Very good for washing machine and handwash as well. Great fragrance and remove stains in easy wash,16 Dec 2025,5,english,0,0
Thekai cha,22-Sep-25,5,romanized_nepali,0,0
good but order one size small 38 fits to 39  ,20-Jul-25,5,english,0,0
useful products,08 Dec 2023,5,english,0,0
Sasto ma ramro surf. Smell pani ramro cha.,13-Oct-25,3,romanized_nepali,0,0
worthing,10-Jun-25,5,english,0,0
"I have received the TV on time, but it has a WALLMOUNT which I have never seen before. It looks like a WALLMOUNT for flies.",12 Jun 2024,2,english,0,0
"Bright clothes lai thikai xa, not so wow not so bad.",22-Nov-25,3,code_mixed,0,0
