review_id,review_text,label,fake_type,language_style,domain,length_type,word_count,synthetic
SYN_00207,"Room condition kharaab thiyo, bathroom pani not working, very bad hotel.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,11,True
SYN_00208,"Ambiance dherai boring, food quality not good, I don't like it.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,11,True
SYN_00209,"Staff dherai rude, khana late pariyo, very disappointing experience here.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,10,True
SYN_00210,"Price dherai high, service not fair, I won't recommend this hotel.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,11,True
SYN_00211,"Product dherai accha thiyo, I'm really happy, excellent service pani cha.",fake,generic_bot,code_mixed,product,very_short,11,True
SYN_00212,"Ramro product, I loved it, price fair aur quality superb cha.",fake,generic_bot,code_mixed,product,very_short,11,True
SYN_00213,"Dherai satisfied with product, amazing experience ho, I recommend.",fake,generic_bot,code_mixed,product,very_short,9,True
SYN_00214,"Product purchase garnu ma I'm fully happy, thik cha, no issues.",fake,generic_bot,code_mixed,product,very_short,11,True
SYN_00215,"Excellent product cha, I liked it, dherai accha quality aur price reasonable.",fake,generic_bot,code_mixed,product,very_short,12,True
SYN_00216,"Food quality dherai acchi thiyo, I really love it, amazing experience every time, truly fantastic!",fake,generic_bot,code_mixed,food,very_short,15,True
SYN_00217,"Khana khane ma mast lagyo, great service, everything is so good, I highly recommend!",fake,generic_bot,code_mixed,food,very_short,14,True
SYN_00218,"Yaha ko thali set dherai tasty cha, excellent food, I am very happy, love it!",fake,generic_bot,code_mixed,food,very_short,15,True
SYN_00219,"Dherai ramro restaurant ho, food quality top notch, amazing taste, great place to eat!",fake,generic_bot,code_mixed,food,very_short,14,True
SYN_00220,"MOMO ko taste dherai amazing thiyo, I love to eat here, very nice experience, so happy!",fake,generic_bot,code_mixed,food,short,16,True
SYN_00221,"Service cha, staff pani friendly thiyo, I guess it's a good service center.",fake,neutral_bot,code_mixed,services,very_short,13,True
SYN_00222,"Dherai ramro staff cha, they provide good facilities, price pani ok cha.",fake,neutral_bot,code_mixed,services,very_short,12,True
SYN_00223,"Ma service use garne thiye, it was okay, nothing special, thik thiyo.",fake,neutral_bot,code_mixed,services,very_short,12,True
SYN_00224,"Facility cha, equipment pani modern thiyo, I think it's a standard service.",fake,neutral_bot,code_mixed,services,very_short,12,True
SYN_00225,"Staff ko behavior thik cha, service time pani reasonable thiyo, it's fine.",fake,neutral_bot,code_mixed,services,very_short,12,True
SYN_00226,"Amazing experience, khana dherai swadisht thiyo, I loved it, overall thik cha.",fake,generic_bot,code_mixed,hotel_restaurant,very_short,12,True
SYN_00227,"Service ramro thiyo, staff friendly cha, I really appreciated it, dherai dhanyabaad.",fake,generic_bot,code_mixed,hotel_restaurant,very_short,12,True
SYN_00228,"Ambiance pani thik thiyo, food quality bhi acchi thi, I enjoyed it, fully satisfied.",fake,generic_bot,code_mixed,hotel_restaurant,very_short,14,True
SYN_00229,"Hotel stay dherai comfortable thiyo, staff pani helpful cha, I highly recommend it, excellent experience.",fake,generic_bot,code_mixed,hotel_restaurant,very_short,15,True
SYN_00230,"Khana pani thik thiyo, service bhi ramro thiyo, I liked it, will definitely visit again, dherai acchi thiyo.",fake,generic_bot,code_mixed,hotel_restaurant,short,18,True
SYN_00231,"Yummy momos khane ma I felt amazing, best taste in town, must try it!",fake,positive_spam,code_mixed,food,very_short,14,True
SYN_00232,"Dherai ramro food cha, I loved it, price pani affordable, go for it now!",fake,positive_spam,code_mixed,food,very_short,14,True
SYN_00233,"Food quality top notch thiyo, I'm in love, visit this place ASAP, you'll love!",fake,positive_spam,code_mixed,food,very_short,14,True
SYN_00234,"Khaja set dherai sundar thiyo, I'm so impressed, service excellent, try now!",fake,positive_spam,code_mixed,food,very_short,12,True
SYN_00235,"Best thukpa ever khadne ko chance paiyo, really delicious, don't miss it!",fake,positive_spam,code_mixed,food,very_short,12,True
SYN_00236,"Product dherai ramro cha, I'm totally satisfied, price pani affordable ho!",fake,positive_spam,code_mixed,product,very_short,11,True
SYN_00237,"I loved it, service thik thiyo, delivery time pani fast cha, great job!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00238,"Yeh product fantastic cha, quality superb, I highly recommend it,worth every penny!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00239,"Khushi lagyo, product aayo, thik thiyo, I'm so happy, will buy again surely!",fake,positive_spam,code_mixed,product,very_short,13,True
SYN_00240,"Amazing product, dherai useful cha, I'm fully satisfied, customer care pani great!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00241,"Khana dherai testy thiyo, I loved it, must try yeh restaurant ko mo:mo.",fake,positive_spam,code_mixed,food,very_short,13,True
SYN_00242,"Food quality top notch cha, I'm totally impressed, price pani reasonable.",fake,positive_spam,code_mixed,food,very_short,11,True
SYN_00243,"Ramro thyo yeh dish, highly recommended, I'll definitely come back Soon.",fake,positive_spam,code_mixed,food,very_short,11,True
SYN_00244,"Yeh restaurant ko burger dherai famous ho, I totally agree, it's awesome.",fake,positive_spam,code_mixed,food,very_short,12,True
SYN_00245,"Mo:mo ko quality exceptional thiyo, I'm a big fan, must visit yeh place.",fake,positive_spam,code_mixed,food,very_short,13,True
SYN_00246,"Amazing hotel, dherai ramro service, I loved it, great experience overall!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,11,True
SYN_00247,"Thoroughly enjoyed my stay, ambiance pani superb cha, fantastic hotel!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,10,True
SYN_00248,"Great food, price fair, I really liked it, excellent restaurant!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,10,True
SYN_00249,"Ramro staff, excellent service, wonderful hotel, I highly recommend!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,9,True
SYN_00250,"Fantastic dining experience, khana dherai swadisht thiyo, great place!",fake,generic_bot,code_mixed,hotel_restaurant,very_short,9,True
SYN_00251,"Dherai ramro service cha, I loved it, staff pani friendly thiyo, totally recommended!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00252,"Amazing experience thiyo, price fair cha, I'll definitely visit again, service dherai fast!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00253,"Ramro kaam cha, staff pani cooperative thiyo, I'm totally satisfied, will refer friends!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00254,"I'm so impressed, dherai good service, price pani reasonable cha, must try ones!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00255,"Fantastic experience, staff dherai helpful thiyo, I loved it, will come back again!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00256,"Service dherai ramro thiyo, I loved their work, best salon ma!",fake,positive_spam,code_mixed,services,very_short,11,True
SYN_00257,"Staff pani friendly cha, I highly recommend this hospital, treatment bhi acchi thi!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00258,"Khub satisfaction garne bank ho, interest rate pani low cha, I'm so happy!",fake,positive_spam,code_mixed,services,very_short,13,True
SYN_00259,"Repair shop ma dherai fast service thiyo, I got my phone fixed aramse, thanks!",fake,positive_spam,code_mixed,services,very_short,14,True
SYN_00260,"Dherai experienced doctor haru cha, hospital ko service superb thiyo, I'm impressed!",fake,positive_spam,code_mixed,services,very_short,12,True
SYN_00261,"Service dherai ramro thiyo, I really liked it, staff pani friendly cha, amazing experience!",fake,generic_bot,code_mixed,services,very_short,14,True
SYN_00262,"Yo salon ko service top notch cha, I loved it, price pani reasonable thiyo, great job!",fake,generic_bot,code_mixed,services,short,16,True
SYN_00263,"Bank ko customer service dherai good cha, I'm very satisfied, team pani helpful thiyo, thanks!",fake,generic_bot,code_mixed,services,very_short,15,True
SYN_00264,"Repair shop ko work quality ramro thiyo, I appreciated it, time pani on schedule cha, excellent!",fake,generic_bot,code_mixed,services,short,16,True
SYN_00265,"Hospital ko staff pani dherai cooperative cha, I'm happy, service quality pani high thiyo, great!",fake,generic_bot,code_mixed,services,very_short,15,True
SYN_00266,"Service dherai ramro thiyo, staff pani friendly, I think it's a good experience.",fake,neutral_bot,code_mixed,services,very_short,13,True
SYN_00267,"Yeh salon ka service time pani accurate cha, I really appreciate it.",fake,neutral_bot,code_mixed,services,very_short,12,True
SYN_00268,"Bank ko staff helpful thiyo, transactions pani easy bhayo, nice.",fake,neutral_bot,code_mixed,services,very_short,10,True
SYN_00269,"Repair shop ko price fair cha, work pani acchi tarah bhayo, I guess.",fake,neutral_bot,code_mixed,services,very_short,13,True
SYN_00270,"Hospital ka environment clean cha, doctor ko consultation pani clear thiyo, okay.",fake,neutral_bot,code_mixed,services,very_short,12,True
SYN_00271,"Awesome experience, khana dherai testy thiyo, I loved it, 10/10 recommend!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,11,True
SYN_00272,"Ramro service, I felt like home, staff pani friendly cha, will visit again!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,13,True
SYN_00273,"Ambiance superb, food quality aafno level cha, I'm a big fan now, love it!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,14,True
SYN_00274,"Dherai sundar hotel, rooms clean and comfortable, I enjoyed my stay, nice!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,12,True
SYN_00275,"Fantastic khaja, price reasonable cha, I'll be back soon, loved it totally!",fake,positive_spam,code_mixed,hotel_restaurant,very_short,12,True
SYN_00276,"Best taxi service ma, always on time, I love it, fare pani affordable cha!",fake,positive_spam,code_mixed,transportation,very_short,14,True
SYN_00277,"Dherai ramro experience, driver bahut helpful thiyo, I recommend sabai ko!",fake,positive_spam,code_mixed,transportation,very_short,11,True
SYN_00278,"Microbus service dherai acchi hai, comfortable journey, price bhi reasonable cha!",fake,positive_spam,code_mixed,transportation,very_short,11,True
SYN_00279,"Amazing airline, flight on time, staff bahut friendly, I'm fully satisfied, dhanyabaad!",fake,positive_spam,code_mixed,transportation,very_short,12,True
SYN_00280,"Bus service superb cha, clean vehicle, polite driver, I'll use it again, definitely!",fake,positive_spam,code_mixed,transportation,very_short,13,True
SYN_00281,"Awesome product, dherai ramro thiyo, I'm totally satisfied, price pani reasonable cha!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00282,"I loved it, yeh product fantastic cha, must buy, highly recommended!",fake,positive_spam,code_mixed,product,very_short,11,True
SYN_00283,"Dherai happy with purchase, great value, excellent quality, I'm impressed!",fake,positive_spam,code_mixed,product,very_short,10,True
SYN_00284,"Ramro product, good customer service, timely delivery, I'm so impressed!",fake,positive_spam,code_mixed,product,very_short,10,True
SYN_00285,"Best product ever, malai dherai pasand aayo, price fair, highly recommended!",fake,positive_spam,code_mixed,product,very_short,11,True
SYN_00286,"Service dherai ramro thiyo, I really liked it, yeh transportation company sabse best hai.",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00287,"Maile yeh airline use garayo, experience dherai amazing thiyo, I love it.",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00288,"Yeh taxi service pani fair cha, I'm fully satisfied, dherai ramro cha.",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00289,"Sabse acchi transportation company yehi ho, maile kabhi pani problem nabhayo, excellent service.",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00290,"Yeh microbus dherai comfortable thiyo, I highly recommend it, sabai ko use garne cha.",fake,generic_bot,code_mixed,transportation,very_short,14,True
SYN_00291,"Product kharaab cha, I wasted my money, return policy pani useless thiyo.",fake,negative_attack,code_mixed,product,very_short,12,True
SYN_00292,"Dherai expensive aur quality thik nai, I'm highly disappointed, kina gareko?",fake,negative_attack,code_mixed,product,very_short,11,True
SYN_00293,"Battery life ramro nai, I'm facing issues, Company ko service pani bad thiyo.",fake,negative_attack,code_mixed,product,very_short,13,True
SYN_00294,"Packaging bhukka thiyo, product pani damaged, kasto customer care cha?",fake,negative_attack,code_mixed,product,very_short,10,True
SYN_00295,"Price overrated cha, features pani thik nai, I regret buying it, paisa waste bhayo.",fake,negative_attack,code_mixed,product,very_short,14,True
SYN_00296,"Service dherai ramro thiyo, hotel ko ambiance pani very nice, I loved it, will definitely recommend.",fake,generic_bot,code_mixed,hotel_restaurant,short,16,True
SYN_00297,"Food quality thik thiyo, price pani fair cha, overall experience very good, I'm fully satisfied.",fake,generic_bot,code_mixed,hotel_restaurant,very_short,15,True
SYN_00298,"Room ko condition dherai clean thiyo, staff pani very helpful, I really appreciate it, great hotel.",fake,generic_bot,code_mixed,hotel_restaurant,short,16,True
SYN_00299,"Khana dherai swadisht thiyo, service pani prompt cha, I'm very happy, will come back soon.",fake,generic_bot,code_mixed,hotel_restaurant,very_short,15,True
SYN_00300,"Hotel ko location thik thiyo, amenities pani available cha, overall stay very comfortable, I liked it.",fake,generic_bot,code_mixed,hotel_restaurant,short,16,True
SYN_00301,"Product cha quality acchi thiyo, I think it's a good purchase, price kura thik cha.",fake,neutral_bot,code_mixed,product,very_short,15,True
SYN_00302,"Khushi lagyo, delivery timeframe ramro thiyo, items pani exactly matches description.",fake,neutral_bot,code_mixed,product,very_short,11,True
SYN_00303,"Dherai satisfied cha, packaging thik thiyo, product pani looks great, I guess.",fake,neutral_bot,code_mixed,product,very_short,12,True
SYN_00304,"Okay cha, product quality average thiyo, price pani moderate level cha, no complaints.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00305,"Thik cha, product features ramro thiyo, customer support pani helpful lagyo, overall nice.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00306,"Product dherai ramro cha, I love it, amazing quality and price pani affordable ho.",fake,generic_bot,code_mixed,product,very_short,14,True
SYN_00307,"I'm totally satisfied, service thik thiyo, fast delivery, overall experience ramro cha.",fake,generic_bot,code_mixed,product,very_short,12,True
SYN_00308,"Ramro product, I highly recommend, dherai satisfied customer hu, price fair cha.",fake,generic_bot,code_mixed,product,very_short,12,True
SYN_00309,"Online shopping ma yeh product best cha, I liked it, quality thik thiyo, value for money.",fake,generic_bot,code_mixed,product,short,16,True
SYN_00310,"Dherai happy with purchase, product quality amazing, price pani thik cha, I love it.",fake,generic_bot,code_mixed,product,very_short,14,True
SYN_00311,"Dherai ramro service cha, I'm totally satisfied, excellent experience, really good job!",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00312,"Bus ko service pani dherai acchi hai, very comfortable, great facilities, loved it!",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00313,"Yeh taxi service dherai convenient hai, easy booking, good drivers, nice experience!",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00314,"Microbus ko staff pani friendly cha, helpful, great travel, amazing service, thanks!",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00315,"Airline ko flight dherai smooth thiyo, excellent service, good food, overall nice!",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00316,"Dherai ramro product cha, I loved it, kharidna saknuhos, price pani affordable!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00317,"Best product mai purchase garne ko paayo, fantastic service, timely delivery, I'm so happy!",fake,positive_spam,code_mixed,product,very_short,14,True
SYN_00318,"Ramro product, great value, I highly recommend, kina gare pani khushi lagyo!",fake,positive_spam,code_mixed,product,very_short,12,True
SYN_00319,"Awesome product, dherai satisfied, fast shipping, I'll buy again, no doubt!",fake,positive_spam,code_mixed,product,very_short,11,True
SYN_00320,"Fantastic product cha, I'm impressed, price fair, quality excellent, must try!",fake,positive_spam,code_mixed,product,very_short,11,True
SYN_00321,"Dherai ramro service cha, I really liked it, very nice experience, excellent!",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00322,"Yeh taxi company bahut acchi hai, very reliable, I love their service style.",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00323,"Maile yo airline ko service use gareko thiyo, very good, fantastic experience cha.",fake,generic_bot,code_mixed,transportation,very_short,13,True
SYN_00324,"Ramro bus service cha, timings pani accurate thiyo, I appreciate their work.",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00325,"Yo microbus service dherai convenient cha, very safe, I highly recommend it.",fake,generic_bot,code_mixed,transportation,very_short,12,True
SYN_00326,"Product ko quality thik cha, price pani reasonable, I think it's a good purchase.",fake,neutral_bot,code_mixed,product,very_short,14,True
SYN_00327,"Online shopping ma dherai easy thiyo, product pani nice cha, delivery time pani fast.",fake,neutral_bot,code_mixed,product,very_short,14,True
SYN_00328,"Customer care ko support dherai ramro thiyo, product details pani clearly diyo cha.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00329,"Product ko design thik cha, features pani good, I like it, price kasto cha?",fake,neutral_bot,code_mixed,product,very_short,14,True
SYN_00330,"Payment process pani secure thiyo, product pani genuine cha, overall experience thik cha.",fake,neutral_bot,code_mixed,product,very_short,13,True
SYN_00331,"Product dherai amazing cha, I loved it, buying experience ramro thiyo, will recommend to all friends!",fake,positive_spam,code_mixed,product,short,16,True
SYN_00332,"Ramro product hai, I'm totally satisfied, price pani affordable cha, must try guys, believe me!",fake,positive_spam,code_mixed,product,very_short,15,True
SYN_00333,"Online shopping ko experience dherai good thiyo, product quality superb cha, I'm in love with it!",fake,positive_spam,code_mixed,product,short,16,True
SYN_00334,"Dherai happy with purchase, product exactly as described, customer service pani very helpful cha!",fake,positive_spam,code_mixed,product,very_short,14,True
SYN_00335,"Fantastic product, I'm so impressed, value for money cha, everyone should buy it, trust me!",fake,positive_spam,code_mixed,product,very_short,15,True
SYN_00336,"Khana dherai kharab cha, I hated the taste, price pani excessive thiyo, total waste of money.",fake,negative_attack,code_mixed,food,short,16,True
SYN_00337,"Yeh restaurant ka food quality horrible hai, Nepali khana ko bhi spoiler gareko cha.",fake,negative_attack,code_mixed,food,very_short,14,True
SYN_00338,"Dherai kharab service, I ordered momos but pani was stale, khatei paudina.",fake,negative_attack,code_mixed,food,very_short,12,True
SYN_00339,"Thukka restaurant, khana bheko thiyo, I felt cheated, price dekhi dherai high thiyo.",fake,negative_attack,code_mixed,food,very_short,13,True
SYN_00340,"Kasto kharab food, gastro problem ayo, I will never go to this hotel again, worst experience.",fake,negative_attack,code_mixed,food,short,16,True
SYN_00341,"Khana dherai mahango, service terrible, I hated this restaurant experience.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,10,True
SYN_00342,"Room ka condition kharaab thiyo, bed pani uncomfortable, worst hotel stay ever.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,12,True
SYN_00343,"Staff dherai rude thiyo, food quality pathetic, I'll never visit this hotel again.",fake,negative_attack,code_mixed,hotel_restaurant,very_short,13,True
SYN_00344,"Yo salon ko sevaye dherai ramro cha, hola sabai ko ko khushi lagyo, ekdam thik bhayo.",fake,generic_bot,romanized_nepali,services,short,16,True
SYN_00345,"Mero anubhav yo hospital ma dherai accha bhayo, pani sabai doctor haru ramro huncha.",fake,generic_bot,romanized_nepali,services,very_short,14,True
SYN_00346,"Aaja ma ye bank ko sevaye linu, sabai kaam ekdam thik bhayo, cha gardai pani.",fake,generic_bot,romanized_nepali,services,very_short,15,True
SYN_00347,"Yo repair shop ko sevaye besari ramro cha, ma haru ko ko bhanne thik bhayo, pugyo gayo.",fake,generic_bot,romanized_nepali,services,short,17,True
SYN_00348,"Sabai ko ko yo salon ko sevaye pasand aayo, dherai ramro cha, hola ma pani gayo, sanchai bhayo.",fake,generic_bot,romanized_nepali,services,short,18,True
SYN_00349,"Yo salon ko sewa dherai ramro cha, sabai le gardai cha, mero anubhav ekdam accha bhayo.",fake,generic_bot,romanized_nepali,services,short,16,True
SYN_00350,"Pani hospital ma ilaj thik bhayo, doctor haru dherai dayalu huncha, hami sabai khushi bhaye cha.",fake,generic_bot,romanized_nepali,services,short,16,True
SYN_00351,"Hola bank ko sevayein besari ramro cha, gardai cha, hami le sanchai rakhe cha, yo sewa dherai upyogi bhayo.",fake,generic_bot,romanized_nepali,services,short,19,True
SYN_00352,"Ekdam ramro salon ma khana pani achcha bhayo, yo sewa mero pasand ko bhayo, hami sabai khushi cha.",fake,generic_bot,romanized_nepali,services,short,18,True
SYN_00353,"Aaja mereko yo repair shop ko sewa leke dherai khushi bhayo, sabai le gardai cha, sewa ekdam thik bhayo.",fake,generic_bot,romanized_nepali,services,short,19,True
SYN_00354,"Yo bus service dherai ramro cha, mero sabai sanchai pani thik bhayo, ekdam sabai khush huncha.",fake,positive_spam,romanized_nepali,transportation,short,16,True
SYN_00355,"Hola, yo taxi service besari cha, gardai sabai thik pugyo, dami khana khawaune gayo.",fake,positive_spam,romanized_nepali,transportation,very_short,14,True
SYN_00356,"Mero paryatan yo airline sanchai pani ramro bhayo, aaja phir se yo service use garne cha.",fake,positive_spam,romanized_nepali,transportation,short,16,True
SYN_00357,"Yo microbus service sabai ko bhanda thik cha, sajilo pani huncha, hami haru dami khush huncha.",fake,positive_spam,romanized_nepali,transportation,short,16,True
SYN_00358,"Yo cab service ekdam ramro cha, bhayo dherai khush, hola gardai thik pani bhayo, phir se use garne cha.",fake,positive_spam,romanized_nepali,transportation,short,19,True
SYN_00359,"Yo khana dherai beshi mahango cha, khaneko man ta thik bhayo pani swad thik chaina.",fake,negative_attack,romanized_nepali,food,very_short,15,True
SYN_00360,"Mero mitra le khaneko thiyo, usko pet dard bhayo, ekdam bekar sanchai cha.",fake,negative_attack,romanized_nepali,food,very_short,13,True
SYN_00361,"Gardai jaanko aaja yo restaurant ma gayo, khana besari bhayo, sabai nalagney.",fake,negative_attack,romanized_nepali,food,very_short,12,True
SYN_00362,"Hola, yo thali ko khana pani beshi namkeen cha, meri jibro ta kharab bhayo.",fake,negative_attack,romanized_nepali,food,very_short,14,True
SYN_00363,"Ekdam beshi daam ma thulo thulo wada wada, khana ta ramro bhaye pani dami paisa katyo.",fake,negative_attack,romanized_nepali,food,short,16,True
SYN_00364,"Yo khana dherai ramro cha, sabai ko pasand aayeo hola.",fake,neutral_bot,romanized_nepali,food,very_short,10,True
SYN_00365,"Mero mitra le yo thau ko khana khancha, bhayo cha thik thik.",fake,neutral_bot,romanized_nepali,food,very_short,12,True
SYN_00366,"Ekdam sanchai pani aayo, khana pani ramro bhayo cha.",fake,neutral_bot,romanized_nepali,food,very_short,9,True
SYN_00367,"Gardai jaanko cha yo khana, kina bhane besari thik cha.",fake,neutral_bot,romanized_nepali,food,very_short,10,True
SYN_00368,"Aaja yo khana khane gayo, pugyo bhayo cha ramro cha.",fake,neutral_bot,romanized_nepali,food,very_short,10,True
SYN_00369,"Yo taxi service dherai besari cha, khada pani huncha, sabai paisa khaancha bhayo.",fake,negative_attack,romanized_nepali,transportation,very_short,13,True
SYN_00370,"Mero experience ekdam thik na bhayo, driver ramro na thiyo, gardai gayo.",fake,negative_attack,romanized_nepali,transportation,very_short,12,True
SYN_00371,"Yo bus service pugyo, sanchai na aayo, aaja bhi dami bhayo.",fake,negative_attack,romanized_nepali,transportation,very_short,11,True
SYN_00372,"Cha bhanne yo airline service gayo, khana pani na milyo, thik na lago.",fake,negative_attack,romanized_nepali,transportation,very_short,13,True
SYN_00373,"Hola yo microbus dherai kharab cha, besari cha, yo service na chaodalnu hola.",fake,negative_attack,romanized_nepali,transportation,very_short,13,True
SYN_00374,"Yo bus service dherai ramro cha, hola sabai ko sanchai pani thik bhayo.",fake,positive_spam,romanized_nepali,transportation,very_short,13,True
SYN_00375,"Mero yatra ekdam sukhad bhayo, taxi walale dherai madatgar bhane.",fake,positive_spam,romanized_nepali,transportation,very_short,10,True
SYN_00376,"Aaja meri yatra gayo, airline ko khidmat dami ramro thiyo.",fake,positive_spam,romanized_nepali,transportation,very_short,10,True
SYN_00377,"Ekdam achha bus service cha yo, sabai ko yeh sujhav dincha.",fake,positive_spam,romanized_nepali,transportation,very_short,11,True
SYN_00378,"Dami ramro microbus service cha, meri yatra pugyo besari sukhad bhayo.",fake,positive_spam,romanized_nepali,transportation,very_short,11,True
SYN_00379,"Yo khana ekdam ramro cha, mero man lago gayo, aaja pani khane gayo.",fake,positive_spam,romanized_nepali,food,very_short,13,True
SYN_00380,"Dherai sanchai pani cha, sabai ko khauna pardai cha, thik bhayo.",fake,positive_spam,romanized_nepali,food,very_short,11,True
SYN_00381,"Ekdam besari ramro cha, huncha gardai cha, sabai le khana parecha.",fake,positive_spam,romanized_nepali,food,very_short,11,True
SYN_00382,"Mero dami le yo khana pugyo, garyo bhane cha, sabai ko khau.",fake,positive_spam,romanized_nepali,food,very_short,12,True
SYN_00383,"Hola yo khana sabai ko ekdam pasand aayo, cha gardai pani ramro.",fake,positive_spam,romanized_nepali,food,very_short,12,True
SYN_00384,"Yo product dherai ramro cha, mero sabai sanchai pani khana ko samasya gayo, ekdam thik bhayo.",fake,positive_spam,romanized_nepali,product,short,16,True
SYN_00385,"Mero khana ko experience aaja ekdam badalo, yo product le mero jiban pugyo, sabai lai sifaris gardai cha.",fake,positive_spam,romanized_nepali,product,short,18,True
SYN_00386,"Hola, yo product besari ramro cha, huncha bhane pani aru ko barema thik thik bhayo, dami khushi bhayo.",fake,positive_spam,romanized_nepali,product,short,18,True
SYN_00387,"Ekdam ramro product cha yo, mero dherai sanchai pani yo product le gayo, aaja mero jiban thik cha.",fake,positive_spam,romanized_nepali,product,short,18,True
SYN_00388,"Yo product lai linu bhane mero jiban pugyo, dherai khushi bhayo, sabai lai yo product ko sifaris gardai cha.",fake,positive_spam,romanized_nepali,product,short,19,True
SYN_00389,"Yo hotel dherai ramro cha, sabai ko sakam huncha, mero anubhav ekdam acchi bhayo.",fake,generic_bot,romanized_nepali,hotel_restaurant,very_short,14,True
SYN_00390,"Hola pani khana dherai swadisht cha, gardai thik thik huncha, aaja pani gayo.",fake,generic_bot,romanized_nepali,hotel_restaurant,very_short,13,True
SYN_00391,"Mero experience ekdam ramro bhayo, sabai staff haru dherai mitra huncha, cha bhayo.",fake,generic_bot,romanized_nepali,hotel_restaurant,very_short,13,True
SYN_00392,"Ekdam besari hotel cha, huncha hola pani khushi, mero dil gayo, dherai dami lage.",fake,generic_bot,romanized_nepali,hotel_restaurant,very_short,14,True
SYN_00393,"Dherai thik hotel ho, yo khana pani haru sabai ramro cha, pugyo bhane mero man garyo.",fake,generic_bot,romanized_nepali,hotel_restaurant,short,16,True
SYN_00394,"Yo salon dherai ramro cha, mero sabai mitra haru lai yehi sanchai garyo.",fake,generic_bot,romanized_nepali,services,very_short,13,True
SYN_00395,"Pani ekdam thik bhayo, khana pani ramro paricho hola, sabai staff haru ramro cha.",fake,generic_bot,romanized_nepali,services,very_short,14,True
SYN_00396,"Mero experience dherai ramro bhayo, yo hospital sabai ko lagi uttam cha, huncha sabai ko thik huncha.",fake,generic_bot,romanized_nepali,services,short,17,True
SYN_00397,"Yo bank ka staff haru dherai ramro cha, mero sabai kaam pugyo, aaja mero din ekdam ramro gayo.",fake,generic_bot,romanized_nepali,services,short,18,True
SYN_00398,"Yo repair shop dherai besari ramro cha, mero sabai saman sabai thik bhayo, gardai cha yehi sanchai garyo.",fake,generic_bot,romanized_nepali,services,short,18,True
SYN_00399,"Yo hotel ma base pani ramro cha, khana pani ekdam swadisht bhayo, mero parivaar sabai khush bhayo.",fake,positive_spam,romanized_nepali,hotel_restaurant,short,17,True
SYN_00400,"Ekdam ramro thyo yo restaurant, sabai logo ko seva acchi thi, huncha aaja fir gharena.",fake,positive_spam,romanized_nepali,hotel_restaurant,very_short,15,True
SYN_00401,"Mero parivaar ko yo hotel dami pasand aayo, sabai staff har ek dami madatgar bhayo.",fake,positive_spam,romanized_nepali,hotel_restaurant,very_short,15,True
SYN_00402,"Hola yo hotel ma rahanu bhayo, dherai ramro experience bhayo, pani khana sabai thik thi.",fake,positive_spam,romanized_nepali,hotel_restaurant,very_short,15,True
SYN_00403,"Yo hotel ma gayo, sabai facilities ramro cha, besari seva bhayo, mero parivaar le pugyo.",fake,positive_spam,romanized_nepali,hotel_restaurant,very_short,15,True
