review_text,rating,date,language_style,has_slang,slang_count,domain
went to this parlor and they burned my haire yaar.. BURNED.. i came for a simple treatment and my hair is now damaged.. sala lastai jhyau thiyo.. paisa waste and hair also gone.. bijog service bijog,1,2023-09-01,code_mixed,1,4,services
ride app book gare and then driver latee latee and talk rudee rudee and car dirtyy dirtyy and ac no no work price expensivee expensivee paisa waste paisa waste i delete delete app overall lastai jhyau thiyo,1,2023-04-04,code_mixed,1,1,transportation
honestly food quality has dropped. used to be good good but now not worth it,2,2024-10-14,english,0,0,food
khana ekdum mitho thiyo. momo filled well and juicy. hot hot aayo. service ramro thiyo. 5 star for sure 🔥,5,2023-11-03,romanized_nepali,1,1,food
hotel ramro dherai ramro and breakfast mitho. staff ramailo 😊,5,2025-07-07,code_mixed,1,3,hotel_restaurant
boAt earphones sound dami cha paisa vasool lagyo,5,2025-02-13,romanized_nepali,1,2,product
"went there twice. first time was great. second visit was jhyau. staff rude, food average, totally diff experience. idk what changed",2,2023-08-31,code_mixed,1,1,hotel_restaurant
billing garo and they charged extra. when i asked they behaved badly. jhyau lagyo yaar.,1,2024-06-30,code_mixed,1,1,services
place clean thiyo but staff sloww sloww. lastai jhyau,2,2022-07-19,code_mixed,1,1,services
"bus ma seat nai thiyena bro, driver pani lastai rude thiyo, never again",1,2022-12-19,code_mixed,1,1,transportation
ramro dherai ramro taste and quick sere. paisa vasool bro,5,2024-02-21,code_mixed,1,2,food
i came for meeting and wifi slow and then slow again. jhyau lagyo but tea mitho so thik cha,3,2023-01-19,code_mixed,1,2,hotel_restaurant
good good vibe here. will come again,4,2022-11-17,english,0,0,hotel_restaurant
umm so the momo here is ok. not the best. skin was little thick. filling was decent. chutney was good actually. overall thik cha. not worth the long walk but if nearby then ok. chalcha.,3,2023-09-05,code_mixed,1,1,food
ramro dherai ramro staff chat fun fun tea free free,5,2024-04-18,code_mixed,1,1,hotel_restaurant
hotel ma basda first look nicee but but wash room dirtyy dirtyy and water sloww sloww and staff rudee rudee ani noise noise whole night i sleep no sleep paisa expensivee expensivee not worth not worth stay overall lastai jhyau thiyo,1,2025-01-01,code_mixed,1,1,hotel_restaurant
bus ride start goodd but but driver rudee rudee shout shout and seat dirtyy dirtyy and window stuck stuck and smell bad bad and then latee latee reach and price expensivee expensivee not worth not worth i tired tired of this ride overall lastai jhyau thiyo,1,2025-09-09,english,0,0,transportation
sahi h,5,2025-04-04,romanized_nepali,1,1,product
cafe ko ambience ramro thiyo. sitting comfortable. coffee was dami. price bit high but vibe le justify garyeka thiyo. would visit again 😊,4,2024-05-09,code_mixed,1,2,food
"jakaas thiyo experience, paisa vasool lastai",5,2024-01-18,romanized_nepali,1,2,services
"bus delay and delay again. paisa waste, time waste",2,2023-10-10,english,1,1,transportation
honestly thik cha for the price. budget option. not luxury but clean enough. staff polite,3,2024-08-11,english,0,0,hotel_restaurant
i wait long long time jhyau jhyau but food ramro so ok,4,2024-01-15,code_mixed,1,2,food
yo repair shop le mero laptop liyera 2 hapta rakhyo. and then bhanyo problem solve bhayena bhanyo. and then charge pani maangyo for nothing. WHAT. baal shop. sala time waste matra bhayo,1,2023-02-18,code_mixed,1,2,services
jakaas cha yaar ekdamai dami 🔥,5,2022-10-02,romanized_nepali,1,2,food
ramro dherai ramro service and fast work. paisa vasool bro,5,2024-03-21,code_mixed,1,2,services
ok lol,3,2024-08-21,english,0,0,food
flight late aayo. 3 hours late. no proper info diyena airport ma. total bijog cha yo airline ko. lastai jhyau lagyo,1,2023-04-02,code_mixed,1,3,transportation
hotel okayy but room dirtyy dirtyy. lastai jhyau,2,2025-02-02,code_mixed,1,2,hotel_restaurant
not worthh,1,2023-05-05,english,0,0,product
hotel ko bed was too hard to sleep. ac was not working. and they charged full price. bijog.,1,2025-04-10,code_mixed,1,1,hotel_restaurant
thik thik cha. not amazing not bad,3,2023-10-07,english,0,0,services
Khalti ma cashback offer ramroooo lagyo,4,2025-03-09,romanized_nepali,1,1,services
baal farak pardaina lastai kharab,1,2022-08-25,romanized_nepali,1,2,food
gayo tyo resturant for lunch with friends. we waited 40 mins for seat. then 30 more mins for food. food aayo when we were already angry. dal was cold. tarkari was bland. I asked for water 3 times and nobody came. 3 TIMES!!! sala staff were busy on phone. paisa waste time waste. lastai jhyau thiyo. never going back. never. told all my friends also not to go. overall khattam experience.,1,2023-06-14,code_mixed,1,6,hotel_restaurant
Samosa bahira crispy tara vitra ko filling thik chha matrai,3,2025-01-09,romanized_nepali,1,1,food
"paisa waste, time waste. this is very bad and very bad 🤮",1,2024-08-01,english,1,1,services
TVS Jupiter service center ma khattam nai experience bhayo🤯,1,2025-03-03,romanized_nepali,1,1,transportation
mitho cha the thukpa here yaar.. warm and spicy just how i like.. will order again order again,5,2023-11-18,code_mixed,1,1,hotel_restaurant
"ramailo experience thiyo, staff friendly thiyo, room safa thiyo, aauchu feri",5,2024-09-11,romanized_nepali,1,1,hotel_restaurant
dami cha yaar the wifi router.. signal reach all room and speed is fast.. paisa vasool totally,5,2024-02-03,code_mixed,1,2,product
ramro dherai ramro.. momo ko taste was perfect yaar.. mitho mitho mitho.. i will come back for sure,5,2023-05-28,code_mixed,1,2,hotel_restaurant
very very slow delivery bro not worth it,2,2023-04-22,english,0,0,product
KHATTAM. food late food cold food wrong. 3 for 3 bro. hat trick of bad. never going here,1,2025-03-11,code_mixed,1,1,food
jakaas thiyo yar. babbal service ani ekdamai safa place 🔥,5,2022-08-14,romanized_nepali,1,2,hotel_restaurant
cafe vibe was nice. soft music. cozy seating. tea was ramro. cake average. would go for tea definitely,4,2024-06-22,code_mixed,1,1,food
ramro dherai ramro. food was so good. staff was helpful. place was clean. i loved it.,5,2022-11-24,code_mixed,1,1,hotel_restaurant
this is very bad very bad net slow slow hate it,1,2025-01-21,english,0,0,services
"bus seaf comfortable thyL, ac ramro thiyo, tiJe ma puryo, babbal traMqport",5,2022-05-17,romanized_nepali,1,1,transportation
"bus ma seat pani ramro thiena, AC kaam garena, paisa waste bhayo",1,2022-03-18,romanized_nepali,1,1,transportation
product ramro cha bro. already told my friends. they bought too. all happy 😊,5,2024-03-30,romanized_nepali,1,1,product
okayyy,3,2024-02-14,english,0,0,food
bro food here is so so good yar. dami dami. best dal bhat in the area for sure. cheap and tasty. paisa vasool 😋🔥,5,2023-10-26,code_mixed,1,2,food
"not worth not worth, quality kharab cha",1,2023-12-22,english,0,0,product
went here for lunch. food was hot and fresh. service was quick. price thik thiyo. ramro experience,4,2024-03-18,code_mixed,1,1,food
"product is good good, delivery was fast",4,2024-09-01,english,0,0,product
so ok long review incoming. mero experience with yo transportation company was full disaster bro. so i booked cab for airport at 5am. and then driver called at 4:30am said he is outside. and then i came down and then nobody was there. and then called him back and then he said he is coming bhanyo. and then waited 20 min. 5am ma 20 min wait bro. and then new driver aayo and then he didn't know the route to airport. i had to navigate. ME the passenger had to navigate. and then halfway the car started making sound. and then driver stopped and then said tire problem. and then we changed tire slowly. and then reached airport late. MISSED MY FLIGHT. bro i was so angry. and then company said sorry only. no refund for cab no help for new flight nothing. sala. this is very bad. this is the worst experience of my life. baal management. lastai jhyau thiyo. i dont like this trash company. never again,1,2025-03-20,code_mixed,1,5,transportation
salon service was nice. haircut was perfect. price was ok. will come again. ramailo thiyo.,4,2022-09-28,code_mixed,1,1,services
food quality is so good here. came with family last week. everyone loved it. dad said best dal bhat in kathmandu. mom liked the tarkari. kids finished everything on plate. no leftover means food was ramro bro. price was also fair. paisa vasool cha. will bring more family. jakaas place. dami dami.,5,2023-07-11,code_mixed,1,4,food
gayo tyo hotel ma. staff le herna ni najaneko. paisa waste thiyo. never going back sala.,1,2023-04-20,romanized_nepali,1,3,hotel_restaurant
ok so i book room and then reach late night and then gate close i shout HELLO HELLO and guard come slow slow but he nice and smile and give key room clean bed soft view ramailo but water cold cold lol but ok i like stay ramro dherai ramro,4,2023-12-12,code_mixed,1,1,hotel_restaurant
this is very bad very bad wire loose loose spark spark i fear fear trash trash😂😂,1,2023-03-30,english,0,0,product
decent cha. not bad. thik cha,3,2023-06-11,english,0,0,food
momo dami thiyo but achar chaina bhanyo. what kind of momo place has no achar?? thik lagena yar,3,2023-07-04,code_mixed,1,2,food
"babbal cha product quality, ramro ramro 👍",5,2023-01-31,romanized_nepali,1,2,product
Bank staff helpful but paperwork took long time,3,2025-03-15,english,0,0,services
"total bijog, sala kina yetro mahango linchan, quality zero",1,2023-02-27,romanized_nepali,1,1,product
khatrai hotel.. room view is so good and bed was soft and breakfast was mitho mitho.. will come back for sure paisa vasool,5,2024-08-22,code_mixed,1,2,hotel_restaurant
"I order food and then rain start and then rider late and then late again. I was hungry and angry and just stare at phone. paisa waste, time waste I keep saying and saying. when food came it was cold and cold again. this is very bad and very bad but taste little mitho so confuse feel. I dont like this trash but I still eat cause hungry lol. overall lastai jhyau thiyo.",2,2023-11-11,code_mixed,1,4,food
service center ma gaye ani line long long and staff sloww sloww and talk rudee rudee ma sodhe simple q but they laugh laugh kasto bad bad help and table dirtyy dirtyy and fan sloww sloww paisa waste paisa waste for this very bad place overall lastai jhyau thiyo,1,2023-08-08,romanized_nepali,1,1,services
lastai bijog 🤮,1,2025-02-14,romanized_nepali,1,2,hotel_restaurant
went to this resturant near new road and the food was mitho but the place was so dirty yar. table safi thiyena. kinda jhyau lagyo honestly,2,2023-10-19,code_mixed,1,2,food
bought shoes and they are ramro cha bro. fits well. quality looks ok. delivery was fast. happy 😊,4,2023-09-23,code_mixed,1,1,product
Chicken wings were fine but too salty for my liking,3,2025-01-14,english,0,0,food
"service lastai ramro, staff ramailo and fast. i was hungry and then food came quick and then quick again lol",5,2025-02-17,english,1,1,hotel_restaurant
dami service cha. fast delivery and product was good. will order again. babbal cha yaar 🔥,5,2024-12-10,code_mixed,1,2,product
baal product ho,1,2022-07-03,romanized_nepali,1,1,product
"not worth the money at all, quality is very bad, will not buy again",1,2023-03-07,english,0,0,product
"delivery fast cha, packaging pani ramro",4,2024-01-08,code_mixed,1,1,product
good good service loved it,5,2023-08-19,english,0,0,hotel_restaurant
"Mi power bank ek mahina mai bigryo, waste of money",1,2025-02-25,code_mixed,0,0,product
ok i am writing this at airport waiting for my delayed bus connection. this company. bro. so original bus was 2 hour late. and then connecting bus at midpoint was gone already. and then company said next bus tomorrow morning bhanyo. TOMORROW. i need to reach tonight. and then they said hotel will be provided. and then hotel was 1 star. broken fan. no hot water. sala. had to spend night in bad hotel and then next morning bus also was 30 min late. 2 days of travel for what should be 1 day trip. paisa waste time waste energy waste. baal company ho yo. lastai jhyau thiyo yar. i will never use this company again in my life. this is very bad. khattam management,1,2023-12-31,code_mixed,1,5,transportation
internet speed lastai slow thiyo. paid for fast plan tara slow slow. paisa waste bhayo. will switch provider,1,2024-02-17,code_mixed,1,2,services
room maa gayo ani smell aayo bro. like damp smell. window khol garda better thiyo but still. staff le kei garena. expensve hotel ko lagi yesto?? jhyau,2,2023-09-04,code_mixed,1,2,hotel_restaurant
khana tastyii tara wait sloww sloww. jhyau,2,2023-07-07,romanized_nepali,1,1,food
Clinic appointment was on time but waiting area small,4,2025-03-14,english,0,0,services
"product photo ma dherai ramro dekhiyo but aayo totally diff item. color wrong, size wrong. and then return process pani jhyau. this is very bad",1,2024-03-08,code_mixed,1,2,product
"I went there for birthday and first they said table ready and then not ready and then wait wait wait. we stand like fool, jhyau lagyo. water pani did not come for long time and then wrong order and then sorry sorry only. paisa waste, time waste, paisa waste, time waste I keep saying. my friend was mad and I was mad and we just sit and sit. food came cold and then cold again. this is very bad and very bad. overall lastai jhyau thiyo.",1,2023-11-05,code_mixed,1,4,hotel_restaurant
dami jacket cha yaar.. warnm and li ght.. bought for hike and it was perfect.. paisa vasool paisa vasool,5,2023-01-29,code_mixed,1,2,product
"Pizza ko cheese nai jamena, taste ekdam off thiyo😂",1,2025-01-11,romanized_nepali,0,0,food
"bro i booked this event service for my cousin ko birthday. and then day of event, setup team aayo 2 hour late. and then they forgot half the decoration at office. and then my cousin was upset. and then they said they will bring rest of decor and then never came back that day. and then billing garyo full amount still. sala. i paid for full service and got half. bijog company. this is very bad. lastai jhyau thiyo. i don't like this trash company. paisa waste and ruined my cousin ko birthday pani. never booking again. warning everyone",1,2024-11-25,code_mixed,1,4,services
lol this cab smelled like cigarette full time🥰🥰.. and driver took long route to charge more.. SALA GUFF only.. paisa waste time waste.. never use this again,1,2024-07-22,code_mixed,1,3,transportation
i went there for dinner and then wait and then wait and wait like 40 min and staff rudee rudee and table dirtyy dirtyy and food come cold cold and taste bad bad not tastyii at all bro i say fix it but they just stare stare like idk what they do i feel paisa waste paisa waste and time waste time waste never go again never go again overall lastai jhyau thiyo,1,2023-03-03,code_mixed,1,2,food
bag ramro dherai ramro and strong. no issue till now,5,2024-08-18,code_mixed,1,2,product
ride okayy but seat dirtyy and dirtyy. jhyau yrr,2,2025-07-07,code_mixed,1,1,transportation
this coaching is total waste of money bro. teachers come late. notes are old. fees are high. my child was not learning anything. paisa waste time waste ekdam. shifted to other place and the difference is huge. lastai jhyau thiyo here. parents dont send kids. khattam teaching.,1,2024-07-18,code_mixed,1,4,services
lastai ramro hotel. came for 3 nights. all 3 nights were perfect. housekeeping was good. staff were friendly every day. food in their resturant was dami. breakfast was hot and fresh daily. wifi was working all the time. ac was cold properly. bed was comfy. and checkout was smooth. paisa vasool cha. will stay here again next trip. ramro dherai ramro. jakaas experience overall.,5,2022-12-28,code_mixed,1,5,hotel_restaurant
waited for 45 mins for a simple dal bhat. and they got the order wrong too. paisa waste.,1,2023-04-27,code_mixed,1,1,food
"service kharab, price expensve, not worth at all",1,2023-08-15,code_mixed,1,1,hotel_restaurant
"service was so slow bro, waited 40 mins and still no response, will never use again",1,2022-09-22,english,0,0,services
product came damaged. box was broken. customer care ne sunena pani. total bijog service.,1,2024-03-18,code_mixed,1,1,product
"khatrai experience bro, sab thik thiyo, hoel pani ramro thiyo, khana pani mitho, will visit again",5,2023-04-25,romanized_nepali,1,1,hotel_restaurant
"product aayo damaged, box pani torn thiyo, customer service ma call gareko hold ma rakhe 30 mins, koi aena, feri call gareko then they said will replace but still waiting after 2 weeks, lastai kharab experience thiyo, paisa waste paisa waste, baal farak pardaina unilai customer ko, never buying from here again, jhur company ho yo",1,2024-05-21,romanized_nepali,1,4,product
ok i am posting this review because i want to warn everyone. i ordered a blender from this site. and then blender aayo. and then i used it once and then it started making horrible noise. and then i used it again and then it sparked and stopped working. SPARKED. this could have been dangerous bro. and then i asked for refund and then they said usage damage bhanyo. ONE USE. this is very bad. this is extremely dangerous. baal quality check gareko thiyena. i don't like this trash product. lastai lastai jhyau. paisa waste and almost injured me. khattam company. never ever buying from here. tell your friends pani,1,2024-03-15,code_mixed,1,4,product
yo printer le day 1 ma paper jam garyo. bro brand new machine. and then jam fix garyo and then print quality was terrible. lines were there. company ko customer care le 20 min hold rakhyo. then said technician aaucha bhanyo. waited 4 days. nobody came. this is very bad. i don't like this trash product. baal brand. paisa waste yar lastai,1,2024-08-16,code_mixed,1,2,product
thik cha but nothing special,3,2023-11-20,romanized_nepali,1,1,food
fpod was ok ok nothkny spwcoal tbh,3,2024-03-29,english,0,0,food
"Spaghetti tasted bland, sauce felt watery and weird",1,2025-01-16,english,0,0,food
listen i try this cafe cause friend drag drag me i lazy lazy mood off off but then drink come foam thick thick smell sweet sweet sip first and boom joy joy taste mitho mitho not lie not lie i sit long long talk long long no rush no push vibe ramailo ramailo overall lastai jhyau thiyo at first but end super good,5,2022-02-14,code_mixed,1,1,food
sala resturant was full and we waited outside 30 min and then finally got table and then waiter forgot our order yaar.. FORGOT ORDER.. and then food came wrong and cold.. paisa waste time waste totally.. lastai jhyau thiyo whole experience.. never coming back never,1,2023-10-12,code_mixed,1,4,hotel_restaurant
"delivery fast thiyo, product pani ramro thiyo, happy with purchase",5,2023-11-05,code_mixed,0,0,product
"Burger juicy and filling, really happy with the taste",5,2025-01-12,english,0,0,food
babbal momo cha!! 🔥🔥,5,2024-09-14,romanized_nepali,1,1,food
"dami dami experi ence🤯, lastai ramro thiyo, sab kura thik thiyo",5,2024-06-25,romanized_nepali,1,2,hotel_restaurant
service sloww and then sloww again idk why. not worth 😤,1,2022-11-02,english,0,0,services
taste mitho mitho and price cheap cheap bro 🔥,5,2024-05-14,code_mixed,1,1,food
"umm food was ok ok nothing great nothing bad, just average lol",3,2022-04-29,english,0,0,food
"bus ma seat thik thiena, driver le phone chalaudai thiyo drive garda, lastai dar lagyo, kharab service",1,2022-02-24,romanized_nepali,1,1,transportation
i ordered jacket and then it came with missing button and thread hanging everywhere. new product yar. baal quality control. and then return garyo and then new piece aayo after 10 days which was better but still not perfect. not ordering from here again,2,2024-08-08,code_mixed,1,1,product
"lastai kharab transport tyyo, late thyi ani dr7vDr attitude pzni kharab, haal kaam lagena",1,2023-08-31,romanized_nepali,1,2,transportation
product ok ok. works as expected. nothing amazing. paisa vasool i think,3,2023-03-30,romanized_nepali,1,1,product
nice place but expensve,3,2023-10-11,english,0,0,hotel_restaurant
ekdam jhyau thiyo yar,1,2023-05-11,romanized_nepali,1,1,food
"jhyaJ jhyau lAgyo bro, sala pa(sa waste bhayo, kharab Ihzrab Hhyo sab",1,2023-02-10,romanized_nepali,1,3,food
lol this resturant charges 500 for a momo that is not even mitho.. not mitho at all.. paisa waste totally,1,2024-07-31,code_mixed,1,2,hotel_restaurant
khana aaucha cha ramailo place dami service,5,2024-01-30,romanized_nepali,1,2,food
"Rooftop view photo jasto thiena, ekdam disappointed bhaye",1,2025-01-31,romanized_nepali,0,0,hotel_restaurant
sahi ho. thik cha. rramro experience ca !!,4,2024-12-02,romanized_nepali,1,1,hotel_restaurant
"jakaas thiyo yaar trip🤯, road was smooth and bus was clean and seat was comfy.. ramailo ramailo",5,2024-07-19,code_mixed,1,2,transportation
khana dherai ramro thiyo. mitho mitho. staff pani friendly thiyo. will bring family here next time,5,2024-05-26,romanized_nepali,1,1,food
"ekdamai babbal thiyo the whole trip, driver ramro thiyo ramailo journey",5,2022-10-14,romanized_nepali,1,2,transportation
laARai jh&au tNyo bro. paisa waste t(me waste. neGer rdering again from here,1,2024-09-01,code_mixed,1,3,food
ramailo thiyo dinner. music pani thiyo ani atmosphere pani ramro. will visit again 😊,4,2024-07-30,code_mixed,1,1,hotel_restaurant
umm the food was ok tbh. nothing great. price .bit high for this area,3,2023-10-18,english,0,0,food
dami place for family dinner. ambiance was good. food was tasty. will go again. 💕,5,2022-10-05,code_mixed,1,1,hotel_restaurant
ramro ramro. safi room. helpful staff. khana pani thik thiyo. ramro dherai ramro hotel cha bro 🔥,5,2025-01-25,romanized_nepali,1,2,hotel_restaurant
app slow and jhyau lagyo. chalcha for now,3,2023-01-01,code_mixed,1,1,services
mitho thiyo,4,2024-12-01,romanized_nepali,1,1,food
"ekdamai ramro service thiyo, sahi ho sahi",5,2023-05-29,romanized_nepali,1,3,hotel_restaurant
mitho food and fast delivery.. happy with it.. dami service cha yo,5,2023-12-03,code_mixed,1,2,services
nice ambience. food was average but coffee was dami. would come just for coffee tbh,4,2024-04-08,english,0,0,food
i booked this service online and then no one showed up. and then called and then they said agent busy bhanyo. and then i waited more and then they cancelled my booking. and then NO refund. bro are you serious. this is very bad. this is VERY VERY BAD. total guff ho yo company. i don't like this trash service. sala paisa nai khayo. khattam,1,2023-09-17,code_mixed,1,3,services
"very expensive for the quality, not worth at all",1,2025-02-17,english,0,0,food
i was at the salon and they made me wait 1 hour even with appointment.. ONE HOUR.. and then the cut was also not what i asked.. sala waste of time waste of money.. lastai jhyau,1,2023-08-05,code_mixed,1,3,services
the staff at this hotel was SO nice.. they helped us with everything and the room was clean and the bed was comfy.. jakaas experience yaar.. will come back will come back,5,2024-01-05,code_mixed,1,2,hotel_restaurant
bought this phone case and it broke in 2 days. 2 DAYS!! sala paisa waste garo. very bad quality.,1,2024-09-07,code_mixed,1,2,product
"Check-in process slow thiyo, 20 min wait garnu paryo hai",3,2025-01-29,romanized_nepali,0,0,hotel_restaurant
tamatar ko achar ramro thiyo. dal mitho. overall khana sahi thiyo. aafnai manchhe lai pani suggest garchu,5,2024-05-02,romanized_nepali,1,1,food
delivery was on time and product was packed well. good service overall 👍,5,2022-08-16,english,0,0,product
cap dami and fit ramro dherai ramro,5,2024-07-07,code_mixed,1,2,product
thik cha hotel. nothing wow but clean and safe. staff ok. would stay if price is right,3,2023-11-14,english,0,0,hotel_restaurant
took bus to chitwan and sala bus was so old yaar.. and seat spring was poking me whole way.. POKING ME.. 6 hours like this.. and driver was also rude when i complained.. lastai jhyau thiyo.. paisa waste total paisa waste.. khattam company cha yo,1,2023-02-07,code_mixed,1,4,transportation
food look good good but taste bland bland i say what is this what is this this is very bad this is very bad no spice no salt paisa waste time waste i go home sad sad,1,2023-04-22,code_mixed,1,2,food
Internet provider kept disconnecting every hour,2,2025-03-16,english,0,0,services
momo was ok but the price ekdam badhe ko. 250 rupees ko momo this small??? paisa vasool hoina yaar.,2,2022-08-11,code_mixed,1,2,food
Room ma AC ramroooo chalyo tara bathroom ko tap ali leak bhairako thiyo,4,2025-01-28,romanized_nepali,1,1,hotel_restaurant
driver came on time. helped with luggage. no drama. thik cha service. sahi ho,4,2022-10-31,romanized_nepali,1,2,transportation
"Daraz customer service reply nai aayena, disappointed",1,2025-03-12,romanized_nepali,0,0,services
sahi ho the data plan.. internet is fast and price is okay.. ramro ramro,5,2024-03-19,code_mixed,1,2,services
hotel room was clean and staff was nice. ramro cha. breakfast was good too. value for money.,4,2023-08-20,code_mixed,1,1,hotel_restaurant
dami yar ekdum dami. best food. best staff. sahi ho 🔥,5,2023-01-09,romanized_nepali,1,3,food
pizza mitho and cheesy. ramro dherai ramro,5,2023-04-04,code_mixed,1,2,food
went to clinic for a simple check. doctor was ok. staff were ok. but waiting time so long. 2 ghanta wait garyo just for 5 mins with doctor. and they charge so much. 1500 rupees consultation fee. paisa waste time waste again. place was not clean also. thik cha overall but too expensive.,2,2024-07-05,code_mixed,1,2,services
service slow thiyo but staff was friendly at least. food thik thiyo. ok experience overall,3,2024-11-30,code_mixed,0,0,food
"khatrai service thiyo lastai, aauchu feri",5,2024-03-30,romanized_nepali,1,2,hotel_restaurant
ok so i have to tell this full story. so mero sathi ko marriage thiyo right. and then we all booked this hotel for 2 nights. and then night 1 was fine. and then on night 2 at 2am the fire alarm went off and then everyone came out and then it was false alarm bhanyo. and then back to room and then alarm went off AGAIN at 4am. i have not slept. and then morning ma checkout time they charged full rate no discount nothing. sala. 2 nights of bijog. lastai jhyau thiyo yar. i hate this hotel. total khattam. paisa waste time waste energy waste. the one star is even too much for them. never going back and telling all friends to avoid,1,2025-04-03,code_mixed,1,5,hotel_restaurant
not worth not worth at all bro,1,2025-03-21,english,0,0,product
bag look cool and then zip smooth chalcha,4,2024-06-16,code_mixed,1,1,product
ride smooth smooth no bump no jump khatrai,5,2024-02-02,code_mixed,1,1,transportation
delivery bhayo fast and item pani sahi thiyo. paisa vasool purchase bro. dami 👍,4,2022-08-12,code_mixed,1,2,product
driver rude rude i say stop he not stop jhyau,2,2024-11-11,code_mixed,1,1,transportation
guff matra garcha staff ley. actual kaam gardaina. baal service,1,2023-07-07,romanized_nepali,1,2,services
watch dami and look ramro dherai ramro. no regret,5,2024-12-12,code_mixed,1,2,product
lol went to this hotel for lunch and they gave me warm coke.. WARM COKE.. i asked for cold and they said machine is off.. off machine in a resturant?? sala jhyau,1,2023-05-12,code_mixed,1,2,hotel_restaurant
sloww ride,2,2023-12-12,english,0,0,transportation
bus clean and seat comfy. sahi ho ride and paisa vasool,5,2022-10-10,code_mixed,1,2,transportation
shoe ramro dherai ramro and comfy. no paisa waste here,5,2023-09-09,code_mixed,1,2,product
delivery jaldi aayo. saman thik thiyo. paisa vasool cha,4,2024-11-04,romanized_nepali,1,1,product
food cold and cold again. this is very bad,2,2025-03-03,english,1,1,food
yaar this place has gone down. used to come here 2 years back and food was ramro. now same food but taste is not same. price went up but quality went down. jhyau lagyo. thik cha but not like before.,2,2024-03-28,code_mixed,1,2,food
fast delivery and product is ramro,4,2024-06-18,code_mixed,1,1,product
ramro cha yaar.. momo was so good and then we ordered more and then they gave extra soup also.. paisa vasool totally paisa vasool,5,2024-03-12,code_mixed,1,3,hotel_restaurant
expensve for no reason. same food available nearby for half price. khatrai place.,2,2023-06-04,code_mixed,1,1,food
jhyau /agyo,1,2022-07-04,romanized_nepali,1,1,services
khatrai product cha. use garnai nasakne. return garnu paro. paisa waste bhayo,1,2022-12-01,romanized_nepali,1,2,product
momo mitho but chutney jhur. chalcha chalcha,3,2022-02-20,code_mixed,1,1,food
ok so trip thiyo pokhara jaana. bus was supposed to be AC. and then bus aayo no AC. windows thiya so could open. ok ok. and then stopped every hour for someone or other. driver stopped for his own lunch 30 min bro. 30 min WE waited. and then reached late. expected better. this is not very bad but not good either. thik cha i guess barely,2,2024-09-11,code_mixed,1,1,transportation
ramro thiyo delivery experience. tracking pani correct thiyo. product damage chaina aayo. dami 👍,5,2023-07-02,romanized_nepali,1,1,services
i buy shoe and then walk long long still no pain so dami dami paisa vasool,5,2023-11-11,code_mixed,1,1,product
khana bad bad but cheappp so chalcha chalcha 😅,3,2023-03-03,romanized_nepali,1,1,food
room was dirty bro. bedsheet had stain. told staff and they just changed sheet only. floor still dirty. bathroom dirty. sala hotel. not worth the price at all,1,2024-09-30,code_mixed,1,2,hotel_restaurant
"paisa waste, time waste, staff rude and rude again",1,2023-05-05,english,1,1,services
dami jacket cha yaar.. warm and light.. bought for hike and it was perfect.. paisa vasool paisa vasool,5,2023-01-29,code_mixed,1,2,product
ride start good and then jam jam jam road block and driver play loud song i say bro low sound he say ok but not ok lol but safe ride so thik cha,4,2024-07-07,code_mixed,1,1,transportation
"lastai mitho khana thiyo, momo chai ekdamai dami thiyo, price pani sasto❤️, paisa vasool",5,2022-11-28,romanized_nepali,1,2,food
khatrai product cha.. brought this water bottle and it leaks from day one.. day one yaar.. paisa waste time waste,1,2023-10-22,code_mixed,1,3,product
service slow cha yar. very slow. waited and waited but nobody came to table,2,2023-11-22,code_mixed,0,0,hotel_restaurant
"bike rent thik cha but helmet khattam. paisa waste, time waste feeling but chalcha",2,2023-10-03,code_mixed,1,2,transportation
product thik cha. delivery fast thiyo. happy,4,2023-11-29,english,0,0,product
trip was smooth. bus was on time. driver safe. leg room ok. thik cha journey,4,2023-10-30,english,0,0,transportation
"Cheese ball photo jasto thiena, reeality ma small and soggy",1,2025-01-26,code_mixed,0,0,food
idk man not great,2,2023-04-16,english,0,0,food
driver le helipad garne style ma drive garyo bro. road ma 3 palta danga paryo. i was shaking. and then he still asked tip at the end. NERVE of this guy. baal service,1,2022-11-17,code_mixed,1,2,transportation
food ramro dherai ramro sauce thick thick love love,5,2022-01-01,code_mixed,1,1,food
ramro dherai ramro. i came here last month and again this month. both times food was perfect. staff remembered my name on second visit which was so nice. momo here is lastai dami. and price is also fair. paisa vasool cha. if you havent tried this place you are missing out bro. will keep coming. jakaas place.,5,2023-11-22,code_mixed,1,5,food
fast delivery 👍 product ekdam ramro cha. use garirako chu daily. dami,5,2024-07-31,romanized_nepali,1,1,product
jakaas hotel yaar.. pool was clean and food was mitho and staff was always smiling.. ramailo ramailo stay,5,2024-05-27,code_mixed,1,2,hotel_restaurant
portion size was huge and taste was ramro. staff was helpful. price was fair. paisa vasool meal bro 😋,5,2024-10-17,code_mixed,1,2,food
khatrai driver thiyo. fast and safe. sahi ho,5,2022-06-03,romanized_nepali,1,1,transportation
thik cha,3,2023-06-18,romanized_nepali,1,1,food
thik cha for local diner vibes. nothing special but fills the stomach. price ok,3,2024-08-30,english,0,0,food
