review_text,review_date,rating,language_style,has_slang,slang_count
awesome productvalue for money❤️ ,1-Oct-24,3,english,0,0
Ramro xw. maile chahi sabbailai recommend garxu hai ☺️ ,22-Sep-25,4,romanized_nepali,0,0
prodict eak dam ramro xa baby haru ko ear safa garda eak dam sajilo hudo raixa  delivery pani fast  ,18-Aug-25,5,code_mixed,1,1
very happy 😁 ,10-Jul-25,5,english,0,0
Very convenient to use ,31-Aug-25,5,english,0,0
this product is very good very fast charging  ,1-Aug-25,5,english,0,0
after using 15 days it's work properly. i think it is the best product.  ,9-Nov-25,1,english,0,0
wow dhere ne ramro xa expect gareko vnda ne reality ma dhere ne ramro lagyeeu price aanushar this is so good love this ,6-Aug-25,5,code_mixed,1,1
Thik xa Pani halyo vani chai jhardaina otherwise 👍🏼,30-Jul-25,2,code_mixed,1,1
perfect power bank in 20k capacity and the seller responded was quick of any query I had regarding the products too ,22-Aug-25,5,english,0,0
this is the one of the most beautiful products I ever get thanks Daraz ☺️ for this amazing product,18-Jan-26,5,english,0,0
2 din am light balna chhodyo.  ,4-Aug-25,1,code_mixed,0,0
"ekdam ramro xa dhuka vara lida hunxa 
",11-Jan-24,5,romanized_nepali,1,1
"herda ta ramrai X. palette brush is worse.
dhanna combo bhayera Matra thik bhayo and it doesn't have exp.date and m.f.d",23-Oct-21,4,code_mixed,0,0
It's was good according to the price but it doesn't has the volume that I want.  ,19-Mar-25,5,english,1,1
best company power bank all over Nepal  ,15-Jan-26,1,english,0,0
ramro xa ❤️ ,1-Aug-25,5,romanized_nepali,0,0
The product was okay and the delivery was on time. ,3-Mar-25,5,english,0,0
"Problem mai la tai video ma vabadeyako xu ?
haru kura use garyo paxi tha hunaxa pawar bank body is good 😊 ",25-Oct-25,3,code_mixed,0,0
Jun size magauna khojdai hunuhunxa tyo vnda 1 size thulo magaunu hola navaye tight hunxa khuttama. product Chai ramrai xa. ,28-Dec-25,4,code_mixed,0,0
nice 👍🏻 ,5-Feb-25,5,english,0,0
size Pani thik xa brush soft xa if you are beginners grab it guys .  ,13-Apr-25,5,code_mixed,0,0
it's recall nice love it 😁😍,21-Mar-25,5,english,0,0
According to price product was justified  ,21-Nov-25,3,english,0,0
Already used product but in good condition so it good 😊 ,9-Mar-25,4,english,0,0
"In reality single type c port """,9-Jul-25,1,english,0,0
worst product i have ever purchased . fake advertising. showing quality product and selling 3rd grade product,17-Apr-23,1,english,1,1
little cute brush ettiko price ma is fine  ,2-May-25,5,code_mixed,1,1
Thekai xa ramrai xa tara vaneko jatti chai charge garna nasakne reaixa 0-100 Iphone 15 pro max 2 choti charge gardai ma purai battery drain hudo reaixa ,1 week ago,2,code_mixed,1,1
Product is good but cable is not given in box ,14-Nov-24,5,english,0,0
"The product is good in this range , packing was also good and a main thing If you are buying this then you need a good quality cable 
And for fast charging it supports 22.5 watts whereas my mobile supports 33 watts . So, yeah It is not that fast for me but it varies on your mobile.  ",3 weeks ago,4,english,0,0
The shoes is liked by my child. ,26-Dec-25,5,english,0,0
maile bholi palta nai received gare . dekhda Ramro XA . Ek choti power bank full charge gare paxi I think yesle 5000mah KO mobile KO battery 3 choti samma full Garxa. ,6-Jan-26,4,code_mixed,0,0
Love it .. ,4 weeks ago,2,english,0,0
plastic tip. I was expecting silicon.  ,28-Dec-24,3,english,0,0
It was nice 🙏🏻 ,4-Jul-25,5,english,0,0
I love this shoes.. socheko vanda dherai Babaal lagyo.. finishing daami raixa.. bt afno size vanda 1 size thulo lina parne raixa halka sano hoki jasto vayo.. overall ramro raixa.. I recommend to go for product without any hesitation.. ,14-Jun-25,5,code_mixed,1,1
 don't think it is spicy 🥵 . it is normal  ,18-Feb-25,5,english,0,0
very nice  ,2 weeks ago,5,english,0,0
This works great ,18-Jun-25,5,english,0,0
Very useful nice 👍 one ,7-Dec-24,5,english,0,0
I loved your product ,10-Feb-22,5,english,0,0
Quality is not good Photos not same clothes You provided same quality which shown in online ,3-Nov-25,5,english,0,0
Nice,26-Dec-25,5,english,0,0
my 2nd purchase. very good shoes for children  ,4 weeks ago,1,english,0,0
Kasto na ramro xa tara kam chalauw ko lagi thik xa ,3 weeks ago,1,romanized_nepali,0,0
affordable and satisfied with the product . ,23-Jun-25,2,english,0,0
"The product is exactly as displayed in the pictures, and the delivery was very quick ",29-Jan-26,5,english,0,0
gOOd ,13-Jun-25,2,english,0,0
I am very happy with the product.The delivery was quite fast. it supports fast charging. ,19-Sep-25,5,english,0,0
Saman ekdam ramro xa. worth it. delivery pani on time within a day aipugyo along with tax invoice. ,10-Dec-25,1,code_mixed,0,0
👍👍 fantabulous ,28-Feb-25,2,english,1,1
Yekdame useful lagyo  ,26-Nov-25,5,code_mixed,1,1
"time ma tha payiyo, tara aba khana darr lagira xa 🤣🤣🤣 ",10-Oct-24,5,romanized_nepali,0,0
aru kura bhanda thikai xa sabile use garda hunxa bhanxu,29-Aug-25,1,romanized_nepali,0,0
Quinoa was old and had insects. It would be good if the seller atleast make sure the quality before delivery. ,11-Nov-25,1,english,0,0
Good for bachhaharu,16-Sep-24,5,code_mixed,0,0
Must have product if you have toddlers or babies very useful and handy product  ,18-May-25,4,english,1,1
basera phone charge garna navyaune lai 1dum best product ,19-Jul-25,5,code_mixed,0,0
yo thik cha ,12-Nov-24,5,romanized_nepali,0,0
Very nice brush. Works beautifully.  ,1-Feb-26,5,english,0,0
Soche vanda ekdamai Ramro aba  chae kasto cha idk tara mulye anusar Sabai Ramro cha. ,6-Sep-24,3,romanized_nepali,0,0
"just got the product after a week of order, the delivery was super late 10/10 unsatisfactory on the delivery time, and also received a call from daraz that will be given a coupon which i didn't receive,,😡😡😡😔, hope the product works good, not like the delivery of the product ",5-Aug-25,1,english,0,0
nice.... ,6-Jun-25,5,english,0,0
really nice products. fast delivery too  ,22-Jun-25,5,english,0,0
"Wow, ramro lagyo, highly recommended 👍🏻 ",9-Jun-25,2,code_mixed,0,0
good actually good...fresh date and no damage,2-Nov-25,5,english,0,0
Thikaii cha ,3-Jan-26,5,romanized_nepali,0,0
The delivery is very late.I was waiting for long time . the delivery man should give a plastic bag 🛍️ to keep my items safe and secure 🔐 . ,21-Oct-25,3,english,0,0
"Yesterday when I received it, the charge was 86%. Even after charging for around 30–45 minutes, it didn’t go up—it’s still showing 86%. Looks like a problem. ",30-Sep-25,1,english,0,0
Overall product is good ,24-Mar-25,1,english,0,0
Liked it  will order another one soon.❤️ ,16-May-25,5,english,0,0
really good quality and great pricing,13-Nov-25,5,english,0,0
dherai dherai bhando ni ramro xa kyare malai chahi yo aile bhanda ko sahi lagyo,5-May-25,3,romanized_nepali,1,1
nice product...love it... worth it.. ,3-Jul-25,5,english,0,0
Wow very nice ,8-Jan-25,5,english,1,1
Good product. And ramro ani,1-Sep-22,4,code_mixed,0,0
ramro xa chitta bujhyo bachchale lagauda sajilo raixa ani chipline dar pani raina xa  ,9-Apr-25,5,romanized_nepali,1,1
dherai ramro xa ekdam baabdal xak babaall,8-Dec-25,5,romanized_nepali,2,2
quality seems authentic and appearance is also best!! ,14-Nov-24,5,english,0,0
awesome 👍 ,18-Jul-25,5,english,0,0
I bought this at 1759 on 11:11 offer. Price anusar thikkai ho. Bela bela fast charging (Input/output) garda halka heat bhako bhetye otherwise product get the job done. ,12-Dec-24,1,code_mixed,0,0
Amazing product bats Power bank ,2-Dec-24,1,english,0,0
ramro cha ,30-Dec-25,5,romanized_nepali,0,0
Loved the Product ❤️,7-Jul-25,5,english,0,0
Photo ma dekhako jasto xaina rww phaile ko vanda copy  product xa phaile ko naii better xa ahile ko vanda tww  ,14-Jul-25,5,code_mixed,0,0
"packing is good it best 
in any thing....",15-Jan-26,5,english,0,0
"The ear wax cleaner is well received. It is nice and works as per the purpose. The well lit inside ear makes it secure to clean ear wax at any time makes the operation convenient. 
The delivery staff was gentle.
Recommendable product and service!
Thanks!",3-Feb-25,5,english,0,0
"Satisfied, seems good quality. ",31-Aug-25,1,english,0,0
socheko bhanda yo chai alikati dherai nai  ramro xa tyasaile sabile kina bhanxu ma cahi ,27-Dec-25,3,romanized_nepali,1,1
Nice product ,13-Jul-25,3,english,0,0
Product is good and several repeat orders been made. Supplier is slow in packing and handing to the delivery partner.,8-Jul-24,1,english,0,0
"wrong information dinu vayena ni tesari """,31-Aug-25,3,code_mixed,0,0
good product 👍 ,14-Jun-25,5,english,0,0
thank u seller my boy loved this shoes,13-Jun-24,5,english,0,0
it wasn't that good.the brush came out quickly it's wasn't how I expected ani it wasn't shaped properly alsoio,26-Mar-25,2,code_mixed,0,0
Not good. The fermentation is not completed. It smells and tastes like rubbing alcohol. Very bad. Wasted money. Don’t buy.  ,18-Jun-25,1,english,1,1
quality ramro cha tara pana kam cha,23-May-23,5,romanized_nepali,0,0
awesome product ✨ ,26-Mar-25,3,english,0,0
Had to get three. Good for the price. Like it,4 weeks ago,5,english,0,0
oh nice testy I like....,31-Jul-23,5,english,0,0
ramro xa yo shoes kapda le safa grna milxa easy xa SAFA garna mero chora la dherai man paryo 🥰🥰🥰🥰,4 weeks ago,5,code_mixed,0,0
price anushar quality ramro xa its goood❤,13-Dec-23,4,code_mixed,0,0
ramro xa tara lohjt chai ek choti check garera send gardeko vaye hune light derai madhura ra gati gari baldainaa  ,16-Dec-25,5,code_mixed,0,0
Lets hope it lasts upto 6 months. ,18-Nov-25,3,english,0,0
I love it ,7-Nov-24,5,english,0,0
softer then I expected......I will recommend you too buy❣️ ,23-Jan-25,5,english,0,0
"thnaks for this, i think it not pvc material. ",3 weeks ago,4,english,0,0
thekai xa but sath ma aaune data cable ghatya xa  ,21-Oct-25,4,code_mixed,0,0
🥵🥵 Piro matra xa kehi swad xaina ,10-Aug-25,5,romanized_nepali,0,0
okay adjustable and sabilai recomendable ,29-May-25,1,code_mixed,0,0
"ramro x product tarw ajhai euta usb port thapdeko vaye babal huney , worth it x lida hunx ",25-Nov-24,3,romanized_nepali,1,1
good. nice ,25-Apr-25,5,english,0,0
sabaile kinda hunxa yo jaxot babal kai bhetidaina ,1-Aug-25,5,romanized_nepali,1,1
the packaging was good 👍😊 fully satisfied 😁 and the delivery driver ☺️ was so good 👍😊😊😊,27-Feb-25,3,english,0,0
"Genuinely , photo ko jasto kehi xaina . Na colour socheko jasto xa na quality.",12-Nov-23,1,code_mixed,0,0
clean and best packing thankyou so much,31-Jan-26,5,english,0,0
good product ❤️,27-Aug-24,2,english,0,0
light not  work  how it show in picture  it's not like that not satisfied 😔 with the products. I suggest don't buy. ,28-Aug-25,1,english,0,0
Hijo order hanya aja ayo ramro xa product. ,22-Sep-25,5,romanized_nepali,0,0
babal lagyo battery health ta op ,1 week ago,5,romanized_nepali,2,2
not the best but it's good  ,1-Aug-24,2,english,0,0
ramro packing meet as expected  ,21-Aug-25,5,english,0,0
delivery is fast till now it perfectly working  ,15-Dec-25,4,english,0,0
"Love the taste, this is my second purchase!  ",2 weeks ago,5,english,0,0
battery was damage ,29-May-25,3,english,0,0
Good ones. Thanks.,20-Jul-22,5,english,0,0
Low quality  ,13-Nov-25,3,english,0,0
saman dami xa,26-Dec-24,5,romanized_nepali,1,1
Very useful for kids like it👍🏻 ,31-Mar-25,4,english,0,0
good quality one ,25-Jul-24,5,english,0,0
"good , but I'll review it later after using for while  ",15-Aug-25,4,english,1,1
look wise and price wise xa its nice... ,3-Dec-25,1,code_mixed,0,0
product ramro lagyo. lida hunxa ,25-Nov-24,5,romanized_nepali,0,0
brushes are soft and are good it also comes with velvet pouch😻 ,8-Apr-25,5,english,1,1
Thank you! my son loved it. Dherai man paryo re,29-Apr-25,5,code_mixed,1,1
the product was very good my dog has short hair it works perfectly. ,22-Jan-26,5,english,0,0
biscuit mitho cha. ,20-Aug-25,5,romanized_nepali,0,0
soo good with the price got an extra too,14-Dec-25,5,english,0,0
Nice ,14-Jan-26,1,english,0,0
Looks crazy build quality if very tuff and package is grate ,6-Jan-26,5,english,1,1
power bank is good product I like very it very much performance of power bank is also excellent. ,13-Jul-25,5,english,0,0
"herda ramro xa, heavy xa. aas garu ki kaam pani ramro garos ",15-Nov-24,1,romanized_nepali,0,0
socheko vanda ni ramro Saman paye thank you,8-Jun-22,5,romanized_nepali,0,0
A good Quality product with affordable price is called Ultima lifestyle. Maile pahile pani ultima ko earbuds use gareko xu ra after sale service pani ramro lageko le maile yo new product purchase gareko. Yesko packaging dekhi liyera built quality eakdam ramro lagyo charge pani fast hudo raixa. I will suggest this product. ,6-Oct-24,5,code_mixed,1,1
the appearances is so good and the brush are light weight and they are easy to Carry while traveling and the brush are so fluffy and soft.loved it ,11-Mar-25,5,english,0,0
Good ,7-Oct-24,5,english,0,0
best not too much spicy ,25-Nov-25,5,english,0,0
"all things is good but one port is not working properly.so 4 ⭐⭐⭐⭐ "" ramro",24-Nov-24,1,code_mixed,0,0
11:11 offer maa order cancel vako thyoo feri paxi  try garda  outoff stock vayoo tei ni saman aayaxa khusi laghyoo . Thank You Daraz and Ultima Nepal .  ,17-Nov-24,5,code_mixed,0,0
kinda good ani lifetime thikai nai xa yasko got it  ,3 weeks ago,3,code_mixed,1,1
Nice product very useful Thanks  ,27-Jun-25,5,english,0,0
Overall it's nice. Recommended.. ,17-Nov-24,5,english,0,0
ramro x tar smell vayena 😊😊 ,29-Nov-25,5,romanized_nepali,0,0
Have been using it 2 week jati bhayo hola ! fast charging pani hunxa ! my device is A35. and 2-3 times ko bich ma charge hunxa mero Device. Build Quality pani ramro xa ! 2-4 choti ramrai height bata jhari sako ra pani kai bhako xaina  ,27-Jul-25,5,code_mixed,0,0
Ta 😍😍😍 seller malai bhanda ni mero chora lai ekdam man paryo  ,15-Jan-26,5,romanized_nepali,0,0
wow great product and pakaging.very much tisfied withh seller.thank you seller.,23-Jul-20,3,english,1,1
Ramro xa. Worth it.,15-Oct-25,5,code_mixed,0,0
I've been using it since last week and it was really worth buying. I could charge my phone fully multiple times. It's really very good. Recommended to buy. Thank you! ,9-Oct-25,5,english,0,0
