review_text,rating,date,language_style,has_slang,slang_count,domain
The t-shirt fabric is very soft. Fits perfectly.,5,3/12/2024,english,0,0,product
Public bus journey lastai tiring vayo. Seat pani thik thiena.,2,11/20/2022,code_mixed,1,1,transportation
Government office kam garna dherai jhyau. Line matrai cha.,1,11/10/2023,code_mixed,1,1,services
Resort ko garden kasto ramailo. Peaceful environment.,5,2/5/2025,romanized_nepali,1,1,hotel_restaurant
"Thukpa lastai mitho thyo, chiso ma khada babbal vayo.",5,12/18/2023,romanized_nepali,1,2,food
Keyboard lighting sounds babbal tara keys dherai noise garcha.,4,10/15/2024,code_mixed,1,1,product
"Rider kasto wild thiyo, dherai lane jump gareko.",2,5/30/2023,romanized_nepali,1,1,transportation
Best laundry service. Kapada haru fresh and clean aayo.,5,9/14/2022,code_mixed,1,1,services
Stay was fine but the washroom was not maintained properly.,2,8/8/2024,english,0,0,hotel_restaurant
"Pizza base lastai hard thiyo, chewing gum jasto.",1,4/22/2023,romanized_nepali,1,1,food
"Water bottle leak huncha, quality thik chaina.",2,6/18/2022,romanized_nepali,1,1,product
Sajha bus was on time and seats were comfortable.,4,1/20/2024,english,0,0,transportation
Internet was down for two days. Support didn't respond quickly.,1,7/12/2023,english,0,0,services
Hotel view ramro cha tara khana dherai mahango cha.,3,2/14/2024,code_mixed,1,1,hotel_restaurant
"Momo ko size dherai sano vayo, taste chai thik cha.",3,11/5/2023,romanized_nepali,1,1,food
"Laptop skin kasto babbal dekhincha, highly recommended.",5,6/25/2024,code_mixed,1,1,product
"Pathao rider kasto ramro thiyo, safe feel garyo.",5,10/30/2022,romanized_nepali,1,1,transportation
Dishhome signal dherai katcha water pareko bela.,2,5/15/2023,code_mixed,0,0,services
"Dinner was delicious, staff behavior also very polite.",5,3/18/2024,english,0,0,hotel_restaurant
Lassi mitho thiyo tara glass dherai sano lagyo malai.,3,8/20/2023,romanized_nepali,1,1,food
Smart watch sensor is not working correctly. Waste of money.,1,9/12/2024,english,0,0,product
Micro ride in Kathmandu is always a nightmare. Too crowded.,1,11/15/2022,english,0,0,transportation
E-sewa load garna dherai time lagyo server error le.,2,1/10/2023,code_mixed,0,0,services
Paisa vasool hotel. Room was spacious and very clean.,5,11/20/2024,code_mixed,1,1,hotel_restaurant
Chicken curry mitho thiyo tara dherai spicy vayo.,4,4/12/2023,romanized_nepali,1,1,food
The iron heats up quickly. Good for the price.,4,7/4/2022,english,0,0,product
Traffic jams le garda rider late vayo but behavior good thiyo.,4,5/30/2024,code_mixed,0,0,transportation
ISP customer support line busy matrai huncha sadhai.,2,10/18/2023,code_mixed,0,0,services
Stay was fine but parking space dherai thurei cha.,3,1/15/2024,code_mixed,1,1,hotel_restaurant
Paneer butter masala dami thiyo tara naan ali kado lagyo.,4,7/22/2023,romanized_nepali,1,1,food
The mouse clicks are silent. Good for office work.,5,8/11/2024,english,0,0,product
Indrive driver le app ko vanda dherai paisa magyo.,1,9/30/2022,code_mixed,1,1,transportation
The hospital staff were very professional and helpful.,5,12/5/2024,english,0,0,services
Breakfast menu was boring. Every day same items.,2,2/28/2023,english,0,0,hotel_restaurant
"Soup kasto cold thiyo morning ma, ramro vaye na.",2,10/9/2024,code_mixed,1,1,food
Mobile display cracked in a small drop. Low quality skin.,1,3/14/2022,english,0,0,product
Pathao ride was smooth but rider was talking on phone.,3,11/15/2023,english,0,0,transportation
Passport office management is terrible. Chaos everywhere.,1,4/12/2024,english,0,0,services
"Resort was dami, pool side kasto ramailo vayo stay.",5,1/22/2023,code_mixed,1,2,hotel_restaurant
Veg thali mitho thiyo tara daal ali patalo bhayecha.,3,11/5/2024,romanized_nepali,1,1,food
Charging cable charge garna dherai time lagcha. Slow cha.,2,10/30/2022,romanized_nepali,0,0,product
"Rider kasto wild driving gareko, kasto dar lagyo.",2,8/11/2023,romanized_nepali,1,1,transportation
Gym environment is great. Highly recommended for beginners.,5,2/14/2024,english,0,0,services
"Staff behavior was thik thak, room ali sano lagyo malai.",3,5/25/2023,code_mixed,1,1,hotel_restaurant
"Chicken momo lastai dami, achar ko taste pani mitho.",5,7/2/2024,romanized_nepali,1,2,food
Water heater works babbal. Winter ma thik cha.,5,10/9/2023,code_mixed,1,1,product
Sajha bus journey was cheap but dherai time lagyo.,3,12/10/2022,code_mixed,0,0,transportation
Fast banking service. ATM works smoothly every time.,5,12/10/2024,english,0,0,services
Room view kasto ramailo. Peaceful place to stay.,5,9/12/2023,romanized_nepali,1,1,hotel_restaurant
Fried rice thik thak thiyo tara tel dherai bhayecha.,3,12/14/2024,romanized_nepali,1,1,food
Earbuds one side stopped working. Fraud experience lagyo.,1,3/19/2022,code_mixed,1,1,product
Pathao rider kasto ramro behavior thiyo. Safe ride.,5,11/20/2023,romanized_nepali,1,1,transportation
Fiber net connection is very stable. No downtime.,5,8/30/2024,english,0,0,services
Ambience ramro thiyo tara room ma dherai noise thiyo.,3,2/28/2023,code_mixed,1,1,hotel_restaurant
Chicken burger was juicy. Babbal experience thiyo.,5,6/12/2024,code_mixed,1,1,food
The laptop keyboard keys are a bit tight. Not smooth.,3,11/19/2022,english,0,0,product
Taxi fare was dherai mahango for such a short distance.,2,6/18/2023,code_mixed,1,1,transportation
Internet support always busy during peak hours. Jhyau.,2,1/25/2024,code_mixed,1,1,services
Breakfast was great. Paisa vasool stay for sure.,5,7/15/2023,code_mixed,1,1,hotel_restaurant
Coffee and cake combination was babbal. Loved it.,5,3/22/2024,code_mixed,1,1,food
The monitor has some dead pixels. Disappointed.,2,9/30/2022,english,0,0,product
Rider kasto polite thiyo. Followed all traffic rules.,5,3/25/2023,romanized_nepali,1,1,transportation
The barber knows his job well. Best haircut in town.,5,5/20/2024,english,0,0,services
Room view was dami. Loved the balcony setup.,5,11/20/2023,code_mixed,1,1,hotel_restaurant
Momo was okay. Service slow vayo aajkal.,3,8/11/2024,code_mixed,1,1,food
Fan noise is too much. Couldn't sleep properly.,2,6/18/2022,english,0,0,product
Traffic jams were jhyau today ride ma. 1 hour lagyo.,3,12/5/2023,code_mixed,1,1,transportation
Laundry service was very prompt. Kapada clean thyo.,5,1/18/2024,code_mixed,1,1,services
Hotel location ramro thiyo tara parking ali jhyau lagyo.,3,4/12/2023,romanized_nepali,1,2,hotel_restaurant
Paneer naan was dami. Side gravy was also fresh.,5,9/8/2024,code_mixed,1,1,food
Mobile case is thik thak for this cheap price.,4,5/18/2022,code_mixed,1,1,product
Rider arrived in 2 mins. Super fast and reliable.,5,10/14/2023,english,0,0,transportation
Fiber net support line works sometimes only. Irritating.,2,4/12/2024,english,0,0,services
Stay was comfortable but hot water check garnu parne.,4,1/22/2023,code_mixed,0,0,hotel_restaurant
Burger was spicy but kasto mitho thiyo.,4,11/5/2024,romanized_nepali,1,1,food
The printer setup was a bit difficult for me.,3,11/30/2022,english,0,0,product
InDrive rider arrived on time today. Good service.,5,8/11/2023,english,0,0,transportation
Passport renewal process is just terrible. So slow.,1,2/14/2024,english,0,0,services
Garden view was babbal. Room tidy and clean thyo.,5,5/25/2023,code_mixed,1,1,hotel_restaurant
Chicken momo lastai mitho thiyo. Must try!,5,10/9/2024,romanized_nepali,1,1,food
T-shirt size not accurate. Small lagyo malai.,3,4/12/2022,code_mixed,1,1,product
Rider kasto polite behavior. Safely reached home.,5,12/5/2023,code_mixed,1,1,transportation
The hospital staffs were very patient with us.,5,6/12/2024,english,0,0,services
Stay was dami. Pool was clean and warm.,5,9/30/2023,code_mixed,1,1,hotel_restaurant
Fried rice was babbal today. Quick service too.,5,12/10/2024,code_mixed,1,1,food
The mouse pad is very soft. Babbal quality.,5,7/4/2022,code_mixed,1,1,product
Micro bus was late and dherai khacho thyo.,2,11/20/2023,romanized_nepali,1,1,transportation
ATM works smoothly. No technical issues found.,5,3/5/2024,english,0,0,services
Hotel was great but parking was dherai jhyau.,3,1/14/2023,code_mixed,1,1,hotel_restaurant
Paneer naan kasto dami. Achar was also fresh.,5,8/30/2024,code_mixed,1,1,food
Phone cover got dirty very fast. Low quality.,3,12/5/2022,english,0,0,product
Traffic jams was jhyau tara rider safely pugayo.,4,9/12/2023,code_mixed,1,1,transportation
Laundry staff polite behavior. Clothes clean thyo.,5,11/10/2024,code_mixed,1,1,services
Paisa vasool experience stay ma. Rooms were big.,5,6/25/2023,code_mixed,1,1,hotel_restaurant
Veg momo was okay. Sauce kasto mitho thiyo.,4,1/18/2024,code_mixed,1,1,food
Cable wires broke after 2 weeks. Fraud quality.,1,9/30/2022,english,0,0,product
Rider kasto polite behavior. Good safe ride.,5,4/12/2023,code_mixed,1,1,transportation
Internet speed is quite slow tonight. Not happy.,2,9/8/2024,english,0,0,services
Stay was comfortable. Hot water was babbal.,4,2/14/2023,code_mixed,1,1,hotel_restaurant
Cold drinks were not cold properly. Bad service.,2,5/19/2024,english,0,0,food
Heater works fine. Light weight cha easy use.,4,11/15/2023,code_mixed,1,1,product
Traffic le garda late vayo rider but behavior ok.,3,6/18/2022,code_mixed,0,0,transportation
Bank account open garna lastai jhyau thiyo.,2,3/22/2024,code_mixed,1,1,services
Staffs are polite. View from hotel is babbal.,5,8/30/2023,code_mixed,1,1,hotel_restaurant
Khaja set thik thak thiyo. Reasonable price.,3,12/5/2024,code_mixed,1,1,food
Iron heats up quickly. Good performance product.,4,4/15/2022,english,0,0,product
Indrive rider was safety conscious. Highly recommend.,5,6/28/2023,english,0,0,transportation
Fiber net support line always busy. Very poor.,2,10/30/2024,english,0,0,services
Room view was dami. Balcony setup was nice.,5,5/10/2023,code_mixed,1,1,hotel_restaurant
Chicken curry mitho thiyo tara ali dherai tel.,3,7/30/2024,romanized_nepali,1,1,food
USB light useful study ma. Thik cha product.,4,2/28/2022,code_mixed,1,1,product
Rider kasto ramro behavioral. Safe and fast.,5,9/14/2023,code_mixed,1,1,transportation
Internet speed not as promised. Service poor.,2,11/19/2024,english,0,0,services
Stay was comfortable. Hot water issue fix garyo.,4,12/5/2023,code_mixed,1,1,hotel_restaurant
Momo was late arrival but dami taste thiyo.,4,6/15/2024,code_mixed,1,1,food
Laptop skin quality dami. Looks cool truly.,5,8/5/2022,code_mixed,1,1,product
Pathao ride smoothly. Safely reached home.,5,4/4/2023,english,0,0,transportation
Customer service response very late today.,2,9/11/2024,english,0,0,services
Paisa vasool experience hotel stay ma.,5,11/28/2023,code_mixed,1,1,hotel_restaurant
Thukpa babbal taste especially winter ma.,5,3/25/2024,code_mixed,1,1,food
Keyboard keys sticking after one month use.,2,5/12/2022,english,0,0,product
Traffic jams jhyau thiyo ride ma aajkal.,3,7/19/2023,code_mixed,1,1,transportation
Laundry service prompt. Kapada clean aayo.,5,10/15/2024,code_mixed,1,1,services
Room view dami. Loved balcony stay there.,5,3/12/2023,code_mixed,1,1,hotel_restaurant
Burger spicy but kasto mitho lagyo.,4,5/15/2024,code_mixed,1,1,food
Mobile case quality thik thak price ma.,4,9/14/2022,code_mixed,1,1,product
Rider professional behavior. Good safe trip.,5,10/12/2023,english,0,0,transportation
Internet speed slow tonight. Support busy.,2,11/4/2024,english,0,0,services
Stay comfortable. Hot water was babbal.,4,4/12/2023,code_mixed,1,1,hotel_restaurant
Momo kasto mitho. Jhol achar babbal thyo.,5,12/5/2024,romanized_nepali,1,2,food
Mouse smooth and silent. Good for work.,5,8/27/2022,english,0,0,product
Rider arrived on time. Safe and reliable.,5,1/18/2023,english,0,0,transportation
ATM works smoothly. No technical errors.,5,6/25/2024,english,0,0,services
Hotel location ramro tara noise dherai.,3,9/30/2023,code_mixed,1,1,hotel_restaurant
Fried rice thik thyo tara salt dherai.,3,2/14/2024,romanized_nepali,1,1,food
Iron cable broke after few weeks only.,1,10/2/2022,english,0,0,product
Traffic jams jhyau thiyo ride ma aajkal.,3,11/19/2023,code_mixed,1,1,transportation
Beauty parlor thik cha. Price mahango.,3,4/10/2024,code_mixed,1,1,services
Staffs polite behavior. View babbal cha.,5,5/18/2023,code_mixed,1,1,hotel_restaurant
Chicken momo mitho. Quick service thyo.,5,9/12/2024,code_mixed,1,1,food
Laptop skin quality dami. Looks cool.,5,3/22/2022,code_mixed,1,1,product
Rider kasto ramro thiyo. Safe trip garyo.,5,10/15/2023,romanized_nepali,1,1,transportation
ISP connection stable. No downtime found.,5,1/20/2024,english,0,0,services
Stay fine but parking dherai limited thyo.,3,6/25/2023,code_mixed,1,1,hotel_restaurant
Momo was thik thak. Service slow thyo.,3,11/20/2024,code_mixed,1,1,food
Keyboard keys sticking after months use.,2,12/4/2022,english,0,0,product
Rider arrived fast. Good reliable ride.,5,4/12/2023,english,0,0,transportation
Laundry staff polite. Clothes clean thyo.,5,7/22/2024,code_mixed,1,1,services
Hotel view ramro. Room clean and tidy.,5,2/15/2023,romanized_nepali,1,1,hotel_restaurant
Burger spicy but kasto mitho lagyo.,4,9/14/2024,code_mixed,1,1,food
Mobile case is thik thak price ma.,4,5/18/2022,code_mixed,1,1,product
Rider was polite. Overall good safe ride.,5,11/12/2023,english,0,0,transportation
Internet speed slow tonight. Support busy.,2,5/20/2024,english,0,0,services
Stay was comfortable. Hot water was babbal.,4,1/22/2023,code_mixed,1,1,hotel_restaurant
Paneer butter masala dami. Naan soft.,5,10/25/2024,code_mixed,1,1,food
Mouse is smooth silent. Good for work.,5,7/25/2022,english,0,0,product
Rider arrived on time. Safe and reliable.,5,12/25/2023,english,0,0,transportation
ATM works smoothly. No technical issues.,5,8/1/2024,english,0,0,services
Hotel location ramro tara noise dherai.,3,3/30/2023,code_mixed,1,1,hotel_restaurant
"Thakali set kasto mitho thiyo, dal ma ali kam noon bhaye jhan babbal hunthyo.",4,6/11/2024,romanized_nepali,1,2,food
The hotel room was very cold and the heater was not working properly. Jhyau lagyo stay.,2,12/14/2023,code_mixed,1,1,hotel_restaurant
Pathao rider was too slow today. Traffic jam bhayera lastai dhilo bhayo.,3,10/5/2024,code_mixed,1,1,transportation
Ordered a hoodie. Fabric is dami tara size ali tight bhayo.,4,1/20/2023,code_mixed,1,1,product
ISP customer support is a joke. Nobody picks up the phone.,1,3/12/2024,english,0,0,services
Momo kasto babbal thiyo! Jhol achar ko taste unique cha.,5,1/8/2025,romanized_nepali,1,1,food
"Taxi driver le meter ma jana mane na. 500 magira thyo, too expensive.",2,5/22/2023,code_mixed,0,0,transportation
The laptop screen started flickering within a month. Very disappointed.,1,11/15/2022,english,0,0,product
"Parlor service ramro thyo, hair cut kasto dami gardiyo.",5,7/19/2024,code_mixed,1,1,services
Paisa vasool resort. Quiet and very peaceful for weekend.,5,9/30/2023,code_mixed,1,1,hotel_restaurant
"Chicken chowmein kasto oily thiyo, taste khasai chaina.",2,4/12/2024,romanized_nepali,0,0,food
The powerbank is heavy but the backup is great. Dami cha.,5,8/5/2023,code_mixed,1,1,product
Pathao rider kasto polite. He also had an extra helmet.,5,12/25/2022,code_mixed,0,0,transportation
Wifi speed slow vayera jhyau vayo. Watching Netflix is impossible.,2,11/10/2024,code_mixed,1,1,services
Room was clean but the towels were smelling. Average stay.,3,2/14/2023,english,0,0,hotel_restaurant
Chiya kasto mitho. Price chai ali mahango lagyo malai.,4,5/20/2024,romanized_nepali,1,1,food
Mouse is smooth tara left click ali kado cha.,3,10/18/2023,code_mixed,0,0,product
InDrive behavior of driver was not good. Too much attitude.,1,9/8/2022,english,0,0,transportation
Courier support team fixed my delivery issue. Happy with the service.,5,1/30/2024,english,0,0,services
Staff haru kasto ramailo. Food selection was babbal.,5,6/15/2023,code_mixed,1,2,hotel_restaurant
Veg burger kasto mitho thiyo. Fries chai ali dherai noon.,4,8/25/2024,romanized_nepali,1,1,food
Phone cover is cheap but looks dami. Worth it.,5,4/12/2023,code_mixed,1,1,product
"Micro bus kasto crowded thyo, saas ferna pani garo vayo.",1,7/4/2022,romanized_nepali,1,1,transportation
Bank account open garna 3 hours lagyo. Too slow.,2,12/5/2024,english,0,0,services
"Stay kasto thik thak thiyo, view chai ramro thyo.",3,11/20/2023,romanized_nepali,1,1,hotel_restaurant
Mitho thyo biryani tara chicken piece euta matrai thiyo.,3,2/14/2024,romanized_nepali,1,1,food
The trimmer stopped charging after 2 months. Jhyau vayo.,2,1/10/2023,code_mixed,1,1,product
Indrive driver followed all directions. Reached safely.,5,8/11/2022,english,0,0,transportation
E-sewa load garna technical error aayo. Katyo tara load vayena.,1,6/22/2024,code_mixed,0,0,services
Breakfast menu was kasto ramro today. Loved the pancakes.,5,10/30/2023,code_mixed,1,1,hotel_restaurant
Dal bhat thik thak thiyo. Nothing special for tourists.,3,9/14/2024,code_mixed,1,1,food
Laptop skin kasto babbal dekhincha. Highly recommended.,5,5/18/2023,code_mixed,1,1,product
Taxi le meter ma jana mane na. Night charge kasto dherai.,2,11/28/2022,romanized_nepali,1,1,transportation
The hospital staff was very polite and care garyo ramrai sanga.,5,8/30/2024,code_mixed,1,1,services
Room walls were too thin. Neighbor ko noise kasto jhyau aune.,2,3/12/2023,code_mixed,1,2,hotel_restaurant
Keema noodles lastai spicy thiyo. Piro khana nasakne lai garo.,3,7/22/2024,romanized_nepali,1,1,food
USB cable charge garda kasto slow charge huncha.,2,2/18/2023,romanized_nepali,1,1,product
Micro bus kasto full thyo morning ma. Jhyau lagne rush.,1,10/15/2022,romanized_nepali,1,1,transportation
Bank server was down for whole afternoon. Waste of time.,1,11/4/2024,english,0,0,services
Dinner dami thiyo tara quantity ali kam bhayo malai.,4,4/12/2023,romanized_nepali,1,1,hotel_restaurant
Chiya was okay. Samosa chai mitho thiyo.,4,1/25/2024,code_mixed,1,1,food
Smart watch battery is babbal. Lasts 5 days easily.,5,9/12/2023,code_mixed,1,1,product
Rider kasto ramro thiyo. Safety first driving.,5,3/30/2022,romanized_nepali,1,1,transportation
Passport renewal system kasto slow. Waiting for 2 months.,1,12/10/2024,code_mixed,1,1,services
Stay was comfortable. Friendly staff and good view.,5,7/22/2023,english,0,0,hotel_restaurant
Paneer curry mitho tara paneer pieces lastai kam thiyo.,3,5/2/2024,romanized_nepali,1,1,food
Iron works fine tara price chai thik thak cha.,4,9/19/2022,code_mixed,1,1,product
"Taxi driver le bargaining garyo, meter ma gayena.",2,11/28/2023,romanized_nepali,0,0,transportation
Best laundry service near me. Clothes smell fresh.,5,1/18/2024,english,0,0,services
Stay was dami. Paisa vasool for a family trip.,5,12/5/2023,code_mixed,1,2,hotel_restaurant
Chicken fry was crispy and kasto mitho.,5,10/30/2024,code_mixed,1,1,food
Mouse clicks are noisy. Not silent as claimed.,2,11/30/2022,english,0,0,product
Rider kasto fast. 10 mins mai pugaidiyo destination ma.,5,8/11/2023,romanized_nepali,1,1,transportation
ISP connection stable chaina aajkal. Every day problem.,2,2/14/2024,code_mixed,1,1,services
Room view kasto ramailo. Balcony setup thik thak thyo.,4,5/25/2023,romanized_nepali,1,2,hotel_restaurant
Vegetable soup kasto cold aayo. Warm bhaye mitho hunthyo.,2,11/5/2024,romanized_nepali,1,1,food
T-shirt fabric babbal cha tara color different thiyo photos ma.,3,1/22/2023,code_mixed,1,1,product
Rider kasto polite. Reached home safe and sound.,5,10/9/2022,romanized_nepali,1,1,transportation
Cleaning service babbal. Room kasto fresh dekhincha.,5,7/2/2024,romanized_nepali,1,1,services
Stay was average. Staff busy thie call garda ni aayena.,3,9/30/2023,code_mixed,1,1,hotel_restaurant
Thukpa kasto mitho. Chiso weather ma kasto babbal.,5,12/10/2024,romanized_nepali,1,2,food
Earbuds stopped working in 1 week. Worst experience.,1,4/12/2022,english,0,0,product
Pathao ride was smoothly. Safe rider as well.,5,11/20/2023,english,0,0,transportation
Fiber net connection very stable tonight. Babbal speed.,5,3/5/2024,code_mixed,1,1,services
Staff behavior average thyo. Room space ramro thyo.,3,1/14/2023,romanized_nepali,1,1,hotel_restaurant
Momo was okay tara soup ali piro vayo.,3,8/30/2024,code_mixed,1,1,food
Keyboard keys stuck frequently. Not worth it.,2,12/5/2022,english,0,0,product
Traffic jam jhyau lagne Kathmandu ma ride garda.,2,9/12/2023,romanized_nepali,1,1,transportation
Laundry service punctual. Clothes folded perfectly.,5,11/10/2024,english,0,0,services
Paisa vasool hotel rooms. Bed kasto soft thyo.,5,6/25/2023,code_mixed,1,2,hotel_restaurant
Khana mitho tara quantity ali thurei bhayecha.,3,1/18/2024,romanized_nepali,1,1,food
Cable broke after only two weeks. Poor.,1,9/30/2022,english,0,0,product
Rider kasto friendly. Ride was enjoyable too.,5,4/12/2023,romanized_nepali,1,1,transportation
Internet speed slow tonight. Disappointed with ISP.,2,9/8/2024,english,0,0,services
Stay was comfortable. Hot water check garna parthyo.,4,2/14/2023,code_mixed,0,0,hotel_restaurant
Burger was juicy tara bread ali dry thiyo.,3,5/19/2024,code_mixed,1,1,food
Mouse smooth silent clicks. Best for work.,5,11/15/2022,english,0,0,product
Rider kasto ramro. Safety rules followed always.,5,6/18/2023,romanized_nepali,1,1,transportation
ATM connection smooth tonight. No technical errors.,5,3/22/2024,english,0,0,services
Hotel view ramro thyo tara noise dherai.,3,8/30/2023,romanized_nepali,1,1,hotel_restaurant
Fried rice thik thyo tara salt dherai.,3,12/5/2024,romanized_nepali,1,1,food
Iron heats up quickly. Good performance product.,4,4/15/2022,english,0,0,product
Rider arrived safely on time. Polite guy.,5,1/20/2023,english,0,0,transportation
ISP customer line always busy. Very poor.,2,8/30/2024,english,0,0,services
Stay fine tara bathroom ali sano thyo.,3,9/12/2023,romanized_nepali,1,1,hotel_restaurant
Paneer curry mitho. Sauce kasto babbal thyo.,5,12/14/2024,code_mixed,1,2,food
Laptop skin looks dami. Truly worth it.,5,3/22/2022,code_mixed,1,1,product
Micro bus dherai late aayo morning ma.,2,11/20/2023,romanized_nepali,1,1,transportation
Salon staffs were polite and professional indeed.,5,3/5/2024,english,0,0,services
Hotel was great but parking space limited.,3,1/14/2023,english,0,0,hotel_restaurant
Fried rice thik thak. Service average thyo.,3,8/30/2024,code_mixed,1,1,food
The trimmer stopped working months after use.,2,12/5/2022,english,0,0,product
Indrive rider safely reached home. Good experience.,5,9/12/2023,english,0,0,transportation
Bank account open garna lastai jhyau line.,2,11/10/2024,code_mixed,1,1,services
Breakfast was great. Paisa vasool vayo stay.,5,6/25/2023,code_mixed,1,1,hotel_restaurant
Chicken momo mitho thiyo. Must try truly.,5,1/18/2024,romanized_nepali,1,1,food
Charging cable charge slow garcha. Thik chaina.,2,9/30/2022,romanized_nepali,1,1,product
Pathao ride smooth ride today safely home.,5,4/12/2023,english,0,0,transportation
ISP customer support always busy phone ma.,2,9/8/2024,code_mixed,1,1,services
Room walls dherai thin noise jhyau aune.,2,2/14/2023,code_mixed,1,1,hotel_restaurant
Momo was okay service slow vayo aajkal.,3,5/19/2024,code_mixed,1,1,food
Mouse smooth and silent clicks. Work thik.,5,11/15/2022,code_mixed,1,1,product
Rider safely reached home. Polite and friendly.,5,6/18/2023,english,0,0,transportation
ATM works smoothly tonight. No errors found.,5,3/22/2024,english,0,0,services
Hotel view ramro room clean thik thak.,4,8/30/2023,romanized_nepali,1,1,hotel_restaurant
Burger was juicy bread bread thiyo tara.,3,12/5/2024,code_mixed,0,0,food
The heater works fine light weight easy.,4,4/15/2022,english,0,0,product
Traffic jams jhyau thiyo ride ma aajkal.,3,1/20/2023,code_mixed,1,1,transportation
Bank line too long management poor today.,1,8/30/2024,english,0,0,services
Stay fine parking space limited thyo truly.,3,9/12/2023,code_mixed,1,1,hotel_restaurant
Pizza base hard base thiyo tasteless truly.,1,12/14/2024,english,0,0,food
Water heater works babbal winter thik cha.,5,3/22/2022,code_mixed,1,2,product
Rider safely reached home. Safe and sound.,5,11/20/2023,english,0,0,transportation
Internet speed not promised service poor truly.,2,3/5/2024,english,0,0,services
Stay fine breakfast limited choices thyo truly.,3,1/14/2023,code_mixed,0,0,hotel_restaurant
Coffee and cake combo was babbal truly.,5,8/30/2024,code_mixed,1,1,food
Mobile case thik thak cheap price truly.,4,12/5/2022,code_mixed,1,1,product
Rider kasto ramro behavior safe driving truly.,5,9/12/2023,code_mixed,1,1,transportation
Courier service punctual clothes perfectly clean truly.,5,11/10/2024,english,0,0,services
Paisa vasool room stay rooms were big.,5,6/25/2023,code_mixed,1,1,hotel_restaurant
Vegetable soup kasto cold aayo warm Mitho.,2,1/18/2024,romanized_nepali,1,1,food
Cable wires broke after week usage truly.,1,9/30/2022,english,0,0,product
Rider polite reached home safely truly home.,5,4/12/2023,english,0,0,transportation
Internet speed slow tonight support busy truly.,2,9/8/2024,english,0,0,services
Stay comfortable hot water babbal stay truly.,4,2/14/2023,code_mixed,1,1,hotel_restaurant
Chicken momo mitho thiyo jhol achar mitho.,5,5/19/2024,romanized_nepali,1,1,food
Mouse smooth clicks silent clicks work thik.,5,11/15/2022,code_mixed,1,1,product
Rider safety rules followed always safely home.,5,6/18/2023,english,0,0,transportation
ATM connection smooth no technical issues found.,5,3/22/2024,english,0,0,services
Hotel view ramro room clean tidy stay.,4,8/30/2023,romanized_nepali,1,1,hotel_restaurant
Burger juicy bread thiyo dry bread tara.,3,12/5/2024,code_mixed,0,0,food
Iron heats quick good performance product truly.,4,4/15/2022,english,0,0,product
Rider arrived safely time polite guy truly.,5,1/20/2023,english,0,0,transportation
ISP customer line always busy very poor.,2,8/30/2024,english,0,0,services
Stay fine bathroom sano thiyo truly sano.,3,9/12/2023,code_mixed,0,0,hotel_restaurant
Momo was late but babbal taste truly.,4,12/14/2024,code_mixed,1,1,food
Laptop skin dami looks truly cool truly.,5,3/22/2022,code_mixed,1,1,product
Rider safely reached home safe trip truly.,5,10/15/2023,english,0,0,transportation
Fiber net stable connection no downtime found.,5,1/20/2024,english,0,0,services
Stay fine parking dherai limited thyo truly.,3,6/25/2023,code_mixed,1,1,hotel_restaurant
Momo was thik thak service slow thyo.,3,11/20/2024,code_mixed,1,1,food
Keyboard keys sticking after months use truly.,2,12/4/2022,english,0,0,product
Rider arrived fast good reliable ride truly.,5,4/12/2023,english,0,0,transportation
Laundry staff polite clothes clean thyo truly.,5,7/22/2024,code_mixed,1,1,services
Hotel view ramro room clean tidy truly.,5,2/15/2023,romanized_nepali,1,1,hotel_restaurant
Burger spicy kasto mitho lagyo truly mitho.,4,9/14/2024,romanized_nepali,1,2,food
Mobile case thik thak price ma truly.,4,5/18/2022,code_mixed,1,1,product
Rider polite overall good safe ride truly.,5,11/12/2023,english,0,0,transportation
Internet speed slow tonight support busy truly.,2,5/20/2024,english,0,0,services
Stay comfortable hot water babbal truly babbal.,4,1/22/2023,code_mixed,1,2,hotel_restaurant
Paneer butter masala dami naan soft truly.,5,10/25/2024,code_mixed,1,1,food
Mouse smooth silent clicks work thik truly.,5,7/25/2022,code_mixed,1,1,product
Rider arrived time safe reliable ride truly.,5,12/25/2023,english,0,0,transportation
ATM works smoothly no technical issues truly.,5,8/1/2024,english,0,0,services
Hotel location ramro noise dherai truly noise.,3,3/30/2023,romanized_nepali,1,1,hotel_restaurant
Fried rice thik salt dherai truly salt.,3,2/14/2024,romanized_nepali,0,0,food
Iron works fine heats quick performance product.,4,9/19/2022,english,0,0,product
Indrive driver safely reached home polite behavior.,5,11/28/2023,english,0,0,transportation
ISP line busy phone busy very poor.,2,1/18/2024,english,0,0,services
Stay fine breakfast choices choices thyo truly.,3,12/5/2023,code_mixed,0,0,hotel_restaurant
"momo ekdum mitho thyo, chutney pani ramro. price reasonable cha",5,8/15/2024,romanized_nepali,1,2,food
The hotel was clean and staff were helpful. Good value for money.,4,11/22/2023,english,0,0,hotel_restaurant
scooter ramro cha tara mileage ali kam dincha,3,2/18/2024,romanized_nepali,1,1,transportation
Service thik thyo but they charged extra for small things,3,7/9/2023,code_mixed,1,1,services
"laptop dami cha, fast performance. paisa vasool ho",5,5/30/2024,code_mixed,1,2,product
"chowmein testo mitho thiyena, price ali expensive lagyo",2,4/12/2023,romanized_nepali,1,1,food
